64 0 0.0N, 0 0 0.0E
62 0 0.0N, 0 0 0.0E
60 0 0.0N, 0 0 0.0E
58 0 0.0N, 0 0 0.0E
56 0 0.0N, 0 0 0.0E
54 0 0.0N, 0 0 0.0E
52 0 0.0N, 0 0 0.0E
50 0 0.0N, 0 0 0.0E
48 0 0.0N, 0 0 0.0E
46 0 0.0N, 0 0 0.0E
44 0 0.0N, 0 0 0.0E
42 0 0.0N, 0 0 0.0E
40 0 0.0N, 0 0 0.0E
38 0 0.0N, 0 0 0.0E
36 0 0.0N, 0 0 0.0E
34 0 0.0N, 0 0 0.0E
32 0 0.0N, 0 0 0.0E
30 0 0.0N, 0 0 0.0E
28 0 0.0N, 0 0 0.0E
26 0 0.0N, 0 0 0.0E
24 0 0.0N, 0 0 0.0E
22 0 0.0N, 0 0 0.0E
20 0 0.0N, 0 0 0.0E
18 0 0.0N, 0 0 0.0E
16 0 0.0N, 0 0 0.0E
14 0 0.0N, 0 0 0.0E
12 0 0.0N, 0 0 0.0E
10 0 0.0N, 0 0 0.0E
8 0 0.0N, 0 0 0.0E
6 0 0.0N, 0 0 0.0E
4 0 0.0N, 0 0 0.0E
2 0 0.0N, 0 0 0.0E
0 0 0.0N, 0 0 0.0E
2 0 0.0S, 0 0 0.0E
4 0 0.0S, 0 0 0.0E
6 0 0.0S, 0 0 0.0E
8 0 0.0S, 0 0 0.0E
10 0 0.0S, 0 0 0.0E
88 0 0.0N, 60 0 0.0E
86 0 0.0N, 60 0 0.0E
84 0 0.0N, 60 0 0.0E
82 0 0.0N, 60 0 0.0E
80 0 0.0N, 60 0 0.0E
78 0 0.0N, 60 0 0.0E
76 0 0.0N, 60 0 0.0E
74 0 0.0N, 60 0 0.0E
72 0 0.0N, 60 0 0.0E
70 0 0.0N, 60 0 0.0E
68 0 0.0N, 60 0 0.0E
66 0 0.0N, 60 0 0.0E
64 0 0.0N, 60 0 0.0E
62 0 0.0N, 60 0 0.0E
60 0 0.0N, 60 0 0.0E
58 0 0.0N, 60 0 0.0E
56 0 0.0N, 60 0 0.0E
54 0 0.0N, 60 0 0.0E
52 0 0.0N, 60 0 0.0E
50 0 0.0N, 60 0 0.0E
48 0 0.0N, 60 0 0.0E
46 0 0.0N, 60 0 0.0E
44 0 0.0N, 60 0 0.0E
42 0 0.0N, 60 0 0.0E
40 0 0.0N, 60 0 0.0E
38 0 0.0N, 60 0 0.0E
36 0 0.0N, 60 0 0.0E
34 0 0.0N, 60 0 0.0E
32 0 0.0N, 60 0 0.0E
30 0 0.0N, 60 0 0.0E
28 0 0.0N, 60 0 0.0E
26 0 0.0N, 60 0 0.0E
24 0 0.0N, 60 0 0.0E
22 0 0.0N, 60 0 0.0E
20 0 0.0N, 60 0 0.0E
18 0 0.0N, 60 0 0.0E
16 0 0.0N, 60 0 0.0E
14 0 0.0N, 60 0 0.0E
12 0 0.0N, 60 0 0.0E
10 0 0.0N, 60 0 0.0E
8 0 0.0N, 60 0 0.0E
6 0 0.0N, 60 0 0.0E
4 0 0.0N, 60 0 0.0E
2 0 0.0N, 60 0 0.0E
0 0 0.0N, 60 0 0.0E
2 0 0.0S, 60 0 0.0E
4 0 0.0S, 60 0 0.0E
6 0 0.0S, 60 0 0.0E
8 0 0.0S, 60 0 0.0E
10 0 0.0S, 60 0 0.0E
