TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
21	WGE	Geodetic	WGE	MGRS			83.999900	-90.000000		16XDU6500528994			16XDU6500428994																								Successful-Equivalent
22	WGE	MGRS	WGE	Geodetic			16XDU6500528994			83.999900	-90.000000		83.999900	-89.999980																							Successful-Equivalent
23	WGE	Geodetic	WGE	MGRS			0.000010	0.000010		31NAA6602300001			31NAA6602200001																								Successful-Equivalent
24	WGE	MGRS	WGE	Geodetic			31NAA6602300001			0.000010	0.000010		0.000009	0.000014																							Successful-Equivalent
25	WGE	Geodetic	WGE	MGRS			-0.000010	0.000010		31MAV6602399999			31MAV6602299998																								Successful-Equivalent
26	WGE	MGRS	WGE	Geodetic			31MAV6602399999			-0.000010	0.000010		-0.000009	0.000014																							Successful-Equivalent
27	WGE	Geodetic	WGE	MGRS			-0.000010	-0.000010		30MZE3397799999			30MZE3397799998																								Successful-Equivalent
28	WGE	MGRS	WGE	Geodetic			30MZE3397799999			-0.000010	-0.000010		-0.000009	-0.000014																							Successful-Equivalent
29	WGE	Geodetic	WGE	MGRS			45.000000	-179.999990		01TBK6355587329			01TBK6355487329																								Successful-Equivalent
30	WGE	MGRS	WGE	Geodetic			01TBK6355587329			45.000000	-179.999990		44.999996	-179.999987																							Successful-Equivalent
31	WGE	Geodetic	WGE	MGRS			-45.000000	179.999990		60GYR3644512671			60GYR3644512670																								Successful-Equivalent
32	WGE	MGRS	WGE	Geodetic			60GYR3644512671			-45.000000	179.999990		-44.999996	179.999987																							Successful-Equivalent
33	WGE	Geodetic	WGE	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Successful-Equivalent
34	WGE	MGRS	WGE	Geodetic			YZH9999900000			89.999990	-90.000000		89.999991	-90.000000																							Successful-Equivalent
35	WGE	Geodetic	WGE	MGRS			-89.999990	90.000000		BAN0000100000			BAN0000100000																								Successful-Equivalent
36	WGE	MGRS	WGE	Geodetic			BAN0000100000			-89.999990	90.000000		-89.999991	90.000000																							Successful-Equivalent
37	WGE	Geodetic	WGE	MGRS			90.000000	-180.000000		ZAH0000000000			ZAH0000000000																								Successful-Equivalent
38	WGE	MGRS	WGE	Geodetic			ZAH0000000000			90.000000	180.000000		90.000000	0.000000																							Successful-Equivalent
39	WGE	Geodetic	WGE	MGRS			-90.000000	180.000000		BAN0000000000			BAN0000000000																								Successful-Equivalent
40	WGE	MGRS	WGE	Geodetic			BAN0000000000			-90.000000	0.000000		-90.000000	0.000000																							Successful-Equivalent
41	BAT	Geodetic	BAT	MGRS			40.000000	-90.000000		16TBV4393131624			16TBV4393131624																								Warning-Equivalent
42	BAT	Geodetic	BAT	MGRS			40.000000	-180.000000		01TBQ4393131624			01TBQ4393131624																								Warning-Equivalent
43	BAT	Geodetic	BAT	MGRS			40.000000	180.000000		01TBQ4393131624			01TBQ4393131624																								Warning-Equivalent
44	BAT	Geodetic	BAT	MGRS			0.000000	0.000000		31NAL6606000000			31NAL6606000000																								Warning-Equivalent
45	BAT	Geodetic	BAT	MGRS			0.000000	-0.000010		30NZR3393900000			30NZR3393800000																								Warning-Equivalent
46	BAT	Geodetic	BAT	MGRS			0.000000	-3.000000		30NWR0000000000			30NWR0000000000																								Warning-Equivalent
47	BAT	Geodetic	BAT	MGRS			84.200000	0.000000		ZAA0000055615			ZAA0000055614																								Warning-Equivalent
48	BAT	Geodetic	BAT	MGRS			-40.000000	-180.000000		01HBF4393168376			01HBF4393168375																								Warning-Equivalent
49	BAT	Geodetic	BAT	MGRS			-80.200000	-180.000000		BAB0000009551			AZB9999909550																								Warning-Different
50	BAT	Geodetic	BAT	MGRS			-79.999900	90.000000		46CDG4187517896			46CDG4187417895																								Warning-Equivalent
51	BAT	Geodetic	BAT	MGRS			83.999900	-90.000000		16XDJ6500927968			16XDJ6500927968																								Warning-Equivalent
52	BAT	Geodetic	BAT	MGRS			0.000010	0.000010		31NAL6606100001			31NAL6606100001																								Warning-Equivalent
53	BAT	Geodetic	BAT	MGRS			-0.000010	0.000010		31MAK6606199999			31MAK6606199998																								Warning-Equivalent
54	BAT	Geodetic	BAT	MGRS			-0.000010	-0.000010		30MZQ3393999999			30MZQ3393899998																								Warning-Equivalent
55	BAT	Geodetic	BAT	MGRS			45.000000	-179.999990		01TBV6358386824			01TBV6358386824																								Warning-Equivalent
56	BAT	Geodetic	BAT	MGRS			-45.000000	179.999990		60GYF3641713176			60GYF3641613175																								Warning-Equivalent
57	BAT	Geodetic	BAT	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Warning-Equivalent
58	BAT	Geodetic	BAT	MGRS			-89.999990	90.000000		BAN0000100000			BAN0000100000																								Warning-Equivalent
59	BAT	Geodetic	BAT	MGRS			90.000000	-180.000000		ZAH0000000000			ZAH0000000000																								Warning-Equivalent
60	BAT	Geodetic	BAT	MGRS			-90.000000	180.000000		BAN0000000000			BAN0000000000																								Warning-Equivalent
61	CAC	Geodetic	CAC	MGRS			40.000000	-90.000000		16TBV4389431858			16TBV4389331859																								Warning-Equivalent
62	CAC	Geodetic	CAC	MGRS			40.000000	-180.000000		01TBQ4389431858			01TBQ4389331859																								Warning-Equivalent
63	CAC	Geodetic	CAC	MGRS			40.000000	180.000000		01TBQ4389431858			01TBQ4389331859																								Warning-Equivalent
64	CAC	Geodetic	CAC	MGRS			0.000000	0.000000		31NAL6601800000			31NAL6601700000																								Warning-Equivalent
65	CAC	Geodetic	CAC	MGRS			0.000000	-0.000010		30NZR3398100000			30NZR3398100000																								Warning-Equivalent
66	CAC	Geodetic	CAC	MGRS			0.000000	-3.000000		30NWR0000000000			30NWR0000000000																								Warning-Equivalent
67	CAC	Geodetic	CAC	MGRS			84.200000	0.000000		ZAA0000055503			ZAA0000055502																								Warning-Equivalent
68	CAC	Geodetic	CAC	MGRS			-40.000000	-180.000000		01HBF4389468142			01HBF4389368140																								Warning-Different
69	CAC	Geodetic	CAC	MGRS			-80.200000	-180.000000		BAB0000009362			AZB9999909362																								Warning-Different
70	CAC	Geodetic	CAC	MGRS			-79.999900	90.000000		46CDG4186417057			46CDG4186417056																								Warning-Equivalent
71	CAC	Geodetic	CAC	MGRS			83.999900	-90.000000		16XDJ6500328884			16XDJ6500328884																								Warning-Equivalent
72	CAC	Geodetic	CAC	MGRS			0.000010	0.000010		31NAL6601900001			31NAL6601800001																								Warning-Equivalent
73	CAC	Geodetic	CAC	MGRS			-0.000010	0.000010		31MAK6601999999			31MAK6601899998																								Warning-Equivalent
74	CAC	Geodetic	CAC	MGRS			-0.000010	-0.000010		30MZQ3398199999			30MZQ3398199998																								Warning-Equivalent
75	CAC	Geodetic	CAC	MGRS			45.000000	-179.999990		01TBV6354887112			01TBV6354787112																								Warning-Equivalent
76	CAC	Geodetic	CAC	MGRS			-45.000000	179.999990		60GYF3645212888			60GYF3645212887																								Warning-Equivalent
77	CAC	Geodetic	CAC	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Warning-Equivalent
78	CAC	Geodetic	CAC	MGRS			-89.999990	90.000000		BAN0000100000			BAN0000100000																								Warning-Equivalent
79	CAC	Geodetic	CAC	MGRS			90.000000	-180.000000		ZAH0000000000			ZAH0000000000																								Warning-Equivalent
80	CAC	Geodetic	CAC	MGRS			-90.000000	180.000000		BAN0000000000			BAN0000000000																								Warning-Equivalent
81	ADI-M	Geodetic	ADI-M	MGRS			40.000000	-90.000000		16TBV4389031767			16TBV4389031767																								Warning-Equivalent
82	ADI-M	Geodetic	ADI-M	MGRS			40.000000	-180.000000		01TBQ4389031767			01TBQ4389031767																								Warning-Equivalent
83	ADI-M	Geodetic	ADI-M	MGRS			40.000000	180.000000		01TBQ4389031767			01TBQ4389031767																								Warning-Equivalent
84	ADI-M	Geodetic	ADI-M	MGRS			0.000000	0.000000		31NAL6601600000			31NAL6601500000																								Warning-Equivalent
85	ADI-M	Geodetic	ADI-M	MGRS			0.000000	-0.000010		30NZR3398300000			30NZR3398300000																								Warning-Equivalent
86	ADI-M	Geodetic	ADI-M	MGRS			0.000000	-3.000000		30NWR0000000000			30NWR0000000000																								Warning-Equivalent
87	ADI-M	Geodetic	ADI-M	MGRS			84.200000	0.000000		ZAA0000055487			ZAA0000055487																								Warning-Equivalent
88	ADI-M	Geodetic	ADI-M	MGRS			-40.000000	-180.000000		01HBF4389068233			01HBF4389068232																								Warning-Equivalent
89	ADI-M	Geodetic	ADI-M	MGRS			-80.200000	-180.000000		BAB0000009336			AZB9999909336																								Warning-Different
90	ADI-M	Geodetic	ADI-M	MGRS			-79.999900	90.000000		46CDG4186317104			46CDG4186317103																								Warning-Equivalent
91	ADI-M	Geodetic	ADI-M	MGRS			83.999900	-90.000000		16XDJ6500228847			16XDJ6500228847																								Warning-Equivalent
92	ADI-M	Geodetic	ADI-M	MGRS			0.000010	0.000010		31NAL6601700001			31NAL6601600001																								Warning-Equivalent
93	ADI-M	Geodetic	ADI-M	MGRS			-0.000010	0.000010		31MAK6601799999			31MAK6601699998																								Warning-Equivalent
94	ADI-M	Geodetic	ADI-M	MGRS			-0.000010	-0.000010		30MZQ3398399999			30MZQ3398399998																								Warning-Equivalent
95	ADI-M	Geodetic	ADI-M	MGRS			45.000000	-179.999990		01TBV6354487019			01TBV6354487018																								Warning-Equivalent
96	ADI-M	Geodetic	ADI-M	MGRS			-45.000000	179.999990		60GYF3645612981			60GYF3645512981																								Warning-Equivalent
97	ADI-M	Geodetic	ADI-M	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Warning-Equivalent
98	ADI-M	Geodetic	ADI-M	MGRS			-89.999990	90.000000		BAN0000100000			BAN0000100000																								Warning-Equivalent
99	ADI-M	Geodetic	ADI-M	MGRS			90.000000	-180.000000		ZAH0000000000			ZAH0000000000																								Warning-Equivalent
100	ADI-M	Geodetic	ADI-M	MGRS			-90.000000	180.000000		BAN0000000000			BAN0000000000																								Warning-Equivalent
101	EUR-7	Geodetic	EUR-7	MGRS			40.000000	-90.000000		16TBK4388932145			16TBK4388832145																								Successful-Equivalent
102	EUR-7	Geodetic	EUR-7	MGRS			40.000000	-180.000000		01TBE4388932145			01TBE4388832145																								Successful-Equivalent
103	EUR-7	Geodetic	EUR-7	MGRS			40.000000	180.000000		01TBE4388932145			01TBE4388832145																								Successful-Equivalent
104	EUR-7	Geodetic	EUR-7	MGRS			0.000000	0.000000		31NAA6600800000			31NAA6600800000																								Successful-Equivalent
105	EUR-7	Geodetic	EUR-7	MGRS			0.000000	-0.000010		30NZF3399100000			30NZF3399000000																								Successful-Equivalent
106	EUR-7	Geodetic	EUR-7	MGRS			0.000000	-3.000000		30NWF0000000000			30NWF0000000000																								Successful-Equivalent
107	EUR-7	Geodetic	EUR-7	MGRS			84.200000	0.000000		ZAA0000055499			ZAA0000055499																								Successful-Equivalent
108	EUR-7	Geodetic	EUR-7	MGRS			-40.000000	-180.000000		01HBR4388967855			01HBR4388867854																								Successful-Equivalent
109	EUR-7	Geodetic	EUR-7	MGRS			-80.200000	-180.000000		BAB0000009356			AZB9999909355																								Successful-Different
110	EUR-7	Geodetic	EUR-7	MGRS			-79.999900	90.000000		46CDS4186416664			46CDS4186416663																								Successful-Equivalent
111	EUR-7	Geodetic	EUR-7	MGRS			83.999900	-90.000000		16XDU6500329280			16XDU6500229280																								Successful-Equivalent
112	EUR-7	Geodetic	EUR-7	MGRS			0.000010	0.000010		31NAA6600900001			31NAA6600900001																								Successful-Equivalent
113	EUR-7	Geodetic	EUR-7	MGRS			-0.000010	0.000010		31MAV6600999999			31MAV6600999998																								Successful-Equivalent
114	EUR-7	Geodetic	EUR-7	MGRS			-0.000010	-0.000010		30MZE3399199999			30MZE3399099998																								Successful-Equivalent
115	EUR-7	Geodetic	EUR-7	MGRS			45.000000	-179.999990		01TBK6354487422			01TBK6354387422																								Successful-Equivalent
116	EUR-7	Geodetic	EUR-7	MGRS			-45.000000	179.999990		60GYR3645612578			60GYR3645612577																								Successful-Equivalent
117	EUR-7	Geodetic	EUR-7	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Successful-Equivalent
118	EUR-7	Geodetic	EUR-7	MGRS			-89.999990	90.000000		BAN0000100000			BAN0000100000																								Successful-Equivalent
119	EUR-7	Geodetic	EUR-7	MGRS			90.000000	-180.000000		ZAH0000000000			ZAH0000000000																								Successful-Equivalent
120	EUR-7	Geodetic	EUR-7	MGRS			-90.000000	180.000000		BAN0000000000			BAN0000000000																								Successful-Equivalent
121	WGE	Geodetic	WGE	UPS		N	84.200000	0.000000		2000000.000000	1355534.000000		2000000.000000	1355533.652401		N																					Successful-Equivalent
122	WGE	UPS	WGE	Geodetic	N		2000000.000000	1355534.000000		84.200000	0.000000		84.200003	0.000000																							Successful-Equivalent
123	WGE	Geodetic	WGE	UPS		S	-80.200000	-180.000000		2000000.000000	909413.000000		2000000.000000	909413.493650		S																					Successful-Equivalent
124	WGE	UPS	WGE	Geodetic	S		2000000.000000	909413.000000		-80.200000	-180.000000		-80.199996	180.000000																							Successful-Equivalent
125	WGE	Geodetic	WGE	UPS		N	89.999990	-90.000000		1999999.000000	2000000.000000		1999998.889762	2000000.000000		N																					Successful-Equivalent
126	WGE	UPS	WGE	Geodetic	N		1999999.000000	2000000.000000		89.999990	-90.000000		89.999991	-90.000000																							Successful-Equivalent
127	WGE	Geodetic	WGE	UPS		S	-89.999990	90.000000		2000001.000000	2000000.000000		2000001.110238	2000000.000000		S																					Successful-Equivalent
128	WGE	UPS	WGE	Geodetic	S		2000001.000000	2000000.000000		-89.999990	90.000000		-89.999991	90.000000																							Successful-Equivalent
129	WGE	Geodetic	WGE	UPS		N	90.000000	-180.000000		2000000.000000	2000000.000000		2000000.000000	2000000.000000		N																					Successful-Equivalent
130	WGE	UPS	WGE	Geodetic	N		2000000.000000	2000000.000000		90.000000	180.000000		90.000000	0.000000																							Successful-Equivalent
131	WGE	Geodetic	WGE	UPS		S	-90.000000	180.000000		2000000.000000	2000000.000000		2000000.000000	2000000.000000		S																					Successful-Equivalent
132	WGE	UPS	WGE	Geodetic	S		2000000.000000	2000000.000000		-90.000000	0.000000		-90.000000	0.000000																							Successful-Equivalent
133	WGE	Geodetic	WGE	UPS		N	84.600000	-0.000010		2000000.000000	1400045.000000		1999999.895288	1400045.161962		N																					Successful-Equivalent
134	WGE	UPS	WGE	Geodetic	N		2000000.000000	1400045.000000		84.600000	-0.000010		84.599999	0.000000																							Successful-Equivalent
135	WGE	Geodetic	WGE	UPS		S	-80.600000	0.000010		2000000.000000	3045876.000000		2000000.182540	3045876.388861		S																					Successful-Equivalent
136	WGE	UPS	WGE	Geodetic	S		2000000.000000	3045876.000000		-80.600000	0.000010		-80.600003	0.000000																							Successful-Equivalent
137	WGE	Geodetic	WGE	GEOREF			0.000000	0.000000		NGAA0000000000			NGAA0000000000																								Successful-Equivalent
138	WGE	GEOREF	WGE	Geodetic			NGAA0000000000			0.000000	0.000000		0.000000	0.000000																							Successful-Equivalent
139	WGE	Geodetic	WGE	GEOREF			-0.000010	0.000010		NFAQ0000159999			NFAQ0000159999																								Successful-Equivalent
140	WGE	GEOREF	WGE	Geodetic			NFAQ0000159999			-0.000017	0.000017		-0.000017	0.000017																							Successful-Equivalent
141	WGE	Geodetic	WGE	GEOREF			-0.000010	-0.000010		MFQQ5999959999			MFQQ5999959999																								Successful-Equivalent
142	WGE	GEOREF	WGE	Geodetic			MFQQ5999959999			-0.000017	-0.000017		-0.000017	-0.000017																							Successful-Equivalent
143	WGE	Geodetic	WGE	GEOREF			0.000010	-0.000010		MGQA5999900001			MGQA5999900001																								Successful-Equivalent
144	WGE	GEOREF	WGE	Geodetic			MGQA5999900001			0.000017	-0.000017		0.000017	-0.000017																							Successful-Equivalent
145	WGE	Geodetic	WGE	GEOREF			90.000000	-180.000000		AMAQ0000060000			AMAQ0000059999																								Successful-Equivalent
146	WGE	GEOREF	WGE	Geodetic			AMAQ0000060000			90.000000	-180.000000		90.000000	-180.000000																							Successful-Equivalent
147	WGE	Geodetic	WGE	GEOREF			90.000000	180.000000		ZMQQ6000060000			ZMQQ5999959999																								Successful-Equivalent
148	WGE	GEOREF	WGE	Geodetic			ZMQQ6000060000			90.000000	180.000000		90.000000	180.000000																							Successful-Equivalent
149	WGE	Geodetic	WGE	GEOREF			-90.000000	180.000000		ZAQA6000000000			ZAQA5999900000																								Successful-Equivalent
150	WGE	GEOREF	WGE	Geodetic			ZAQA6000000000			-90.000000	180.000000		-90.000000	180.000000																							Successful-Equivalent
151	WGE	Geodetic	WGE	GEOREF			89.999990	-90.000000		GMAQ0000059999			GMAQ0000059999																								Successful-Equivalent
152	WGE	GEOREF	WGE	Geodetic			GMAQ0000059999			89.999983	-90.000000		89.999983	-90.000000																							Successful-Equivalent
153	WGE	Geodetic	WGE	GEOREF			-89.999990	90.000000		UAAA0000000001			UAAA0000000001																								Successful-Equivalent
154	WGE	GEOREF	WGE	Geodetic			UAAA0000000001			-89.999983	90.000000		-89.999983	90.000000																							Successful-Equivalent
155	WGE	Geodetic	WGE	GEOREF			45.000000	-179.999990		AKAA0000100000			AKAA0000100000																								Successful-Equivalent
156	WGE	GEOREF	WGE	Geodetic			AKAA0000100000			45.000000	-179.999983		45.000000	-179.999983																							Successful-Equivalent
157	WGE	Geodetic	WGE	GEOREF			-45.000000	179.999990		ZDQA5999900000			ZDQA5999900000																								Successful-Equivalent
158	WGE	GEOREF	WGE	Geodetic			ZDQA5999900000			-45.000000	179.999983		-45.000000	179.999983																							Successful-Equivalent
159	WGE	Geodetic	WGE	UTM		16	40.000000	-90.000000		243900.352000	4432069.057000		243900.352518	4432069.056882		16																					Successful-Equivalent
160	WGE	UTM	WGE	Geodetic	16		243900.400000	4432069.100000		40.000000	-90.000000		40.000000	-89.999999																							Successful-Equivalent
161	WGE	Geodetic	WGE	UTM		1	40.000000	-180.000000		243900.352000	4432069.057000		243900.352518	4432069.056882		1																					Successful-Equivalent
162	WGE	UTM	WGE	Geodetic	1		243900.400000	4432069.100000		40.000000	-180.000000		40.000000	-179.999999																							Successful-Equivalent
163	WGE	Geodetic	WGE	UTM		60	40.000000	-180.000000		756099.648000	4432069.057000		756099.648460	4432069.056915		60																					Successful-Equivalent
164	WGE	UTM	WGE	Geodetic	60		756099.600000	4432069.100000		40.000000	180.000000		40.000000	179.999999																							Successful-Equivalent
165	WGE	Geodetic	WGE	UTM		30	0.000000	0.000000		833978.556800	0.000000		833978.556916	0.000000		30																					Successful-Equivalent
166	WGE	UTM	WGE	Geodetic	30		833978.600000	0.000000		0.000000	0.000000		0.000000	0.000000																							Successful-Equivalent
167	WGE	Geodetic	WGE	UTM		31	0.000000	0.000000		166021.000000	0.000000		166021.443084	0.000000		31																					Successful-Equivalent
168	WGE	UTM	WGE	Geodetic	31		166021.000000	0.000000		0.000000	0.000000		0.000000	-0.000004																							Successful-Equivalent
169	WGE	Geodetic	WGE	UTM		30	0.000000	-3.000000		500000.000000	0.000000		500000.000000	0.000000		30																					Successful-Equivalent
170	WGE	UTM	WGE	Geodetic	30		500000.000000	0.000000		0.000000	-3.000000		0.000000	-3.000000																							Successful-Equivalent
171	WGE	Geodetic	WGE	UTM		31	0.000000	0.000000		166021.443200	0.000000		166021.443084	0.000000		31																					Successful-Equivalent
172	WGE	UTM	WGE	Geodetic	31		166021.400000	0.000000		0.000000	-0.000000		0.000000	-0.000000																							Successful-Equivalent
173	WGE	Geodetic	WGE	UTM		31	84.200000	0.000000		466167.717800	9351302.705000		466167.717844	9351302.703994		31																					Successful-Equivalent
174	WGE	UTM	WGE	Geodetic	31		466167.700000	9351302.700000		84.200000	-0.000002		84.200000	-0.000002																							Successful-Equivalent
175	WGE	Geodetic	WGE	UTM		-1	-40.000000	-180.000000		243900.352000	5567930.943000		243900.352518	5567930.943118		-1																					Successful-Equivalent
176	WGE	UTM	WGE	Geodetic	-1		243900.400000	5567931.000000		-40.000000	-179.999999		-40.000000	-179.999999																							Successful-Equivalent
177	WGE	Geodetic	WGE	UTM		-60	-80.200000	-180.000000		556981.213900	1094620.642000		556981.214010	1094620.642781		-60																					Successful-Equivalent
178	WGE	UTM	WGE	Geodetic	-60		556981.200000	1094620.600000		-80.200000	179.999999		-80.200000	179.999999																							Successful-Equivalent
179	ANO	Geodetic	ANO	UTM		16	40.000000	-90.000000		243899.000000	4432084.000000		243899.420411	4432084.476687		16																					Warning-Equivalent
180	ANO	Geodetic	ANO	UTM		1	40.000000	-180.000000		243899.000000	4432084.000000		243899.420411	4432084.476687		1																					Warning-Equivalent
181	ANO	Geodetic	ANO	UTM		1	40.000000	180.000000		243899.000000	4432084.000000		243899.419922	4432084.476704		1																					Warning-Equivalent
182	ANO	Geodetic	ANO	UTM		31	0.000000	0.000000		166020.000000	0.000000		166020.238709	0.000000		31																					Warning-Equivalent
183	ANO	Geodetic	ANO	UTM		30	0.000000	-0.000010		833979.000000	0.000000		833978.647638	0.000000		30																					Warning-Equivalent
184	ANO	Geodetic	ANO	UTM		30	0.000000	-3.000000		500000.000000	0.000000		500000.000000	0.000000		30																					Warning-Equivalent
185	ANO	Geodetic	ANO	UTM		31	84.200000	0.000000		466168.000000	9351335.000000		466167.593114	9351335.967006		31																					Warning-Equivalent
186	ANO	Geodetic	ANO	UTM		-1	-40.000000	-180.000000		243899.000000	5567916.000000		243899.420411	5567915.523313		-1																					Warning-Equivalent
187	ANO	Geodetic	ANO	UTM		-1	-80.200000	-180.000000		443019.000000	1094590.000000		443018.576222	1094589.022079		-1																					Warning-Equivalent
188	ANO	Geodetic	ANO	UTM		-46	-79.999900	90.000000		441867.000000	1116896.000000		441866.995321	1116894.652581		-46																					Warning-Different
189	ANO	Geodetic	ANO	UTM		16	83.999900	-90.000000		465005.000000	9329026.000000		465004.634911	9329027.214519		16																					Warning-Different
190	ANO	Geodetic	ANO	UTM		31	0.000010	0.000010		166021.000000	1.000000		166021.353000	1.106831		31																					Warning-Equivalent
191	ANO	Geodetic	ANO	UTM		-31	-0.000010	0.000010		166021.000000	9999999.000000		166021.353000	9999998.893169		-31																					Warning-Equivalent
192	ANO	Geodetic	ANO	UTM		-30	-0.000010	-0.000010		833979.000000	9999999.000000		833978.647638	9999998.893169		-30																					Warning-Equivalent
193	ANO	Geodetic	ANO	UTM		1	45.000000	-179.999990		263554.000000	4987347.000000		263553.900262	4987346.868871		1																					Warning-Equivalent
194	ANO	Geodetic	ANO	UTM		-60	-45.000000	179.999990		736446.000000	5012653.000000		736446.100190	5012653.131112		-60																					Warning-Equivalent
195	CAC	Geodetic	CAC	UTM		16	40.000000	-90.000000		243894.000000	4431858.000000		243893.622023	4431859.132015		16																					Warning-Different
196	CAC	Geodetic	CAC	UTM		1	40.000000	-180.000000		243894.000000	4431858.000000		243893.622023	4431859.132015		1																					Warning-Different
197	CAC	Geodetic	CAC	UTM		1	40.000000	180.000000		243894.000000	4431858.000000		243893.621534	4431859.132032		1																					Warning-Different
198	CAC	Geodetic	CAC	UTM		31	0.000000	0.000000		166018.000000	0.000000		166017.797583	0.000000		31																					Warning-Equivalent
199	CAC	Geodetic	CAC	UTM		30	0.000000	-0.000010		833981.000000	0.000000		833981.088756	0.000000		30																					Warning-Equivalent
200	CAC	Geodetic	CAC	UTM		30	0.000000	-3.000000		500000.000000	0.000000		500000.000000	0.000000		30																					Warning-Equivalent
201	CAC	Geodetic	CAC	UTM		31	84.200000	0.000000		466166.000000	9351193.000000		466166.097674	9351194.081525		31																					Warning-Different
202	CAC	Geodetic	CAC	UTM		-1	-40.000000	-180.000000		243894.000000	5568142.000000		243893.622023	5568140.867985		-1																					Warning-Different
203	CAC	Geodetic	CAC	UTM		-1	-80.200000	-180.000000		443016.000000	1094751.000000		443016.097701	1094749.844065		-1																					Warning-Different
204	CAC	Geodetic	CAC	UTM		-46	-79.999900	90.000000		441864.000000	1117057.000000		441864.469293	1117056.394775		-46																					Warning-Equivalent
205	CAC	Geodetic	CAC	UTM		16	83.999900	-90.000000		465003.000000	9328884.000000		465003.089004	9328884.360966		16																					Warning-Equivalent
