TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
20	ADI-M	UTM	ADI-M	MGRS	31		200000.000000	1000000.000000		31PBA0000000000			31PBA0000000000																								Successful-Equivalent
21	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	1000000.000000		31PCA0000000000			31PCA0000000000																								Successful-Equivalent
22	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	1000000.000000		31PDA0000000000			31PDA0000000000																								Successful-Equivalent
23	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	1000000.000000		31PEA0000000000			31PEA0000000000																								Successful-Equivalent
24	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	1000000.000000		31PFA0000000000			31PFA0000000000																								Successful-Equivalent
25	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	1000000.000000		31PGA0000000000			31PGA0000000000																								Successful-Equivalent
26	ADI-M	UTM	ADI-M	MGRS	31		800000.000000	1000000.000000		31PHA0000000000			31PHA0000000000																								Successful-Equivalent
27	ADI-M	UTM	ADI-M	MGRS	32		240229.000000	998847.000000		32PKE4022998847			32PKE4022998847																								Successful-Equivalent
28	ADI-M	UTM	ADI-M	MGRS	30		749529.000000	1498153.000000		30PYK4952998153			30PYK4952998153																								Successful-Equivalent
29	ADI-M	UTM	ADI-M	MGRS	31		200000.000000	1500000.000000		31PBF0000000000			31PBF0000000000																								Successful-Equivalent
30	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	1500000.000000		31PCF0000000000			31PCF0000000000																								Successful-Equivalent
31	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	1500000.000000		31PDF0000000000			31PDF0000000000																								Successful-Equivalent
32	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	1500000.000000		31PEF0000000000			31PEF0000000000																								Successful-Equivalent
33	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	1500000.000000		31PFF0000000000			31PFF0000000000																								Successful-Equivalent
34	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	1500000.000000		31PGF0000000000			31PGF0000000000																								Successful-Equivalent
35	ADI-M	UTM	ADI-M	MGRS	31		800000.000000	1500000.000000		31PHF0000000000			31PHF0000000000																								Successful-Equivalent
36	ADI-M	UTM	ADI-M	MGRS	32		250471.000000	1498153.000000		32PKK5047198153			32PKK5047198153																								Successful-Equivalent
37	ADI-M	UTM	ADI-M	MGRS	30		735283.000000	1997324.000000		30QYQ3528397324			30QYQ3528397324																								Successful-Equivalent
38	ADI-M	UTM	ADI-M	MGRS	31		200000.000000	2000000.000000		31QBL0000000000			31QBL0000000000																								Successful-Equivalent
39	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	2000000.000000		31QCL0000000000			31QCL0000000000																								Successful-Equivalent
40	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	2000000.000000		31QDL0000000000			31QDL0000000000																								Successful-Equivalent
41	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	2000000.000000		31QEL0000000000			31QEL0000000000																								Successful-Equivalent
42	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	2000000.000000		31QFL0000000000			31QFL0000000000																								Successful-Equivalent
43	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	2000000.000000		31QGL0000000000			31QGL0000000000																								Successful-Equivalent
44	ADI-M	UTM	ADI-M	MGRS	31		800000.000000	2000000.000000		31QHL0000000000			31QHL0000000000																								Successful-Equivalent
45	ADI-M	UTM	ADI-M	MGRS	32		264717.000000	1997324.000000		32QKQ6471797324			32QKQ6471797324																								Successful-Equivalent
46	ADI-M	UTM	ADI-M	MGRS	31		200000.000000	2500000.000000		31QBR0000000000			31QBR0000000000																								Successful-Equivalent
47	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	2500000.000000		31QCR0000000000			31QCR0000000000																								Successful-Equivalent
48	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	2500000.000000		31QDR0000000000			31QDR0000000000																								Successful-Equivalent
49	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	2500000.000000		31QER0000000000			31QER0000000000																								Successful-Equivalent
50	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	2500000.000000		31QFR0000000000			31QFR0000000000																								Successful-Equivalent
51	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	2500000.000000		31QGR0000000000			31QGR0000000000																								Successful-Equivalent
52	ADI-M	UTM	ADI-M	MGRS	31		800000.000000	2500000.000000		31QHR0000000000			31QHR0000000000																								Successful-Equivalent
53	ADI-M	UTM	ADI-M	MGRS	30		794983.000000	2999880.000000		30RYE9498399880			30RYE9498399880																								Successful-Equivalent
54	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	3000000.000000		31RCA0000000000			31RCA0000000000																								Successful-Equivalent
55	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	3000000.000000		31RDA0000000000			31RDA0000000000																								Successful-Equivalent
56	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	3000000.000000		31REA0000000000			31REA0000000000																								Successful-Equivalent
57	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	3000000.000000		31RFA0000000000			31RFA0000000000																								Successful-Equivalent
58	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	3000000.000000		31RGA0000000000			31RGA0000000000																								Successful-Equivalent
59	ADI-M	UTM	ADI-M	MGRS	32		205017.000000	2999880.000000		32RKE0501799880			32RKE0501799880																								Successful-Equivalent
60	ADI-M	UTM	ADI-M	MGRS	30		769326.000000	3499158.000000		30RYK6932699158			30RYK6932699158																								Successful-Equivalent
61	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	3500000.000000		31RCF0000000000			31RCF0000000000																								Successful-Equivalent
62	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	3500000.000000		31RDF0000000000			31RDF0000000000																								Successful-Equivalent
63	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	3500000.000000		31REF0000000000			31REF0000000000																								Successful-Equivalent
64	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	3500000.000000		31RFF0000000000			31RFF0000000000																								Successful-Equivalent
65	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	3500000.000000		31RGF0000000000			31RGF0000000000																								Successful-Equivalent
66	ADI-M	UTM	ADI-M	MGRS	32		230674.000000	3499158.000000		32RKK3067499158			32RKK3067499158																								Successful-Equivalent
67	ADI-M	UTM	ADI-M	MGRS	30		740174.000000	3998153.000000		30SYQ4017498153			30SYQ4017498153																								Successful-Equivalent
68	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	4000000.000000		31SCL0000000000			31SCL0000000000																								Successful-Equivalent
69	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	4000000.000000		31SDL0000000000			31SDL0000000000																								Successful-Equivalent
70	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	4000000.000000		31SEL0000000000			31SEL0000000000																								Successful-Equivalent
71	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	4000000.000000		31SFL0000000000			31SFL0000000000																								Successful-Equivalent
72	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	4000000.000000		31SGL0000000000			31SGL0000000000																								Successful-Equivalent
73	ADI-M	UTM	ADI-M	MGRS	32		259826.000000	3998153.000000		32SKQ5982698153			32SKQ5982698153																								Successful-Equivalent
74	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	4500000.000000		31TCR0000000000			31TCR0000000000																								Successful-Equivalent
75	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	4500000.000000		31TDR0000000000			31TDR0000000000																								Successful-Equivalent
76	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	4500000.000000		31TER0000000000			31TER0000000000																								Successful-Equivalent
77	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	4500000.000000		31TFR0000000000			31TFR0000000000																								Successful-Equivalent
78	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	4500000.000000		31TGR0000000000			31TGR0000000000																								Successful-Equivalent
79	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	5000000.000000		31TCA0000000000			31TCA0000000000																								Successful-Equivalent
80	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	5000000.000000		31TDA0000000000			31TDA0000000000																								Successful-Equivalent
81	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	5000000.000000		31TEA0000000000			31TEA0000000000																								Successful-Equivalent
82	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	5000000.000000		31TFA0000000000			31TFA0000000000																								Successful-Equivalent
83	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	5000000.000000		31TGA0000000000			31TGA0000000000																								Successful-Equivalent
84	ADI-M	UTM	ADI-M	MGRS	31		300000.000000	5500000.000000		31UCF0000000000			31UCF0000000000																								Successful-Equivalent
85	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	5500000.000000		31UDF0000000000			31UDF0000000000																								Successful-Equivalent
86	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	5500000.000000		31UEF0000000000			31UEF0000000000																								Successful-Equivalent
87	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	5500000.000000		31UFF0000000000			31UFF0000000000																								Successful-Equivalent
88	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	5500000.000000		31UGF0000000000			31UGF0000000000																								Successful-Equivalent
89	ADI-M	UTM	ADI-M	MGRS	30		692206.000000	5999669.000000		30UXQ9220699669			30UXQ9220699669																								Successful-Equivalent
90	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	6000000.000000		31UDL0000000000			31UDL0000000000																								Successful-Equivalent
91	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	6000000.000000		31UEL0000000000			31UEL0000000000																								Successful-Equivalent
92	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	6000000.000000		31UFL0000000000			31UFL0000000000																								Successful-Equivalent
93	ADI-M	UTM	ADI-M	MGRS	32		307794.000000	5999669.000000		32ULQ0779499669			32ULQ0779499669																								Successful-Equivalent
94	ADI-M	UTM	ADI-M	MGRS	30		648677.000000	6497704.000000		30VXV4867797704			30VXV4867797704																								Successful-Equivalent
95	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	6500000.000000		31VDR0000000000			31VDR0000000000																								Successful-Equivalent
96	ADI-M	UTM	ADI-M	MGRS	32		151997.000000	6515582.000000		32VJA5199715582			32VJA5199715581																								Successful-Equivalent
97	ADI-M	UTM	ADI-M	MGRS	32		251702.000000	6506637.000000		32VKA5170206637			32VKA5170206636																								Successful-Equivalent
98	ADI-M	UTM	ADI-M	MGRS	32		351323.000000	6497704.000000		32VLV5132397704			32VLV5132397704																								Successful-Equivalent
99	ADI-M	UTM	ADI-M	MGRS	30		603031.000000	6995469.000000		30VXE0303195469			30VXE0303195469																								Successful-Equivalent
100	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	7000000.000000		31VDA0000000000			31VDA0000000000																								Successful-Equivalent
101	ADI-M	UTM	ADI-M	MGRS	32		197765.000000	7014135.000000		32VJF9776514135			31VDA9999900000																								Successful-Different
102	ADI-M	UTM	ADI-M	MGRS	32		297404.000000	7004796.000000		32VKF9740404796			32VKF9740404795																								Successful-Equivalent
103	ADI-M	UTM	ADI-M	MGRS	32		396969.000000	6995469.000000		32VLE9696995469			32VLE9696995469																								Successful-Equivalent
104	ADI-M	UTM	ADI-M	MGRS	30		555548.000000	7493003.000000		30WWK5554893003			30WWK5554893003																								Successful-Equivalent
105	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	7500000.000000		31WDF0000000000			31WDF0000000000																								Successful-Equivalent
106	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	7500000.000000		31WEF0000000000			31WEF0000000000																								Successful-Equivalent
107	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	7500000.000000		31WFF0000000000			31WFF0000000000																								Successful-Equivalent
108	ADI-M	UTM	ADI-M	MGRS	32		444452.000000	7493003.000000		32WMK4445293003			32WMK4445293003																								Successful-Equivalent
109	ADI-M	UTM	ADI-M	MGRS	30		506515.000000	7990354.000000		30XWQ0651590354			30XWQ0651590354																								Successful-Equivalent
110	ADI-M	UTM	ADI-M	MGRS	31		400000.000000	8000000.000000		31XDL0000000000			31XDL0000000000																								Successful-Equivalent
111	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	8000000.000000		31XEL0000000000			31XEL0000000000																								Successful-Equivalent
112	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	8000000.000000		31XFL0000000000			31XFL0000000000																								Successful-Equivalent
113	ADI-M	UTM	ADI-M	MGRS	31		700000.000000	8000000.000000		31XGL0000000000			31XFK9999999999																								Successful-Different
114	ADI-M	UTM	ADI-M	MGRS	30		456227.000000	8487576.000000		30XVV5622787576			30XVV5622787576																								Successful-Equivalent
115	ADI-M	UTM	ADI-M	MGRS	30		555681.000000	8497741.000000		30XWV5568197741			30XWV5568197741																								Successful-Equivalent
116	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	8500000.000000		31XER0000000000			31XER0000000000																								Successful-Equivalent
117	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	8500000.000000		31XFR0000000000			31XEQ9999999999																								Successful-Different
118	ADI-M	UTM	ADI-M	MGRS	33		387119.000000	8491097.000000		33XUQ8711991097			33XUQ8711991096																								Successful-Equivalent
119	ADI-M	UTM	ADI-M	MGRS	30		504426.000000	8995052.000000		30XWE0442695052			30XWE0442695052																								Successful-Equivalent
120	ADI-M	UTM	ADI-M	MGRS	31		500000.000000	9000000.000000		31XEA0000000000			31XEA0000000000																								Successful-Equivalent
121	ADI-M	UTM	ADI-M	MGRS	31		600000.000000	9000000.000000		31XFA0000000000			31XEV9999999999																								Successful-Different
122	ADI-M	UTM	ADI-M	MGRS	-30		456227.000000	1512424.000000		30CVL5622712424			30CVL5622712424																								Successful-Equivalent
123	ADI-M	UTM	ADI-M	MGRS	-30		555681.000000	1502259.000000		30CWL5568102259			30CWL5568102259																								Successful-Equivalent
124	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	1500000.000000		31CEF0000000000			31CEF0000000000																								Successful-Equivalent
125	ADI-M	UTM	ADI-M	MGRS	-32		444319.000000	1502259.000000		32CML4431902259			32CML4431902259																								Successful-Equivalent
126	ADI-M	UTM	ADI-M	MGRS	-32		543773.000000	1512424.000000		32CNL4377312424			32CNL4377312424																								Successful-Equivalent
127	ADI-M	UTM	ADI-M	MGRS	-30		506515.000000	2009646.000000		30CWR0651509646			30CWR0651509646																								Successful-Equivalent
128	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	2000000.000000		31CDL0000000000			31CDL0000000000																								Successful-Equivalent
129	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	2000000.000000		31CEL0000000000			31CEL0000000000																								Successful-Equivalent
130	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	2000000.000000		31CFL0000000000			31CFL0000000000																								Successful-Equivalent
131	ADI-M	UTM	ADI-M	MGRS	-32		493485.000000	2009646.000000		32CMR9348509646			32CMR9348509646																								Successful-Equivalent
132	ADI-M	UTM	ADI-M	MGRS	-30		456092.000000	2516655.000000		30DVA5609216655			30DVA5609216655																								Successful-Equivalent
133	ADI-M	UTM	ADI-M	MGRS	-30		555548.000000	2506997.000000		30DWA5554806997			30DWA5554806997																								Successful-Equivalent
134	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	2500000.000000		31DDR0000000000			31DDR0000000000																								Successful-Equivalent
135	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	2500000.000000		31DER0000000000			31DER0000000000																								Successful-Equivalent
136	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	2500000.000000		31DFR0000000000			31DFR0000000000																								Successful-Equivalent
137	ADI-M	UTM	ADI-M	MGRS	-32		444452.000000	2506997.000000		32DMA4445206997			32DMA4445206997																								Successful-Equivalent
138	ADI-M	UTM	ADI-M	MGRS	-32		543908.000000	2516655.000000		32DNA4390816655			32DNA4390816655																								Successful-Equivalent
139	ADI-M	UTM	ADI-M	MGRS	-30		404122.000000	3023160.000000		30EVF0412223160			30EVF0412223160																								Successful-Equivalent
140	ADI-M	UTM	ADI-M	MGRS	-30		503540.000000	3013849.000000		30EWF0354013849			30EWF0354013849																								Successful-Equivalent
141	ADI-M	UTM	ADI-M	MGRS	-30		603031.000000	3004531.000000		30EXF0303104531			30EXF0303104531																								Successful-Equivalent
142	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	3000000.000000		31EDA0000000000			31EDA0000000000																								Successful-Equivalent
143	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	3000000.000000		31EEA0000000000			31EEA0000000000																								Successful-Equivalent
144	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	3000000.000000		31EFA0000000000			31EFA0000000000																								Successful-Equivalent
145	ADI-M	UTM	ADI-M	MGRS	-32		396969.000000	3004531.000000		32ELF9696904531			32ELF9696904531																								Successful-Equivalent
146	ADI-M	UTM	ADI-M	MGRS	-32		496460.000000	3013849.000000		32EMF9646013849			32EMF9646013849																								Successful-Equivalent
147	ADI-M	UTM	ADI-M	MGRS	-32		595878.000000	3023160.000000		32ENF9587823160			32ENF9587823160																								Successful-Equivalent
148	ADI-M	UTM	ADI-M	MGRS	-30		449689.000000	3520130.000000		30EVL4968920130			30EVL4968920130																								Successful-Equivalent
149	ADI-M	UTM	ADI-M	MGRS	-30		549140.000000	3511217.000000		30EWL4914011217			30EWL4914011217																								Successful-Equivalent
150	ADI-M	UTM	ADI-M	MGRS	-30		648677.000000	3502296.000000		30EXL4867702296			30EXL4867702296																								Successful-Equivalent
151	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	3500000.000000		31EDF0000000000			31EDF0000000000																								Successful-Equivalent
152	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	3500000.000000		31EEF0000000000			31EEF0000000000																								Successful-Equivalent
153	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	3500000.000000		31EFF0000000000			31EFF0000000000																								Successful-Equivalent
154	ADI-M	UTM	ADI-M	MGRS	-32		351323.000000	3502296.000000		32ELL5132302296			32ELL5132302296																								Successful-Equivalent
155	ADI-M	UTM	ADI-M	MGRS	-32		450860.000000	3511217.000000		32EML5086011217			32EML5086011217																								Successful-Equivalent
156	ADI-M	UTM	ADI-M	MGRS	-32		550311.000000	3520130.000000		32ENL5031120130			32ENL5031120130																								Successful-Equivalent
157	ADI-M	UTM	ADI-M	MGRS	-30		493124.000000	4017262.000000		30FVR9312417262			30FVR9312417262																								Successful-Equivalent
158	ADI-M	UTM	ADI-M	MGRS	-30		592617.000000	4008801.000000		30FWR9261708801			30FWR9261708801																								Successful-Equivalent
159	ADI-M	UTM	ADI-M	MGRS	-30		692206.000000	4000331.000000		30FXR9220600331			30FXR9220600331																								Successful-Equivalent
160	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	4000000.000000		31FDL0000000000			31FDL0000000000																								Successful-Equivalent
161	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	4000000.000000		31FEL0000000000			31FEL0000000000																								Successful-Equivalent
162	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	4000000.000000		31FFL0000000000			31FFL0000000000																								Successful-Equivalent
163	ADI-M	UTM	ADI-M	MGRS	-32		307794.000000	4000331.000000		32FLR0779400331			32FLR0779400331																								Successful-Equivalent
164	ADI-M	UTM	ADI-M	MGRS	-32		407383.000000	4008801.000000		32FMR0738308801			32FMR0738308801																								Successful-Equivalent
165	ADI-M	UTM	ADI-M	MGRS	-32		506876.000000	4017262.000000		32FNR0687617262			32FNR0687617262																								Successful-Equivalent
166	ADI-M	UTM	ADI-M	MGRS	-30		534164.000000	4514592.000000		30FWA3416414592			30FWA3416414592																								Successful-Equivalent
167	ADI-M	UTM	ADI-M	MGRS	-30		633705.000000	4506636.000000		30FXA3370506636			30FXA3370506636																								Successful-Equivalent
168	ADI-M	UTM	ADI-M	MGRS	-31		300000.000000	4500000.000000		31FCR0000000000			31FCR0000000000																								Successful-Equivalent
169	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	4500000.000000		31FDR0000000000			31FDR0000000000																								Successful-Equivalent
170	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	4500000.000000		31FER0000000000			31FER0000000000																								Successful-Equivalent
171	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	4500000.000000		31FFR0000000000			31FFR0000000000																								Successful-Equivalent
172	ADI-M	UTM	ADI-M	MGRS	-31		700000.000000	4500000.000000		31FGR0000000000			31FGR0000000000																								Successful-Equivalent
173	ADI-M	UTM	ADI-M	MGRS	-32		366295.000000	4506636.000000		32FLA6629506636			32FLA6629506636																								Successful-Equivalent
174	ADI-M	UTM	ADI-M	MGRS	-32		465836.000000	4514592.000000		32FMA6583614592			32FMA6583614592																								Successful-Equivalent
175	ADI-M	UTM	ADI-M	MGRS	-30		572557.000000	5012149.000000		30GWF7255712149			30GWF7255712149																								Successful-Equivalent
176	ADI-M	UTM	ADI-M	MGRS	-30		672150.000000	5004746.000000		30GXF7215004746			30GXF7215004746																								Successful-Equivalent
177	ADI-M	UTM	ADI-M	MGRS	-31		300000.000000	5000000.000000		31GCA0000000000			31GCA0000000000																								Successful-Equivalent
178	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	5000000.000000		31GDA0000000000			31GDA0000000000																								Successful-Equivalent
179	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	5000000.000000		31GEA0000000000			31GEA0000000000																								Successful-Equivalent
180	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	5000000.000000		31GFA0000000000			31GFA0000000000																								Successful-Equivalent
181	ADI-M	UTM	ADI-M	MGRS	-31		700000.000000	5000000.000000		31GGA0000000000			31GGA0000000000																								Successful-Equivalent
182	ADI-M	UTM	ADI-M	MGRS	-32		327850.000000	5004746.000000		32GLF2785004746			32GLF2785004746																								Successful-Equivalent
183	ADI-M	UTM	ADI-M	MGRS	-32		427443.000000	5012149.000000		32GMF2744312149			32GMF2744312149																								Successful-Equivalent
184	ADI-M	UTM	ADI-M	MGRS	-30		608066.000000	5509951.000000		30GXL0806609951			30GXL0806609951																								Successful-Equivalent
185	ADI-M	UTM	ADI-M	MGRS	-30		707714.000000	5503148.000000		30GYL0771403148			30GYL0771403148																								Successful-Equivalent
186	ADI-M	UTM	ADI-M	MGRS	-31		300000.000000	5500000.000000		31GCF0000000000			31GCF0000000000																								Successful-Equivalent
187	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	5500000.000000		31GDF0000000000			31GDF0000000000																								Successful-Equivalent
188	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	5500000.000000		31GEF0000000000			31GEF0000000000																								Successful-Equivalent
189	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	5500000.000000		31GFF0000000000			31GFF0000000000																								Successful-Equivalent
190	ADI-M	UTM	ADI-M	MGRS	-31		700000.000000	5500000.000000		31GGF0000000000			31GGF0000000000																								Successful-Equivalent
191	ADI-M	UTM	ADI-M	MGRS	-32		292286.000000	5503148.000000		32GKL9228603148			32GKL9228603148																								Successful-Equivalent
192	ADI-M	UTM	ADI-M	MGRS	-32		391934.000000	5509951.000000		32GLL9193409951			32GLL9193409951																								Successful-Equivalent
193	ADI-M	UTM	ADI-M	MGRS	-30		640471.000000	6008009.000000		30HXR4047108009			30HXR4047108009																								Successful-Equivalent
194	ADI-M	UTM	ADI-M	MGRS	-30		740174.000000	6001847.000000		30HYR4017401847			30HYR4017401847																								Successful-Equivalent
195	ADI-M	UTM	ADI-M	MGRS	-31		300000.000000	6000000.000000		31HCL0000000000			31HCL0000000000																								Successful-Equivalent
196	ADI-M	UTM	ADI-M	MGRS	-31		400000.000000	6000000.000000		31HDL0000000000			31HDL0000000000																								Successful-Equivalent
197	ADI-M	UTM	ADI-M	MGRS	-31		500000.000000	6000000.000000		31HEL0000000000			31HEL0000000000																								Successful-Equivalent
198	ADI-M	UTM	ADI-M	MGRS	-31		600000.000000	6000000.000000		31HFL0000000000			31HFL0000000000																								Successful-Equivalent
