TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
21	WGE	MGRS	WGE	Geodetic			31PBK9999999999 			9.042042	1.180472		9.042038	1.180468																							Successful-Equivalent
22	WGE	MGRS	WGE	Geodetic			31PCK9999999999 			9.045428	2.090115		9.045424	2.090111																							Successful-Equivalent
23	WGE	MGRS	WGE	Geodetic			31PDK9999999999 			9.046557	2.999995		9.046553	2.999991																							Successful-Equivalent
24	WGE	MGRS	WGE	Geodetic			31PEK9999999999 			9.045428	3.909874		9.045424	3.909870																							Successful-Equivalent
25	WGE	MGRS	WGE	Geodetic			31PFK9999999999 			9.042042	4.819517		9.042038	4.819513																							Successful-Equivalent
26	WGE	MGRS	WGE	Geodetic			31PGK9999999999 			9.036403	5.728687		9.036399	5.728684																							Successful-Equivalent
27	WGE	MGRS	WGE	Geodetic			32PKQ4024098846 			9.028518	6.637149		9.028519	6.637153																							Successful-Equivalent
28	WGE	MGRS	WGE	Geodetic			30PYV4951898153 			13.541114	-0.694511		13.541117	-0.694511																							Successful-Equivalent
29	WGE	MGRS	WGE	Geodetic			31PAQ9999999999 			13.553060	0.228224		13.553057	0.228220																							Successful-Equivalent
30	WGE	MGRS	WGE	Geodetic			31PBQ9999999999 			13.561604	1.151722		13.561601	1.151719																							Successful-Equivalent
31	WGE	MGRS	WGE	Geodetic			31PCQ9999999999 			13.566735	2.075731		13.566731	2.075727																							Successful-Equivalent
32	WGE	MGRS	WGE	Geodetic			31PDQ9999999999 			13.568446	2.999994		13.568442	2.999991																							Successful-Equivalent
33	WGE	MGRS	WGE	Geodetic			31PEQ9999999999 			13.566735	3.924258		13.566731	3.924254																							Successful-Equivalent
34	WGE	MGRS	WGE	Geodetic			31PFQ9999999999 			13.561604	4.848267		13.561601	4.848263																							Successful-Equivalent
35	WGE	MGRS	WGE	Geodetic			31PGQ9999999999 			13.553060	5.771765		13.553057	5.771762																							Successful-Equivalent
36	WGE	MGRS	WGE	Geodetic			32PKV5048198153 			13.541114	6.694500		13.541117	6.694502																							Successful-Equivalent
37	WGE	MGRS	WGE	Geodetic			30QYE3527397324 			18.051735	-0.777364		18.051736	-0.777367																							Successful-Equivalent
38	WGE	MGRS	WGE	Geodetic			31QAV9999999999 			18.067893	0.165986		18.067889	0.165982																							Successful-Equivalent
39	WGE	MGRS	WGE	Geodetic			31QBV9999999999 			18.079449	1.110184		18.079446	1.110180																							Successful-Equivalent
40	WGE	MGRS	WGE	Geodetic			31QCV9999999999 			18.086389	2.054947		18.086386	2.054944																							Successful-Equivalent
41	WGE	MGRS	WGE	Geodetic			31QDV9999999999 			18.088704	2.999994		18.088700	2.999991																							Successful-Equivalent
42	WGE	MGRS	WGE	Geodetic			31QEV9999999999 			18.086389	3.945041		18.086386	3.945037																							Successful-Equivalent
43	WGE	MGRS	WGE	Geodetic			31QFV9999999999 			18.079449	4.889805		18.079446	4.889801																							Successful-Equivalent
44	WGE	MGRS	WGE	Geodetic			31QGV9999999999 			18.067893	5.834003		18.067889	5.833999																							Successful-Equivalent
45	WGE	MGRS	WGE	Geodetic			32QKE6472597324 			18.051735	6.777353		18.051736	6.777349																							Successful-Equivalent
46	WGE	MGRS	WGE	Geodetic			31QAE9999999999 			22.580341	0.082477		22.580337	0.082473																							Successful-Equivalent
47	WGE	MGRS	WGE	Geodetic			31QBE9999999999 			22.595062	1.054444		22.595058	1.054440																							Successful-Equivalent
48	WGE	MGRS	WGE	Geodetic			31QCE9999999999 			22.603903	2.027057		22.603899	2.027054																							Successful-Equivalent
49	WGE	MGRS	WGE	Geodetic			31QDE9999999999 			22.606851	2.999994		22.606848	2.999990																							Successful-Equivalent
50	WGE	MGRS	WGE	Geodetic			31QEE9999999999 			22.603903	3.972931		22.603900	3.972927																							Successful-Equivalent
51	WGE	MGRS	WGE	Geodetic			31QFE9999999999 			22.595062	4.945544		22.595059	4.945540																							Successful-Equivalent
52	WGE	MGRS	WGE	Geodetic			31QGE9999999999 			22.580341	5.917512		22.580337	5.917508																							Successful-Equivalent
53	WGE	MGRS	WGE	Geodetic			30RYQ9497799880 			27.089881	-0.025318		27.089885	-0.025315																							Successful-Equivalent
54	WGE	MGRS	WGE	Geodetic			31RBK9999999999 			27.107974	0.982488		27.107970	0.982484																							Successful-Equivalent
55	WGE	MGRS	WGE	Geodetic			31RCK9999999999 			27.118840	1.991052		27.118837	1.991048																							Successful-Equivalent
56	WGE	MGRS	WGE	Geodetic			31RDK9999999999 			27.122464	2.999994		27.122461	2.999990																							Successful-Equivalent
57	WGE	MGRS	WGE	Geodetic			31REK9999999999 			27.118840	4.008936		27.118837	4.008932																							Successful-Equivalent
58	WGE	MGRS	WGE	Geodetic			31RFK9999999999 			27.107974	5.017500		27.107971	5.017495																							Successful-Equivalent
59	WGE	MGRS	WGE	Geodetic			32RKQ0502299880 			27.089881	6.025305		27.089885	6.025305																							Successful-Equivalent
60	WGE	MGRS	WGE	Geodetic			30RYV6932199157 			31.596030	-0.161595		31.596030	-0.161599																							Successful-Equivalent
61	WGE	MGRS	WGE	Geodetic			31RBQ9999999999 			31.617770	0.891508		31.617766	0.891504																							Successful-Equivalent
62	WGE	MGRS	WGE	Geodetic			31RCQ9999999999 			31.630826	1.945523		31.630823	1.945518																							Successful-Equivalent
63	WGE	MGRS	WGE	Geodetic			31RDQ9999999999 			31.635181	2.999994		31.635177	2.999989																							Successful-Equivalent
64	WGE	MGRS	WGE	Geodetic			31REQ9999999999 			31.630826	4.054465		31.630823	4.054461																							Successful-Equivalent
65	WGE	MGRS	WGE	Geodetic			31RFQ9999999999 			31.617770	5.108479		31.617766	5.108475																							Successful-Equivalent
66	WGE	MGRS	WGE	Geodetic			32RKV3067799157 			31.596030	6.161582		31.596030	6.161578																							Successful-Equivalent
67	WGE	MGRS	WGE	Geodetic			30SYE4017298152 			36.098344	-0.332184		36.098343	-0.332182																							Successful-Equivalent
68	WGE	MGRS	WGE	Geodetic			31SBV9999999999 			36.124090	0.777602		36.124087	0.777598																							Successful-Equivalent
69	WGE	MGRS	WGE	Geodetic			31SCV9999999999 			36.139555	1.888515		36.139551	1.888511																							Successful-Equivalent
70	WGE	MGRS	WGE	Geodetic			31SDV9999999999 			36.144713	2.999993		36.144709	2.999989																							Successful-Equivalent
71	WGE	MGRS	WGE	Geodetic			31SEV9999999999 			36.139555	4.111471		36.139552	4.111467																							Successful-Equivalent
72	WGE	MGRS	WGE	Geodetic			31SFV9999999999 			36.124091	5.222385		36.124087	5.222380																							Successful-Equivalent
73	WGE	MGRS	WGE	Geodetic			32SKE5982798152 			36.098344	6.332170		36.098343	6.332171																							Successful-Equivalent
74	WGE	MGRS	WGE	Geodetic			31TBE9999999999 			40.626634	0.635312		40.626630	0.635308																							Successful-Equivalent
75	WGE	MGRS	WGE	Geodetic			31TCE9999999999 			40.644794	1.817293		40.644791	1.817289																							Successful-Equivalent
76	WGE	MGRS	WGE	Geodetic			31TDE9999999999 			40.650851	2.999993		40.650848	2.999988																							Successful-Equivalent
77	WGE	MGRS	WGE	Geodetic			31TEE9999999999 			40.644794	4.182692		40.644791	4.182688																							Successful-Equivalent
78	WGE	MGRS	WGE	Geodetic			31TFE9999999999 			40.626634	5.364674		40.626631	5.364669																							Successful-Equivalent
79	WGE	MGRS	WGE	Geodetic			31TBK9999999999 			45.125148	0.456869		45.125145	0.456864																							Successful-Equivalent
80	WGE	MGRS	WGE	Geodetic			31TCK9999999999 			45.146387	1.727960		45.146384	1.727955																							Successful-Equivalent
81	WGE	MGRS	WGE	Geodetic			31TDK9999999999 			45.153472	2.999992		45.153468	2.999987																							Successful-Equivalent
82	WGE	MGRS	WGE	Geodetic			31TEK9999999999 			45.146388	4.272025		45.146384	4.272020																							Successful-Equivalent
83	WGE	MGRS	WGE	Geodetic			31TFK9999999999 			45.125149	5.543116		45.125145	5.543110																							Successful-Equivalent
84	WGE	MGRS	WGE	Geodetic			31UBQ9999999999 			49.619412	0.230934		49.619408	0.230929																							Successful-Equivalent
85	WGE	MGRS	WGE	Geodetic			31UCQ9999999999 			49.644251	1.614823		49.644248	1.614818																							Successful-Equivalent
86	WGE	MGRS	WGE	Geodetic			31UDQ9999999999 			49.652538	2.999992		49.652534	2.999986																							Successful-Equivalent
87	WGE	MGRS	WGE	Geodetic			31UEQ9999999999 			49.644252	4.385160		49.644248	4.385155																							Successful-Equivalent
88	WGE	MGRS	WGE	Geodetic			31UFQ9999999999 			49.619412	5.769049		49.619409	5.769043																							Successful-Equivalent
89	WGE	MGRS	WGE	Geodetic			30UXE9221199669 			54.109201	-0.059602		54.109204	-0.059596																							Successful-Equivalent
90	WGE	MGRS	WGE	Geodetic			31UCV9999999999 			54.138368	1.469290		54.138364	1.469284																							Successful-Equivalent
91	WGE	MGRS	WGE	Geodetic			31UDV9999999999 			54.148099	2.999991		54.148095	2.999985																							Successful-Equivalent
92	WGE	MGRS	WGE	Geodetic			31UEV9999999999 			54.138368	4.530692		54.138365	4.530686																							Successful-Equivalent
93	WGE	MGRS	WGE	Geodetic			32ULE0778899669 			54.109201	6.059584		54.109203	6.059580																							Successful-Equivalent
94	WGE	MGRS	WGE	Geodetic			30VXK4868397704 			58.594224	-0.441709		58.594225	-0.441704																							Successful-Equivalent
95	WGE	MGRS	WGE	Geodetic			31VCE9999999999 			58.628766	1.277797		58.628762	1.277790																							Successful-Equivalent
96	WGE	MGRS	WGE	Geodetic			31VDE9999999999 			58.640292	2.999990		58.640288	2.999983																							Successful-Equivalent
97	WGE	MGRS	WGE	Geodetic			32VKL5169506636 			58.628766	4.722183		58.628764	4.722182																							Successful-Equivalent
98	WGE	MGRS	WGE	Geodetic			32VLK5131697704 			58.594225	6.441689		58.594225	6.441687																							Successful-Equivalent
99	WGE	MGRS	WGE	Geodetic			30VXQ0303895469 			63.073991	-0.960363		63.073995	-0.960371																							Successful-Equivalent
100	WGE	MGRS	WGE	Geodetic			31VCK9999999999 			63.115484	1.017686		63.115481	1.017679																							Successful-Equivalent
101	WGE	MGRS	WGE	Geodetic			31VDK9999999999 			63.129334	2.999988		63.129331	2.999980																							Successful-Equivalent
102	WGE	MGRS	WGE	Geodetic			32VKR9739504796 			63.115485	4.982290		63.115487	4.982284																							Successful-Equivalent
103	WGE	MGRS	WGE	Geodetic			32VLQ9696095469 			63.073992	6.960339		63.073995	6.960331																							Successful-Equivalent
104	WGE	MGRS	WGE	Geodetic			30WWV5555693003 			67.547522	-1.696392		67.547526	-1.696395																							Successful-Equivalent
105	WGE	MGRS	WGE	Geodetic			31WCQ9999999999 			67.598498	0.648133		67.598495	0.648124																							Successful-Equivalent
106	WGE	MGRS	WGE	Geodetic			31WDQ9999999999 			67.615522	2.999986		67.615518	2.999976																							Successful-Equivalent
107	WGE	MGRS	WGE	Geodetic			31WEQ9999999999 			67.598499	5.351839		67.598495	5.351829																							Successful-Equivalent
108	WGE	MGRS	WGE	Geodetic			32WMV4444393003 			67.547523	7.696364		67.547526	7.696372																							Successful-Equivalent
109	WGE	MGRS	WGE	Geodetic			30XWE0652490354 			72.012650	-2.810731		72.012652	-2.810717																							Successful-Equivalent
110	WGE	MGRS	WGE	Geodetic			31XCV9999999999 			72.077531	0.087491		72.077527	0.087480																							Successful-Equivalent
111	WGE	MGRS	WGE	Geodetic			31XDV9999999999 			72.099217	2.999983		72.099214	2.999971																							Successful-Equivalent
112	WGE	MGRS	WGE	Geodetic			31XEV9999999999 			72.077531	5.912474		72.077528	5.912462																							Successful-Equivalent
113	WGE	MGRS	WGE	Geodetic			31XFV9999999999 			72.012651	8.810697		72.012648	8.810684																							Successful-Equivalent
114	WGE	MGRS	WGE	Geodetic			30XVK5623687576 			76.463937	-4.675228		76.463937	-4.675228																							Successful-Equivalent
115	WGE	MGRS	WGE	Geodetic			30XWK5569097741 			76.551515	-0.854450		76.551516	-0.854466																							Successful-Equivalent
116	WGE	MGRS	WGE	Geodetic			31XDE9999999999 			76.580844	2.999977		76.580841	2.999961																							Successful-Equivalent
117	WGE	MGRS	WGE	Geodetic			31XEE9999999999 			76.551516	6.854404		76.551512	6.854387																							Successful-Equivalent
118	WGE	MGRS	WGE	Geodetic			33XUE8709991099 			76.463939	10.675183		76.463939	10.675189																							Successful-Equivalent
119	WGE	MGRS	WGE	Geodetic			30XWQ0443695052 			81.016468	-2.745548		81.016466	-2.745535																							Successful-Equivalent
120	WGE	MGRS	WGE	Geodetic			31XDK9999999999 			81.060876	2.999965		81.060872	2.999942																							Successful-Equivalent
121	WGE	MGRS	WGE	Geodetic			31XEK9999999999 			81.016469	8.745479		81.016466	8.745454																							Successful-Equivalent
122	WGE	MGRS	WGE	Geodetic			ZAB3114205767 			84.644094	2.999942		84.644099	2.999958																							Successful-Equivalent
123	WGE	MGRS	WGE	Geodetic			AZX5213098203 			-81.016479	-2.745554		-81.016482	-2.745583																							Successful-Equivalent
124	WGE	MGRS	WGE	Geodetic			BAX5204293028 			-81.060886	2.999965		-81.060890	2.999977																							Successful-Equivalent
125	WGE	MGRS	WGE	Geodetic			BBX5194787731 			-81.016480	8.745486		-81.016483	8.745504																							Successful-Equivalent
126	WGE	MGRS	WGE	Geodetic			30CVA5623612423 			-76.463948	-4.675234		-76.463946	-4.675229																							Successful-Equivalent
127	WGE	MGRS	WGE	Geodetic			30CWA5569002258 			-76.551526	-0.854453		-76.551525	-0.854465																							Successful-Equivalent
128	WGE	MGRS	WGE	Geodetic			31CDQ9999999999 			-76.580855	2.999977		-76.580858	2.999961																							Successful-Equivalent
129	WGE	MGRS	WGE	Geodetic			32CMA4430802258 			-76.551526	6.854407		-76.551525	6.854388																							Successful-Equivalent
130	WGE	MGRS	WGE	Geodetic			32CNA4376312423 			-76.463949	10.675189		-76.463946	10.675191																							Successful-Equivalent
131	WGE	MGRS	WGE	Geodetic			30CWF0652309645 			-72.012661	-2.810735		-72.012661	-2.810746																							Successful-Equivalent
132	WGE	MGRS	WGE	Geodetic			31CCV9999999999 			-72.077542	0.087489		-72.077545	0.087477																							Successful-Equivalent
133	WGE	MGRS	WGE	Geodetic			31CDV9999999999 			-72.099228	2.999983		-72.099231	2.999971																							Successful-Equivalent
134	WGE	MGRS	WGE	Geodetic			31CEV9999999999 			-72.077542	5.912476		-72.077546	5.912465																							Successful-Equivalent
135	WGE	MGRS	WGE	Geodetic			32CMF9347509645 			-72.012662	8.810700		-72.012661	8.810688																							Successful-Equivalent
136	WGE	MGRS	WGE	Geodetic			30DVL5610016654 			-67.462884	-4.026405		-67.462886	-4.026412																							Successful-Equivalent
137	WGE	MGRS	WGE	Geodetic			30DWL5555606996 			-67.547533	-1.696395		-67.547535	-1.696395																							Successful-Equivalent
138	WGE	MGRS	WGE	Geodetic			31DCE9999999999 			-67.598509	0.648132		-67.598512	0.648122																							Successful-Equivalent
139	WGE	MGRS	WGE	Geodetic			31DDE9999999999 			-67.615532	2.999986		-67.615536	2.999976																							Successful-Equivalent
140	WGE	MGRS	WGE	Geodetic			31DEE9999999999 			-67.598509	5.351840		-67.598513	5.351831																							Successful-Equivalent
141	WGE	MGRS	WGE	Geodetic			32DML4444306996 			-67.547534	7.696367		-67.547535	7.696371																							Successful-Equivalent
142	WGE	MGRS	WGE	Geodetic			32DNL4389916654 			-67.462886	10.026377		-67.462886	10.026388																							Successful-Equivalent
143	WGE	MGRS	WGE	Geodetic			30EVR0412923159 			-62.908865	-4.887036		-62.908865	-4.887038																							Successful-Equivalent
144	WGE	MGRS	WGE	Geodetic			30EWR0354713848 			-63.005033	-2.929967		-63.005034	-2.929962																							Successful-Equivalent
145	WGE	MGRS	WGE	Geodetic			30EXR0303804530 			-63.074002	-0.960365		-63.074004	-0.960370																							Successful-Equivalent
146	WGE	MGRS	WGE	Geodetic			31ECK9999999999 			-63.115495	1.017686		-63.115499	1.017678																							Successful-Equivalent
147	WGE	MGRS	WGE	Geodetic			31EDK9999999999 			-63.129345	2.999988		-63.129349	2.999980																							Successful-Equivalent
148	WGE	MGRS	WGE	Geodetic			31EEK9999999999 			-63.115495	4.982290		-63.115499	4.982283																							Successful-Equivalent
149	WGE	MGRS	WGE	Geodetic			32ELR9696104530 			-63.074002	6.960341		-63.074004	6.960351																							Successful-Equivalent
150	WGE	MGRS	WGE	Geodetic			32EMR9645213848 			-63.005034	8.929943		-63.005034	8.929942																							Successful-Equivalent
151	WGE	MGRS	WGE	Geodetic			32ENR9587023159 			-62.908866	10.887013		-62.908865	10.887018																							Successful-Equivalent
152	WGE	MGRS	WGE	Geodetic			30EVA4969520129 			-58.456618	-3.862071		-58.456616	-3.862068																							Successful-Equivalent
153	WGE	MGRS	WGE	Geodetic			30EWA4914611216 			-58.536789	-2.155869		-58.536790	-2.155873																							Successful-Equivalent
154	WGE	MGRS	WGE	Geodetic			30EXA4868302295 			-58.594235	-0.441710		-58.594234	-0.441703																							Successful-Equivalent
155	WGE	MGRS	WGE	Geodetic			31ECQ9999999999 			-58.628776	1.277796		-58.628780	1.277789																							Successful-Equivalent
156	WGE	MGRS	WGE	Geodetic			31EDQ9999999999 			-58.640302	2.999990		-58.640306	2.999983																							Successful-Equivalent
157	WGE	MGRS	WGE	Geodetic			31EEQ9999999999 			-58.628777	4.722183		-58.628780	4.722176																							Successful-Equivalent
158	WGE	MGRS	WGE	Geodetic			32ELA5131602295 			-58.594236	6.441690		-58.594234	6.441686																							Successful-Equivalent
159	WGE	MGRS	WGE	Geodetic			32EMA5085311216 			-58.536790	8.155849		-58.536790	8.155856																							Successful-Equivalent
160	WGE	MGRS	WGE	Geodetic			32ENA5030420129 			-58.456620	9.862051		-58.456616	9.862051																							Successful-Equivalent
161	WGE	MGRS	WGE	Geodetic			30FVF9312917260 			-53.992924	-3.104807		-53.992929	-3.104804																							Successful-Equivalent
162	WGE	MGRS	WGE	Geodetic			30FWF9262208800 			-54.060685	-1.584892		-54.060688	-1.584889																							Successful-Equivalent
163	WGE	MGRS	WGE	Geodetic			30FXF9221000330 			-54.109212	-0.059603		-54.109213	-0.059610																							Successful-Equivalent
164	WGE	MGRS	WGE	Geodetic			31FCV9999999999 			-54.138379	1.469289		-54.138382	1.469283																							Successful-Equivalent
165	WGE	MGRS	WGE	Geodetic			31FDV9999999999 			-54.148109	2.999991		-54.148113	2.999985																							Successful-Equivalent
166	WGE	MGRS	WGE	Geodetic			31FEV9999999999 			-54.138379	4.530692		-54.138382	4.530686																							Successful-Equivalent
167	WGE	MGRS	WGE	Geodetic			32FLF0778800330 			-54.109212	6.059585		-54.109212	6.059580																							Successful-Equivalent
168	WGE	MGRS	WGE	Geodetic			32FMF0737708800 			-54.060685	7.584873		-54.060688	7.584874																							Successful-Equivalent
169	WGE	MGRS	WGE	Geodetic			32FNF0687017260 			-53.992925	9.104789		-53.992929	9.104788																							Successful-Equivalent
170	WGE	MGRS	WGE	Geodetic			30FWL3416714591 			-49.520340	-2.527933		-49.520338	-2.527933																							Successful-Equivalent
171	WGE	MGRS	WGE	Geodetic			30FXL3370806635 			-49.578084	-1.150404		-49.578083	-1.150402																							Successful-Equivalent
172	WGE	MGRS	WGE	Geodetic			31FBE9999999999 			-49.619422	0.230934		-49.619426	0.230928																							Successful-Equivalent
173	WGE	MGRS	WGE	Geodetic			31FCE9999999999 			-49.644262	1.614823		-49.644266	1.614817																							Successful-Equivalent
174	WGE	MGRS	WGE	Geodetic			31FDE9999999999 			-49.652548	2.999992		-49.652552	2.999986																							Successful-Equivalent
175	WGE	MGRS	WGE	Geodetic			31FEE9999999999 			-49.644262	4.385160		-49.644266	4.385155																							Successful-Equivalent
176	WGE	MGRS	WGE	Geodetic			31FFE9999999999 			-49.619423	5.769050		-49.619427	5.769044																							Successful-Equivalent
177	WGE	MGRS	WGE	Geodetic			32FLL6629106635 			-49.578085	7.150387		-49.578083	7.150389																							Successful-Equivalent
178	WGE	MGRS	WGE	Geodetic			32FML6583214591 			-49.520341	8.527916		-49.520338	8.527919																							Successful-Equivalent
179	WGE	MGRS	WGE	Geodetic			30GWR7255812148 			-45.040411	-2.078742		-45.040408	-2.078744																							Successful-Equivalent
180	WGE	MGRS	WGE	Geodetic			30GXR7215104745 			-45.089807	-0.812342		-45.089807	-0.812346																							Successful-Equivalent
181	WGE	MGRS	WGE	Geodetic			31GBK9999999999 			-45.125159	0.456869		-45.125163	0.456863																							Successful-Equivalent
182	WGE	MGRS	WGE	Geodetic			31GCK9999999999 			-45.146398	1.727959		-45.146402	1.727954																							Successful-Equivalent
183	WGE	MGRS	WGE	Geodetic			31GDK9999999999 			-45.153483	2.999992		-45.153486	2.999987																							Successful-Equivalent
184	WGE	MGRS	WGE	Geodetic			31GEK9999999999 			-45.146398	4.272025		-45.146402	4.272020																							Successful-Equivalent
185	WGE	MGRS	WGE	Geodetic			31GFK9999999999 			-45.125159	5.543116		-45.125163	5.543111																							Successful-Equivalent
186	WGE	MGRS	WGE	Geodetic			32GLR2784704745 			-45.089807	6.812326		-45.089806	6.812320																							Successful-Equivalent
187	WGE	MGRS	WGE	Geodetic			32GMR2744112148 			-45.040411	8.078727		-45.040408	8.078731																							Successful-Equivalent
188	WGE	MGRS	WGE	Geodetic			30GXA0806509950 			-40.554165	-1.723638		-40.554168	-1.723643																							Successful-Equivalent
189	WGE	MGRS	WGE	Geodetic			30GYA0771303147 			-40.596414	-0.545235		-40.596412	-0.545241																							Successful-Equivalent
190	WGE	MGRS	WGE	Geodetic			31GBQ9999999999 			-40.626645	0.635312		-40.626648	0.635307																							Successful-Equivalent
191	WGE	MGRS	WGE	Geodetic			31GCQ9999999999 			-40.644805	1.817293		-40.644809	1.817288																							Successful-Equivalent
192	WGE	MGRS	WGE	Geodetic			31GDQ9999999999 			-40.650862	2.999993		-40.650866	2.999988																							Successful-Equivalent
193	WGE	MGRS	WGE	Geodetic			31GEQ9999999999 			-40.644805	4.182693		-40.644809	4.182688																							Successful-Equivalent
194	WGE	MGRS	WGE	Geodetic			31GFQ9999999999 			-40.626645	5.364674		-40.626649	5.364669																							Successful-Equivalent
195	WGE	MGRS	WGE	Geodetic			32GKA9228503147 			-40.596414	6.545221		-40.596412	6.545217																							Successful-Equivalent
196	WGE	MGRS	WGE	Geodetic			32GLA9193309950 			-40.554165	7.723624		-40.554167	7.723620																							Successful-Equivalent
197	WGE	MGRS	WGE	Geodetic			30HXF4046808008 			-36.062367	-1.440283		-36.062371	-1.440285																							Successful-Equivalent
198	WGE	MGRS	WGE	Geodetic			30HYF4017201847 			-36.098354	-0.332184		-36.098352	-0.332181																							Successful-Equivalent
199	WGE	MGRS	WGE	Geodetic			31HBV9999999999 			-36.124101	0.777602		-36.124105	0.777597																							Successful-Equivalent
200	WGE	MGRS	WGE	Geodetic			31HCV9999999999 			-36.139566	1.888515		-36.139569	1.888511																							Successful-Equivalent
201	WGE	MGRS	WGE	Geodetic			31HDV9999999999 			-36.144724	2.999993		-36.144727	2.999989																							Successful-Equivalent
202	WGE	MGRS	WGE	Geodetic			31HEV9999999999 			-36.139566	4.111471		-36.139570	4.111467																							Successful-Equivalent
203	WGE	MGRS	WGE	Geodetic			31HFV9999999999 			-36.124101	5.222385		-36.124105	5.222381																							Successful-Equivalent
204	WGE	MGRS	WGE	Geodetic			32HKF5982701847 			-36.098355	6.332171		-36.098352	6.332170																							Successful-Equivalent
205	WGE	MGRS	WGE	Geodetic			32HLF5953108008 			-36.062368	7.440270		-36.062371	7.440274																							Successful-Equivalent
206	WGE	MGRS	WGE	Geodetic			30JXL6956306323 			-31.565651	-1.213334		-31.565649	-1.213338																							Successful-Equivalent
207	WGE	MGRS	WGE	Geodetic			30JYL6932100842 			-31.596041	-0.161595		-31.596039	-0.161599																							Successful-Equivalent
208	WGE	MGRS	WGE	Geodetic			31JBE9999999999 			-31.617780	0.891508		-31.617784	0.891503																							Successful-Equivalent
209	WGE	MGRS	WGE	Geodetic			31JCE9999999999 			-31.630837	1.945522		-31.630841	1.945518																							Successful-Equivalent
210	WGE	MGRS	WGE	Geodetic			31JDE9999999999 			-31.635192	2.999994		-31.635195	2.999989																							Successful-Equivalent
