TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
21	WGE	UTM	WGE	MGRS	31		299999.400000	999999.400000		31PBK9999999999			31PBK9999999999																								Successful-Equivalent
22	WGE	UTM	WGE	MGRS	31		399999.400000	999999.400000		31PCK9999999999			31PCK9999999999																								Successful-Equivalent
23	WGE	UTM	WGE	MGRS	31		499999.400000	999999.400000		31PDK9999999999			31PDK9999999999																								Successful-Equivalent
24	WGE	UTM	WGE	MGRS	31		599999.400000	999999.400000		31PEK9999999999			31PEK9999999999																								Successful-Equivalent
25	WGE	UTM	WGE	MGRS	31		699999.400000	999999.400000		31PFK9999999999			31PFK9999999999																								Successful-Equivalent
26	WGE	UTM	WGE	MGRS	31		799999.400000	999999.400000		31PGK9999999999			31PGK9999999999																								Successful-Equivalent
27	WGE	UTM	WGE	MGRS	32		240239.500000	998845.900000		32PKQ4024098846			32PKQ4023998845																								Successful-Equivalent
28	WGE	UTM	WGE	MGRS	30		749518.000000	1498152.600000		30PYV4951898153			30PYV4951898152																								Successful-Equivalent
29	WGE	UTM	WGE	MGRS	31		199999.400000	1499999.400000		31PAQ9999999999			31PAQ9999999999																								Successful-Equivalent
30	WGE	UTM	WGE	MGRS	31		299999.400000	1499999.400000		31PBQ9999999999			31PBQ9999999999																								Successful-Equivalent
31	WGE	UTM	WGE	MGRS	31		399999.400000	1499999.400000		31PCQ9999999999			31PCQ9999999999																								Successful-Equivalent
32	WGE	UTM	WGE	MGRS	31		499999.400000	1499999.400000		31PDQ9999999999			31PDQ9999999999																								Successful-Equivalent
33	WGE	UTM	WGE	MGRS	31		599999.400000	1499999.400000		31PEQ9999999999			31PEQ9999999999																								Successful-Equivalent
34	WGE	UTM	WGE	MGRS	31		699999.400000	1499999.400000		31PFQ9999999999			31PFQ9999999999																								Successful-Equivalent
35	WGE	UTM	WGE	MGRS	31		799999.400000	1499999.400000		31PGQ9999999999			31PGQ9999999999																								Successful-Equivalent
36	WGE	UTM	WGE	MGRS	32		250480.800000	1498152.700000		32PKV5048198153			32PKV5048098152																								Successful-Equivalent
37	WGE	UTM	WGE	MGRS	30		735273.400000	1997323.900000		30QYE3527397324			30QYE3527397323																								Successful-Equivalent
38	WGE	UTM	WGE	MGRS	31		199999.400000	1999999.400000		31QAV9999999999			31QAV9999999999																								Successful-Equivalent
39	WGE	UTM	WGE	MGRS	31		299999.400000	1999999.400000		31QBV9999999999			31QBV9999999999																								Successful-Equivalent
40	WGE	UTM	WGE	MGRS	31		399999.400000	1999999.400000		31QCV9999999999			31QCV9999999999																								Successful-Equivalent
41	WGE	UTM	WGE	MGRS	31		499999.400000	1999999.400000		31QDV9999999999			31QDV9999999999																								Successful-Equivalent
42	WGE	UTM	WGE	MGRS	31		599999.400000	1999999.400000		31QEV9999999999			31QEV9999999999																								Successful-Equivalent
43	WGE	UTM	WGE	MGRS	31		699999.400000	1999999.400000		31QFV9999999999			31QFV9999999999																								Successful-Equivalent
44	WGE	UTM	WGE	MGRS	31		799999.400000	1999999.400000		31QGV9999999999			31QGV9999999999																								Successful-Equivalent
45	WGE	UTM	WGE	MGRS	32		264725.400000	1997323.900000		32QKE6472597324			32QKE6472597323																								Successful-Equivalent
46	WGE	UTM	WGE	MGRS	31		199999.400000	2499999.400000		31QAE9999999999			31QAE9999999999																								Successful-Equivalent
47	WGE	UTM	WGE	MGRS	31		299999.400000	2499999.400000		31QBE9999999999			31QBE9999999999																								Successful-Equivalent
48	WGE	UTM	WGE	MGRS	31		399999.400000	2499999.400000		31QCE9999999999			31QCE9999999999																								Successful-Equivalent
49	WGE	UTM	WGE	MGRS	31		499999.400000	2499999.400000		31QDE9999999999			31QDE9999999999																								Successful-Equivalent
50	WGE	UTM	WGE	MGRS	31		599999.400000	2499999.400000		31QEE9999999999			31QEE9999999999																								Successful-Equivalent
51	WGE	UTM	WGE	MGRS	31		699999.400000	2499999.400000		31QFE9999999999			31QFE9999999999																								Successful-Equivalent
52	WGE	UTM	WGE	MGRS	31		799999.400000	2499999.400000		31QGE9999999999			31QGE9999999999																								Successful-Equivalent
53	WGE	UTM	WGE	MGRS	30		794976.800000	2999879.500000		30RYQ9497799880			30RYQ9497699879																								Successful-Equivalent
54	WGE	UTM	WGE	MGRS	31		299999.400000	2999999.400000		31RBK9999999999			31RBK9999999999																								Successful-Equivalent
55	WGE	UTM	WGE	MGRS	31		399999.400000	2999999.400000		31RCK9999999999			31RCK9999999999																								Successful-Equivalent
56	WGE	UTM	WGE	MGRS	31		499999.400000	2999999.400000		31RDK9999999999			31RDK9999999999																								Successful-Equivalent
57	WGE	UTM	WGE	MGRS	31		599999.400000	2999999.400000		31REK9999999999			31REK9999999999																								Successful-Equivalent
58	WGE	UTM	WGE	MGRS	31		699999.400000	2999999.400000		31RFK9999999999			31RFK9999999999																								Successful-Equivalent
59	WGE	UTM	WGE	MGRS	32		205022.000000	2999879.600000		32RKQ0502299880			32RKQ0502299879																								Successful-Equivalent
60	WGE	UTM	WGE	MGRS	30		769321.400000	3499157.000000		30RYV6932199157			30RYV6932199157																								Successful-Equivalent
61	WGE	UTM	WGE	MGRS	31		299999.400000	3499999.400000		31RBQ9999999999			31RBQ9999999999																								Successful-Equivalent
62	WGE	UTM	WGE	MGRS	31		399999.400000	3499999.400000		31RCQ9999999999			31RCQ9999999999																								Successful-Equivalent
63	WGE	UTM	WGE	MGRS	31		499999.400000	3499999.400000		31RDQ9999999999			31RDQ9999999999																								Successful-Equivalent
64	WGE	UTM	WGE	MGRS	31		599999.400000	3499999.400000		31REQ9999999999			31REQ9999999999																								Successful-Equivalent
65	WGE	UTM	WGE	MGRS	31		699999.400000	3499999.400000		31RFQ9999999999			31RFQ9999999999																								Successful-Equivalent
66	WGE	UTM	WGE	MGRS	32		230677.400000	3499157.100000		32RKV3067799157			32RKV3067799157																								Successful-Equivalent
67	WGE	UTM	WGE	MGRS	30		740171.800000	3998152.000000		30SYE4017298152			30SYE4017198152																								Successful-Equivalent
68	WGE	UTM	WGE	MGRS	31		299999.400000	3999999.400000		31SBV9999999999			31SBV9999999999																								Successful-Equivalent
69	WGE	UTM	WGE	MGRS	31		399999.400000	3999999.400000		31SCV9999999999			31SCV9999999999																								Successful-Equivalent
70	WGE	UTM	WGE	MGRS	31		499999.400000	3999999.400000		31SDV9999999999			31SDV9999999999																								Successful-Equivalent
71	WGE	UTM	WGE	MGRS	31		599999.400000	3999999.400000		31SEV9999999999			31SEV9999999999																								Successful-Equivalent
72	WGE	UTM	WGE	MGRS	31		699999.400000	3999999.400000		31SFV9999999999			31SFV9999999999																								Successful-Equivalent
73	WGE	UTM	WGE	MGRS	32		259827.000000	3998152.100000		32SKE5982798152			32SKE5982798152																								Successful-Equivalent
74	WGE	UTM	WGE	MGRS	31		299999.400000	4499999.400000		31TBE9999999999			31TBE9999999999																								Successful-Equivalent
75	WGE	UTM	WGE	MGRS	31		399999.400000	4499999.400000		31TCE9999999999			31TCE9999999999																								Successful-Equivalent
76	WGE	UTM	WGE	MGRS	31		499999.400000	4499999.400000		31TDE9999999999			31TDE9999999999																								Successful-Equivalent
77	WGE	UTM	WGE	MGRS	31		599999.400000	4499999.400000		31TEE9999999999			31TEE9999999999																								Successful-Equivalent
78	WGE	UTM	WGE	MGRS	31		699999.400000	4499999.400000		31TFE9999999999			31TFE9999999999																								Successful-Equivalent
79	WGE	UTM	WGE	MGRS	31		299999.400000	4999999.400000		31TBK9999999999			31TBK9999999999																								Successful-Equivalent
80	WGE	UTM	WGE	MGRS	31		399999.400000	4999999.400000		31TCK9999999999			31TCK9999999999																								Successful-Equivalent
81	WGE	UTM	WGE	MGRS	31		499999.400000	4999999.400000		31TDK9999999999			31TDK9999999999																								Successful-Equivalent
82	WGE	UTM	WGE	MGRS	31		599999.400000	4999999.400000		31TEK9999999999			31TEK9999999999																								Successful-Equivalent
83	WGE	UTM	WGE	MGRS	31		699999.400000	4999999.400000		31TFK9999999999			31TFK9999999999																								Successful-Equivalent
84	WGE	UTM	WGE	MGRS	31		299999.400000	5499999.400000		31UBQ9999999999			31UBQ9999999999																								Successful-Equivalent
85	WGE	UTM	WGE	MGRS	31		399999.400000	5499999.400000		31UCQ9999999999			31UCQ9999999999																								Successful-Equivalent
86	WGE	UTM	WGE	MGRS	31		499999.400000	5499999.400000		31UDQ9999999999			31UDQ9999999999																								Successful-Equivalent
87	WGE	UTM	WGE	MGRS	31		599999.400000	5499999.400000		31UEQ9999999999			31UEQ9999999999																								Successful-Equivalent
88	WGE	UTM	WGE	MGRS	31		699999.400000	5499999.400000		31UFQ9999999999			31UFQ9999999999																								Successful-Equivalent
89	WGE	UTM	WGE	MGRS	30		692210.600000	5999668.700000		30UXE9221199669			30UXE9221099668																								Successful-Equivalent
90	WGE	UTM	WGE	MGRS	31		399999.400000	5999999.400000		31UCV9999999999			31UCV9999999999																								Successful-Equivalent
91	WGE	UTM	WGE	MGRS	31		499999.400000	5999999.400000		31UDV9999999999			31UDV9999999999																								Successful-Equivalent
92	WGE	UTM	WGE	MGRS	31		599999.400000	5999999.400000		31UEV9999999999			31UEV9999999999																								Successful-Equivalent
93	WGE	UTM	WGE	MGRS	32		307788.200000	5999668.800000		32ULE0778899669			32ULE0778899668																								Successful-Equivalent
94	WGE	UTM	WGE	MGRS	30		648682.700000	6497703.900000		30VXK4868397704			30VXK4868297703																								Successful-Equivalent
95	WGE	UTM	WGE	MGRS	31		399999.400000	6499999.400000		31VCE9999999999			31VCE9999999999																								Successful-Equivalent
96	WGE	UTM	WGE	MGRS	31		499999.400000	6499999.400000		31VDE9999999999			31VDE9999999999																								Successful-Equivalent
97	WGE	UTM	WGE	MGRS	32		251695.000000	6506636.100000		32VKL5169506636			32VKL5169506636																								Successful-Equivalent
98	WGE	UTM	WGE	MGRS	32		351316.100000	6497704.000000		32VLK5131697704			32VLK5131697704																								Successful-Equivalent
99	WGE	UTM	WGE	MGRS	30		603038.400000	6995468.500000		30VXQ0303895469			30VXQ0303895468																								Successful-Equivalent
100	WGE	UTM	WGE	MGRS	31		399999.400000	6999999.400000		31VCK9999999999			31VCK9999999999																								Successful-Equivalent
101	WGE	UTM	WGE	MGRS	31		499999.400000	6999999.400000		31VDK9999999999			31VDK9999999999																								Successful-Equivalent
102	WGE	UTM	WGE	MGRS	32		297395.300000	7004795.700000		32VKR9739504796			32VKR9739504795																								Successful-Equivalent
103	WGE	UTM	WGE	MGRS	32		396960.400000	6995468.600000		32VLQ9696095469			32VLQ9696095468																								Successful-Equivalent
104	WGE	UTM	WGE	MGRS	30		555556.100000	7493002.600000		30WWV5555693003			30WWV5555693002																								Successful-Equivalent
105	WGE	UTM	WGE	MGRS	31		399999.400000	7499999.400000		31WCQ9999999999			31WCQ9999999999																								Successful-Equivalent
106	WGE	UTM	WGE	MGRS	31		499999.400000	7499999.400000		31WDQ9999999999			31WDQ9999999999																								Successful-Equivalent
107	WGE	UTM	WGE	MGRS	31		599999.400000	7499999.400000		31WEQ9999999999			31WEQ9999999999																								Successful-Equivalent
108	WGE	UTM	WGE	MGRS	32		444442.700000	7493002.700000		32WMV4444393003			32WMV4444293002																								Successful-Equivalent
109	WGE	UTM	WGE	MGRS	30		506523.500000	7990353.800000		30XWE0652490354			30XWE0652390353																								Successful-Equivalent
110	WGE	UTM	WGE	MGRS	31		399999.400000	7999999.400000		31XCV9999999999			31XCV9999999999																								Successful-Equivalent
111	WGE	UTM	WGE	MGRS	31		499999.400000	7999999.400000		31XDV9999999999			31XDV9999999999																								Successful-Equivalent
112	WGE	UTM	WGE	MGRS	31		599999.400000	7999999.400000		31XEV9999999999			31XEV9999999999																								Successful-Equivalent
113	WGE	UTM	WGE	MGRS	31		699999.400000	7999999.400000		31XFV9999999999			31XFV9999999999																								Successful-Equivalent
114	WGE	UTM	WGE	MGRS	30		456236.000000	8487576.100000		30XVK5623687576			30XVK5623687576																								Successful-Equivalent
115	WGE	UTM	WGE	MGRS	30		555690.400000	8497740.900000		30XWK5569097741			30XWK5569097740																								Successful-Equivalent
116	WGE	UTM	WGE	MGRS	31		499999.400000	8499999.400000		31XDE9999999999			31XDE9999999999																								Successful-Equivalent
117	WGE	UTM	WGE	MGRS	31		599999.400000	8499999.400000		31XEE9999999999			31XEE9999999999																								Successful-Equivalent
118	WGE	UTM	WGE	MGRS	33		387098.800000	8491099.000000		33XUE8709991099			33XUE8709891098																								Successful-Equivalent
119	WGE	UTM	WGE	MGRS	30		504435.800000	8995052.300000		30XWQ0443695052			30XWQ0443595052																								Successful-Equivalent
120	WGE	UTM	WGE	MGRS	31		499999.400000	8999999.400000		31XDK9999999999			31XDK9999999999																								Successful-Equivalent
121	WGE	UTM	WGE	MGRS	31		599999.400000	8999999.400000		31XEK9999999999			31XEK9999999999																								Successful-Equivalent
122	WGE	UTM	WGE	MGRS	-30		456235.900000	1512422.700000		30CVA5623612423			30CVA5623512422																								Successful-Equivalent
123	WGE	UTM	WGE	MGRS	-30		555690.300000	1502257.900000		30CWA5569002258			30CWA5569002257																								Successful-Equivalent
124	WGE	UTM	WGE	MGRS	-31		499999.400000	1499999.400000		31CDQ9999999999			31CDQ9999999999																								Successful-Equivalent
125	WGE	UTM	WGE	MGRS	-32		444308.500000	1502257.800000		32CMA4430802258			32CMA4430802257																								Successful-Equivalent
126	WGE	UTM	WGE	MGRS	-32		543762.900000	1512422.600000		32CNA4376312423			32CNA4376212422																								Successful-Equivalent
127	WGE	UTM	WGE	MGRS	-30		506523.400000	2009645.000000		30CWF0652309645			30CWF0652309645																								Successful-Equivalent
128	WGE	UTM	WGE	MGRS	-31		399999.400000	1999999.400000		31CCV9999999999			31CCV9999999999																								Successful-Equivalent
129	WGE	UTM	WGE	MGRS	-31		499999.400000	1999999.400000		31CDV9999999999			31CDV9999999999																								Successful-Equivalent
130	WGE	UTM	WGE	MGRS	-31		599999.400000	1999999.400000		31CEV9999999999			31CEV9999999999																								Successful-Equivalent
131	WGE	UTM	WGE	MGRS	-32		493475.400000	2009644.900000		32CMF9347509645			32CMF9347509644																								Successful-Equivalent
132	WGE	UTM	WGE	MGRS	-30		456100.300000	2516654.100000		30DVL5610016654			30DVL5610016654																								Successful-Equivalent
133	WGE	UTM	WGE	MGRS	-30		555556.000000	2506996.200000		30DWL5555606996			30DWL5555606996																								Successful-Equivalent
134	WGE	UTM	WGE	MGRS	-31		399999.400000	2499999.400000		31DCE9999999999			31DCE9999999999																								Successful-Equivalent
135	WGE	UTM	WGE	MGRS	-31		499999.400000	2499999.400000		31DDE9999999999			31DDE9999999999																								Successful-Equivalent
136	WGE	UTM	WGE	MGRS	-31		599999.400000	2499999.400000		31DEE9999999999			31DEE9999999999																								Successful-Equivalent
137	WGE	UTM	WGE	MGRS	-32		444442.800000	2506996.100000		32DML4444306996			32DML4444206996																								Successful-Equivalent
138	WGE	UTM	WGE	MGRS	-32		543898.500000	2516654.000000		32DNL4389916654			32DNL4389816654																								Successful-Equivalent
139	WGE	UTM	WGE	MGRS	-30		404129.100000	3023159.000000		30EVR0412923159			30EVR0412923159																								Successful-Equivalent
140	WGE	UTM	WGE	MGRS	-30		503546.700000	3013848.100000		30EWR0354713848			30EWR0354613848																								Successful-Equivalent
141	WGE	UTM	WGE	MGRS	-30		603038.300000	3004530.300000		30EXR0303804530			30EXR0303804530																								Successful-Equivalent
142	WGE	UTM	WGE	MGRS	-31		399999.400000	2999999.400000		31ECK9999999999			31ECK9999999999																								Successful-Equivalent
143	WGE	UTM	WGE	MGRS	-31		499999.400000	2999999.400000		31EDK9999999999			31EDK9999999999																								Successful-Equivalent
144	WGE	UTM	WGE	MGRS	-31		599999.400000	2999999.400000		31EEK9999999999			31EEK9999999999																								Successful-Equivalent
145	WGE	UTM	WGE	MGRS	-32		396960.500000	3004530.200000		32ELR9696104530			32ELR9696004530																								Successful-Equivalent
146	WGE	UTM	WGE	MGRS	-32		496452.100000	3013848.000000		32EMR9645213848			32EMR9645213848																								Successful-Equivalent
147	WGE	UTM	WGE	MGRS	-32		595869.700000	3023158.900000		32ENR9587023159			32ENR9586923158																								Successful-Equivalent
148	WGE	UTM	WGE	MGRS	-30		449694.800000	3520128.700000		30EVA4969520129			30EVA4969420128																								Successful-Equivalent
149	WGE	UTM	WGE	MGRS	-30		549146.200000	3511216.100000		30EWA4914611216			30EWA4914611216																								Successful-Equivalent
150	WGE	UTM	WGE	MGRS	-30		648682.600000	3502294.900000		30EXA4868302295			30EXA4868202294																								Successful-Equivalent
151	WGE	UTM	WGE	MGRS	-31		399999.400000	3499999.400000		31ECQ9999999999			31ECQ9999999999																								Successful-Equivalent
152	WGE	UTM	WGE	MGRS	-31		499999.400000	3499999.400000		31EDQ9999999999			31EDQ9999999999																								Successful-Equivalent
153	WGE	UTM	WGE	MGRS	-31		599999.400000	3499999.400000		31EEQ9999999999			31EEQ9999999999																								Successful-Equivalent
154	WGE	UTM	WGE	MGRS	-32		351316.200000	3502294.800000		32ELA5131602295			32ELA5131602294																								Successful-Equivalent
155	WGE	UTM	WGE	MGRS	-32		450852.600000	3511216.000000		32EMA5085311216			32EMA5085211216																								Successful-Equivalent
156	WGE	UTM	WGE	MGRS	-32		550304.000000	3520128.600000		32ENA5030420129			32ENA5030420128																								Successful-Equivalent
157	WGE	UTM	WGE	MGRS	-30		493128.800000	4017260.500000		30FVF9312917260			30FVF9312817260																								Successful-Equivalent
158	WGE	UTM	WGE	MGRS	-30		592621.800000	4008800.300000		30FWF9262208800			30FWF9262108800																								Successful-Equivalent
159	WGE	UTM	WGE	MGRS	-30		692210.500000	4000330.100000		30FXF9221000330			30FXF9221000330																								Successful-Equivalent
160	WGE	UTM	WGE	MGRS	-31		399999.400000	3999999.400000		31FCV9999999999			31FCV9999999999																								Successful-Equivalent
161	WGE	UTM	WGE	MGRS	-31		499999.400000	3999999.400000		31FDV9999999999			31FDV9999999999																								Successful-Equivalent
162	WGE	UTM	WGE	MGRS	-31		599999.400000	3999999.400000		31FEV9999999999			31FEV9999999999																								Successful-Equivalent
163	WGE	UTM	WGE	MGRS	-32		307788.300000	4000330.000000		32FLF0778800330			32FLF0778800330																								Successful-Equivalent
164	WGE	UTM	WGE	MGRS	-32		407377.000000	4008800.200000		32FMF0737708800			32FMF0737708800																								Successful-Equivalent
165	WGE	UTM	WGE	MGRS	-32		506870.000000	4017260.400000		32FNF0687017260			32FNF0687017260																								Successful-Equivalent
166	WGE	UTM	WGE	MGRS	-30		534167.000000	4514590.800000		30FWL3416714591			30FWL3416714590																								Successful-Equivalent
167	WGE	UTM	WGE	MGRS	-30		633707.900000	4506634.800000		30FXL3370806635			30FXL3370706634																								Successful-Equivalent
168	WGE	UTM	WGE	MGRS	-31		299999.400000	4499999.400000		31FBE9999999999			31FBE9999999999																								Successful-Equivalent
169	WGE	UTM	WGE	MGRS	-31		399999.400000	4499999.400000		31FCE9999999999			31FCE9999999999																								Successful-Equivalent
170	WGE	UTM	WGE	MGRS	-31		499999.400000	4499999.400000		31FDE9999999999			31FDE9999999999																								Successful-Equivalent
171	WGE	UTM	WGE	MGRS	-31		599999.400000	4499999.400000		31FEE9999999999			31FEE9999999999																								Successful-Equivalent
172	WGE	UTM	WGE	MGRS	-31		699999.400000	4499999.400000		31FFE9999999999			31FFE9999999999																								Successful-Equivalent
173	WGE	UTM	WGE	MGRS	-32		366290.900000	4506634.800000		32FLL6629106635			32FLL6629006634																								Successful-Equivalent
174	WGE	UTM	WGE	MGRS	-32		465831.800000	4514590.700000		32FML6583214591			32FML6583114590																								Successful-Equivalent
175	WGE	UTM	WGE	MGRS	-30		572558.200000	5012147.700000		30GWR7255812148			30GWR7255812147																								Successful-Equivalent
176	WGE	UTM	WGE	MGRS	-30		672151.300000	5004745.000000		30GXR7215104745			30GXR7215104745																								Successful-Equivalent
177	WGE	UTM	WGE	MGRS	-31		299999.400000	4999999.400000		31GBK9999999999			31GBK9999999999																								Successful-Equivalent
178	WGE	UTM	WGE	MGRS	-31		399999.400000	4999999.400000		31GCK9999999999			31GCK9999999999																								Successful-Equivalent
179	WGE	UTM	WGE	MGRS	-31		499999.400000	4999999.400000		31GDK9999999999			31GDK9999999999																								Successful-Equivalent
180	WGE	UTM	WGE	MGRS	-31		599999.400000	4999999.400000		31GEK9999999999			31GEK9999999999																								Successful-Equivalent
181	WGE	UTM	WGE	MGRS	-31		699999.400000	4999999.400000		31GFK9999999999			31GFK9999999999																								Successful-Equivalent
182	WGE	UTM	WGE	MGRS	-32		327847.500000	5004744.900000		32GLR2784704745			32GLR2784704744																								Successful-Equivalent
183	WGE	UTM	WGE	MGRS	-32		427440.600000	5012147.600000		32GMR2744112148			32GMR2744012147																								Successful-Equivalent
184	WGE	UTM	WGE	MGRS	-30		608065.500000	5509950.300000		30GXA0806509950			30GXA0806509950																								Successful-Equivalent
185	WGE	UTM	WGE	MGRS	-30		707713.500000	5503146.800000		30GYA0771303147			30GYA0771303146																								Successful-Equivalent
186	WGE	UTM	WGE	MGRS	-31		299999.400000	5499999.400000		31GBQ9999999999			31GBQ9999999999																								Successful-Equivalent
187	WGE	UTM	WGE	MGRS	-31		399999.400000	5499999.400000		31GCQ9999999999			31GCQ9999999999																								Successful-Equivalent
188	WGE	UTM	WGE	MGRS	-31		499999.400000	5499999.400000		31GDQ9999999999			31GDQ9999999999																								Successful-Equivalent
189	WGE	UTM	WGE	MGRS	-31		599999.400000	5499999.400000		31GEQ9999999999			31GEQ9999999999																								Successful-Equivalent
190	WGE	UTM	WGE	MGRS	-31		699999.400000	5499999.400000		31GFQ9999999999			31GFQ9999999999																								Successful-Equivalent
191	WGE	UTM	WGE	MGRS	-32		292285.300000	5503146.700000		32GKA9228503147			32GKA9228503146																								Successful-Equivalent
192	WGE	UTM	WGE	MGRS	-32		391933.300000	5509950.200000		32GLA9193309950			32GLA9193309950																								Successful-Equivalent
193	WGE	UTM	WGE	MGRS	-30		640468.200000	6008008.400000		30HXF4046808008			30HXF4046808008																								Successful-Equivalent
194	WGE	UTM	WGE	MGRS	-30		740171.800000	6001846.800000		30HYF4017201847			30HYF4017101846																								Successful-Equivalent
195	WGE	UTM	WGE	MGRS	-31		299999.400000	5999999.400000		31HBV9999999999			31HBV9999999999																								Successful-Equivalent
196	WGE	UTM	WGE	MGRS	-31		399999.400000	5999999.400000		31HCV9999999999			31HCV9999999999																								Successful-Equivalent
197	WGE	UTM	WGE	MGRS	-31		499999.400000	5999999.400000		31HDV9999999999			31HDV9999999999																								Successful-Equivalent
198	WGE	UTM	WGE	MGRS	-31		599999.400000	5999999.400000		31HEV9999999999			31HEV9999999999																								Successful-Equivalent
199	WGE	UTM	WGE	MGRS	-31		699999.400000	5999999.400000		31HFV9999999999			31HFV9999999999																								Successful-Equivalent
200	WGE	UTM	WGE	MGRS	-32		259827.000000	6001846.700000		32HKF5982701847			32HKF5982701846																								Successful-Equivalent
201	WGE	UTM	WGE	MGRS	-32		359530.600000	6008008.400000		32HLF5953108008			32HLF5953008008																								Successful-Equivalent
202	WGE	UTM	WGE	MGRS	-30		669563.400000	6506322.700000		30JXL6956306323			30JXL6956306322																								Successful-Equivalent
203	WGE	UTM	WGE	MGRS	-30		769321.300000	6500841.800000		30JYL6932100842			30JYL6932100841																								Successful-Equivalent
204	WGE	UTM	WGE	MGRS	-31		299999.400000	6499999.400000		31JBE9999999999			31JBE9999999999																								Successful-Equivalent
205	WGE	UTM	WGE	MGRS	-31		399999.400000	6499999.400000		31JCE9999999999			31JCE9999999999																								Successful-Equivalent
206	WGE	UTM	WGE	MGRS	-31		499999.400000	6499999.400000		31JDE9999999999			31JDE9999999999																								Successful-Equivalent
207	WGE	UTM	WGE	MGRS	-31		599999.400000	6499999.400000		31JEE9999999999			31JEE9999999999																								Successful-Equivalent
208	WGE	UTM	WGE	MGRS	-31		699999.400000	6499999.400000		31JFE9999999999			31JFE9999999999																								Successful-Equivalent
209	WGE	UTM	WGE	MGRS	-32		230677.500000	6500841.700000		32JKL3067700842			32JKL3067700841																								Successful-Equivalent
