TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
18	ADI-M	MGRS	ADI-M	UTM		32	32NKV3405799447 			234057.000000	499447.000000		234057.000000	499447.000000		32																					Warning-Equivalent
19	ADI-M	MGRS	ADI-M	UTM		30	30PYE5977198847 			759771.000000	998847.000000		759771.000630	998847.000004		30																					Warning-Equivalent
20	ADI-M	MGRS	ADI-M	UTM		31	31PBA0000000000 			200000.000000	1000000.000000		200000.000001	1000000.000000		31																					Warning-Equivalent
21	ADI-M	MGRS	ADI-M	UTM		31	31PCA0000000000 			300000.000000	1000000.000000		300000.000000	1000000.000000		31																					Warning-Equivalent
22	ADI-M	MGRS	ADI-M	UTM		31	31PDA0000000000 			400000.000000	1000000.000000		400000.000000	1000000.000000		31																					Warning-Equivalent
23	ADI-M	MGRS	ADI-M	UTM		31	31PEA0000000000 			500000.000000	1000000.000000		500000.000000	1000000.000000		31																					Warning-Equivalent
24	ADI-M	MGRS	ADI-M	UTM		31	31PFA0000000000 			600000.000000	1000000.000000		600000.000000	1000000.000000		31																					Warning-Equivalent
25	ADI-M	MGRS	ADI-M	UTM		31	31PGA0000000000 			700000.000000	1000000.000000		700000.000000	1000000.000000		31																					Warning-Equivalent
26	ADI-M	MGRS	ADI-M	UTM		31	31PHA0000000000 			800000.000000	1000000.000000		799999.999999	1000000.000000		31																					Warning-Equivalent
27	ADI-M	MGRS	ADI-M	UTM		32	32PKE4022998847 			240229.000000	998847.000000		240229.000000	998847.000000		32																					Warning-Equivalent
28	ADI-M	MGRS	ADI-M	UTM		30	30PYK4952998153 			749529.000000	1498153.000000		749529.000620	1498153.000006		30																					Warning-Equivalent
29	ADI-M	MGRS	ADI-M	UTM		31	31PBF0000000000 			200000.000000	1500000.000000		200000.000000	1500000.000000		31																					Warning-Equivalent
30	ADI-M	MGRS	ADI-M	UTM		31	31PCF0000000000 			300000.000000	1500000.000000		300000.000000	1500000.000000		31																					Warning-Equivalent
31	ADI-M	MGRS	ADI-M	UTM		31	31PDF0000000000 			400000.000000	1500000.000000		400000.000000	1500000.000000		31																					Warning-Equivalent
32	ADI-M	MGRS	ADI-M	UTM		31	31PEF0000000000 			500000.000000	1500000.000000		500000.000000	1500000.000000		31																					Warning-Equivalent
33	ADI-M	MGRS	ADI-M	UTM		31	31PFF0000000000 			600000.000000	1500000.000000		600000.000000	1500000.000000		31																					Warning-Equivalent
34	ADI-M	MGRS	ADI-M	UTM		31	31PGF0000000000 			700000.000000	1500000.000000		700000.000000	1500000.000000		31																					Warning-Equivalent
35	ADI-M	MGRS	ADI-M	UTM		31	31PHF0000000000 			800000.000000	1500000.000000		800000.000000	1500000.000000		31																					Warning-Equivalent
36	ADI-M	MGRS	ADI-M	UTM		32	32PKK5047198153 			250471.000000	1498153.000000		250471.000000	1498153.000000		32																					Warning-Equivalent
37	ADI-M	MGRS	ADI-M	UTM		30	30QYQ3528397324 			735283.000000	1997324.000000		735283.000607	1997324.000007		30																					Warning-Equivalent
38	ADI-M	MGRS	ADI-M	UTM		31	31QBL0000000000 			200000.000000	2000000.000000		199999.999999	2000000.000000		31																					Warning-Equivalent
39	ADI-M	MGRS	ADI-M	UTM		31	31QCL0000000000 			300000.000000	2000000.000000		300000.000000	2000000.000000		31																					Warning-Equivalent
40	ADI-M	MGRS	ADI-M	UTM		31	31QDL0000000000 			400000.000000	2000000.000000		400000.000000	2000000.000000		31																					Warning-Equivalent
41	ADI-M	MGRS	ADI-M	UTM		31	31QEL0000000000 			500000.000000	2000000.000000		500000.000000	2000000.000000		31																					Warning-Equivalent
42	ADI-M	MGRS	ADI-M	UTM		31	31QFL0000000000 			600000.000000	2000000.000000		600000.000000	2000000.000000		31																					Warning-Equivalent
43	ADI-M	MGRS	ADI-M	UTM		31	31QGL0000000000 			700000.000000	2000000.000000		700000.000000	2000000.000000		31																					Warning-Equivalent
44	ADI-M	MGRS	ADI-M	UTM		31	31QHL0000000000 			800000.000000	2000000.000000		800000.000001	2000000.000000		31																					Warning-Equivalent
45	ADI-M	MGRS	ADI-M	UTM		32	32QKQ6471797324 			264717.000000	1997324.000000		264717.000000	1997324.000000		32																					Warning-Equivalent
46	ADI-M	MGRS	ADI-M	UTM		31	31QBR0000000000 			200000.000000	2500000.000000		199999.999999	2500000.000000		31																					Warning-Equivalent
47	ADI-M	MGRS	ADI-M	UTM		31	31QCR0000000000 			300000.000000	2500000.000000		300000.000000	2500000.000000		31																					Warning-Equivalent
48	ADI-M	MGRS	ADI-M	UTM		31	31QDR0000000000 			400000.000000	2500000.000000		400000.000000	2500000.000000		31																					Warning-Equivalent
49	ADI-M	MGRS	ADI-M	UTM		31	31QER0000000000 			500000.000000	2500000.000000		500000.000000	2500000.000000		31																					Warning-Equivalent
50	ADI-M	MGRS	ADI-M	UTM		31	31QFR0000000000 			600000.000000	2500000.000000		600000.000000	2500000.000000		31																					Warning-Equivalent
51	ADI-M	MGRS	ADI-M	UTM		31	31QGR0000000000 			700000.000000	2500000.000000		700000.000000	2500000.000000		31																					Warning-Equivalent
52	ADI-M	MGRS	ADI-M	UTM		31	31QHR0000000000 			800000.000000	2500000.000000		800000.000001	2500000.000000		31																					Warning-Equivalent
53	ADI-M	MGRS	ADI-M	UTM		30	30RYE9498399880 			794983.000000	2999880.000000		794983.000570	2999880.000013		30																					Warning-Equivalent
54	ADI-M	MGRS	ADI-M	UTM		31	31RCA0000000000 			300000.000000	3000000.000000		300000.000000	3000000.000000		31																					Warning-Equivalent
55	ADI-M	MGRS	ADI-M	UTM		31	31RDA0000000000 			400000.000000	3000000.000000		400000.000000	3000000.000000		31																					Warning-Equivalent
56	ADI-M	MGRS	ADI-M	UTM		31	31REA0000000000 			500000.000000	3000000.000000		500000.000000	3000000.000000		31																					Warning-Equivalent
57	ADI-M	MGRS	ADI-M	UTM		31	31RFA0000000000 			600000.000000	3000000.000000		600000.000000	3000000.000000		31																					Warning-Equivalent
58	ADI-M	MGRS	ADI-M	UTM		31	31RGA0000000000 			700000.000000	3000000.000000		700000.000000	3000000.000000		31																					Warning-Equivalent
59	ADI-M	MGRS	ADI-M	UTM		32	32RKE0501799880 			205017.000000	2999880.000000		205016.999998	2999880.000000		32																					Warning-Equivalent
60	ADI-M	MGRS	ADI-M	UTM		30	30RYK6932699158 			769326.000000	3499158.000000		769326.000545	3499158.000014		30																					Warning-Equivalent
61	ADI-M	MGRS	ADI-M	UTM		31	31RCF0000000000 			300000.000000	3500000.000000		300000.000000	3500000.000000		31																					Warning-Equivalent
62	ADI-M	MGRS	ADI-M	UTM		31	31RDF0000000000 			400000.000000	3500000.000000		400000.000000	3500000.000000		31																					Warning-Equivalent
63	ADI-M	MGRS	ADI-M	UTM		31	31REF0000000000 			500000.000000	3500000.000000		500000.000000	3500000.000000		31																					Warning-Equivalent
64	ADI-M	MGRS	ADI-M	UTM		31	31RFF0000000000 			600000.000000	3500000.000000		600000.000000	3500000.000000		31																					Warning-Equivalent
65	ADI-M	MGRS	ADI-M	UTM		31	31RGF0000000000 			700000.000000	3500000.000000		700000.000000	3500000.000000		31																					Warning-Equivalent
66	ADI-M	MGRS	ADI-M	UTM		32	32RKK3067499158 			230674.000000	3499158.000000		230673.999999	3499158.000000		32																					Warning-Equivalent
67	ADI-M	MGRS	ADI-M	UTM		30	30SYQ4017498153 			740174.000000	3998153.000000		740174.000517	3998153.000014		30																					Warning-Equivalent
68	ADI-M	MGRS	ADI-M	UTM		31	31SCL0000000000 			300000.000000	4000000.000000		300000.000000	4000000.000000		31																					Warning-Equivalent
69	ADI-M	MGRS	ADI-M	UTM		31	31SDL0000000000 			400000.000000	4000000.000000		400000.000000	4000000.000000		31																					Warning-Equivalent
70	ADI-M	MGRS	ADI-M	UTM		31	31SEL0000000000 			500000.000000	4000000.000000		500000.000000	4000000.000000		31																					Warning-Equivalent
71	ADI-M	MGRS	ADI-M	UTM		31	31SFL0000000000 			600000.000000	4000000.000000		600000.000000	4000000.000000		31																					Warning-Equivalent
72	ADI-M	MGRS	ADI-M	UTM		31	31SGL0000000000 			700000.000000	4000000.000000		700000.000000	4000000.000000		31																					Warning-Equivalent
73	ADI-M	MGRS	ADI-M	UTM		32	32SKQ5982698153 			259826.000000	3998153.000000		259825.999999	3998153.000000		32																					Warning-Equivalent
74	ADI-M	MGRS	ADI-M	UTM		31	31TCR0000000000 			300000.000000	4500000.000000		300000.000000	4500000.000000		31																					Warning-Equivalent
75	ADI-M	MGRS	ADI-M	UTM		31	31TDR0000000000 			400000.000000	4500000.000000		400000.000000	4500000.000000		31																					Warning-Equivalent
76	ADI-M	MGRS	ADI-M	UTM		31	31TER0000000000 			500000.000000	4500000.000000		500000.000000	4500000.000000		31																					Warning-Equivalent
77	ADI-M	MGRS	ADI-M	UTM		31	31TFR0000000000 			600000.000000	4500000.000000		600000.000000	4500000.000000		31																					Warning-Equivalent
78	ADI-M	MGRS	ADI-M	UTM		31	31TGR0000000000 			700000.000000	4500000.000000		700000.000000	4500000.000000		31																					Warning-Equivalent
79	ADI-M	MGRS	ADI-M	UTM		31	31TCA0000000000 			300000.000000	5000000.000000		300000.000000	5000000.000000		31																					Warning-Equivalent
80	ADI-M	MGRS	ADI-M	UTM		31	31TDA0000000000 			400000.000000	5000000.000000		400000.000000	5000000.000000		31																					Warning-Equivalent
81	ADI-M	MGRS	ADI-M	UTM		31	31TEA0000000000 			500000.000000	5000000.000000		500000.000000	5000000.000000		31																					Warning-Equivalent
82	ADI-M	MGRS	ADI-M	UTM		31	31TFA0000000000 			600000.000000	5000000.000000		600000.000000	5000000.000000		31																					Warning-Equivalent
83	ADI-M	MGRS	ADI-M	UTM		31	31TGA0000000000 			700000.000000	5000000.000000		700000.000000	5000000.000000		31																					Warning-Equivalent
84	ADI-M	MGRS	ADI-M	UTM		31	31UCF0000000000 			300000.000000	5500000.000000		300000.000000	5500000.000000		31																					Warning-Equivalent
85	ADI-M	MGRS	ADI-M	UTM		31	31UDF0000000000 			400000.000000	5500000.000000		400000.000000	5500000.000000		31																					Warning-Equivalent
86	ADI-M	MGRS	ADI-M	UTM		31	31UEF0000000000 			500000.000000	5500000.000000		500000.000000	5500000.000000		31																					Warning-Equivalent
87	ADI-M	MGRS	ADI-M	UTM		31	31UFF0000000000 			600000.000000	5500000.000000		600000.000000	5500000.000000		31																					Warning-Equivalent
88	ADI-M	MGRS	ADI-M	UTM		31	31UGF0000000000 			700000.000000	5500000.000000		700000.000000	5500000.000000		31																					Warning-Equivalent
89	ADI-M	MGRS	ADI-M	UTM		30	30UXQ9220699669 			692206.000000	5999669.000000		692206.000374	5999669.000016		30																					Warning-Equivalent
90	ADI-M	MGRS	ADI-M	UTM		31	31UDL0000000000 			400000.000000	6000000.000000		400000.000000	6000000.000000		31																					Warning-Equivalent
91	ADI-M	MGRS	ADI-M	UTM		31	31UEL0000000000 			500000.000000	6000000.000000		500000.000000	6000000.000000		31																					Warning-Equivalent
92	ADI-M	MGRS	ADI-M	UTM		31	31UFL0000000000 			600000.000000	6000000.000000		600000.000000	6000000.000000		31																					Warning-Equivalent
93	ADI-M	MGRS	ADI-M	UTM		32	32ULQ0779499669 			307794.000000	5999669.000000		307794.000000	5999669.000000		32																					Warning-Equivalent
94	ADI-M	MGRS	ADI-M	UTM		30	30VXV4867797704 			648677.000000	6497704.000000		648677.000333	6497704.000013		30																					Warning-Equivalent
95	ADI-M	MGRS	ADI-M	UTM		31	31VDR0000000000 			400000.000000	6500000.000000		400000.000000	6500000.000000		31																					Warning-Equivalent
96	ADI-M	MGRS	ADI-M	UTM		32	32VJA5199715582 			151997.000000	6515582.000000		151997.000371	6515581.999984		32																					Warning-Equivalent
97	ADI-M	MGRS	ADI-M	UTM		32	32VKA5170206637 			251702.000000	6506637.000000		251702.000018	6506637.000000		32																					Warning-Equivalent
98	ADI-M	MGRS	ADI-M	UTM		32	32VLV5132397704 			351323.000000	6497704.000000		351323.000000	6497704.000000		32																					Warning-Equivalent
99	ADI-M	MGRS	ADI-M	UTM		30	30VXE0303195469 			603031.000000	6995469.000000		603031.000289	6995469.000009		30																					Warning-Equivalent
100	ADI-M	MGRS	ADI-M	UTM		31	31VDA0000000000 			400000.000000	7000000.000000		400000.000000	7000000.000000		31																					Warning-Equivalent
101	ADI-M	MGRS	ADI-M	UTM		32	32VJF9776514135 			197765.000000	7014135.000000		197765.000367	7014134.999980		32																					Warning-Equivalent
102	ADI-M	MGRS	ADI-M	UTM		32	32VKF9740404796 			297404.000000	7004796.000000		297404.000010	7004796.000000		32																					Warning-Equivalent
103	ADI-M	MGRS	ADI-M	UTM		32	32VLE9696995469 			396969.000000	6995469.000000		396969.000000	6995469.000000		32																					Warning-Equivalent
104	ADI-M	MGRS	ADI-M	UTM		30	30WWK5554893003 			555548.000000	7493003.000000		555548.000244	7493003.000005		30																					Warning-Equivalent
105	ADI-M	MGRS	ADI-M	UTM		31	31WDF0000000000 			400000.000000	7500000.000000		400000.000000	7500000.000000		31																					Warning-Equivalent
106	ADI-M	MGRS	ADI-M	UTM		31	31WEF0000000000 			500000.000000	7500000.000000		500000.000000	7500000.000000		31																					Warning-Equivalent
107	ADI-M	MGRS	ADI-M	UTM		31	31WFF0000000000 			600000.000000	7500000.000000		600000.000000	7500000.000000		31																					Warning-Equivalent
108	ADI-M	MGRS	ADI-M	UTM		32	32WMK4445293003 			444452.000000	7493003.000000		444452.000000	7493003.000000		32																					Warning-Equivalent
109	ADI-M	MGRS	ADI-M	UTM		30	30XWQ0651590354 			506515.000000	7990354.000000		506515.000197	7990354.000001		30																					Warning-Equivalent
110	ADI-M	MGRS	ADI-M	UTM		31	31XDL0000000000 			400000.000000	8000000.000000		400000.000000	8000000.000000		31																					Warning-Equivalent
111	ADI-M	MGRS	ADI-M	UTM		31	31XEL0000000000 			500000.000000	8000000.000000		500000.000000	8000000.000000		31																					Warning-Equivalent
112	ADI-M	MGRS	ADI-M	UTM		31	31XFL0000000000 			600000.000000	8000000.000000		600000.000000	8000000.000000		31																					Warning-Equivalent
113	ADI-M	MGRS	ADI-M	UTM		31	31XGL0000000000 			700000.000000	8000000.000000		699999.999778	7999999.999985		31																					Warning-Equivalent
114	ADI-M	MGRS	ADI-M	UTM		30	30XVV5622787576 			456227.000000	8487576.000000		456227.000150	8487575.999996		30																					Warning-Equivalent
115	ADI-M	MGRS	ADI-M	UTM		30	30XWV5568197741 			555681.000000	8497741.000000		555681.000149	8497741.000005		30																					Warning-Equivalent
116	ADI-M	MGRS	ADI-M	UTM		31	31XER0000000000 			500000.000000	8500000.000000		500000.000000	8500000.000000		31																					Warning-Equivalent
117	ADI-M	MGRS	ADI-M	UTM		31	31XFR0000000000 			600000.000000	8500000.000000		599999.999996	8500000.000000		31																					Warning-Equivalent
118	ADI-M	MGRS	ADI-M	UTM		33	33XUQ8711991097 			387119.000000	8491097.000000		387119.000012	8491096.999999		33																					Warning-Equivalent
119	ADI-M	MGRS	ADI-M	UTM		30	30XWE0442695052 			504426.000000	8995052.000000		504426.000100	8995052.000000		30																					Warning-Equivalent
120	ADI-M	MGRS	ADI-M	UTM		31	31XEA0000000000 			500000.000000	9000000.000000		500000.000000	9000000.000000		31																					Warning-Equivalent
121	ADI-M	MGRS	ADI-M	UTM		31	31XFA0000000000 			600000.000000	9000000.000000		599999.999888	8999999.999992		31																					Warning-Equivalent
122	ADI-M	MGRS	ADI-M	UTM		-30	30CVL5622712424 			456227.000000	1512424.000000		456227.000150	1512424.000004		-30																					Warning-Equivalent
123	ADI-M	MGRS	ADI-M	UTM		-30	30CWL5568102259 			555681.000000	1502259.000000		555681.000149	1502258.999995		-30																					Warning-Equivalent
124	ADI-M	MGRS	ADI-M	UTM		-31	31CEF0000000000 			500000.000000	1500000.000000		500000.000000	1500000.000000		-31																					Warning-Equivalent
125	ADI-M	MGRS	ADI-M	UTM		-32	32CML4431902259 			444319.000000	1502259.000000		444319.000000	1502259.000000		-32																					Warning-Equivalent
126	ADI-M	MGRS	ADI-M	UTM		-32	32CNL4377312424 			543773.000000	1512424.000000		543773.000000	1512424.000000		-32																					Warning-Equivalent
127	ADI-M	MGRS	ADI-M	UTM		-30	30CWR0651509646 			506515.000000	2009646.000000		506515.000197	2009645.999999		-30																					Warning-Equivalent
128	ADI-M	MGRS	ADI-M	UTM		-31	31CDL0000000000 			400000.000000	2000000.000000		400000.000000	2000000.000000		-31																					Warning-Equivalent
129	ADI-M	MGRS	ADI-M	UTM		-31	31CEL0000000000 			500000.000000	2000000.000000		500000.000000	2000000.000000		-31																					Warning-Equivalent
130	ADI-M	MGRS	ADI-M	UTM		-31	31CFL0000000000 			600000.000000	2000000.000000		600000.000000	2000000.000000		-31																					Warning-Equivalent
131	ADI-M	MGRS	ADI-M	UTM		-32	32CMR9348509646 			493485.000000	2009646.000000		493485.000000	2009646.000000		-32																					Warning-Equivalent
132	ADI-M	MGRS	ADI-M	UTM		-30	30DVA5609216655 			456092.000000	2516655.000000		456092.000245	2516655.000004		-30																					Warning-Equivalent
133	ADI-M	MGRS	ADI-M	UTM		-30	30DWA5554806997 			555548.000000	2506997.000000		555548.000244	2506996.999995		-30																					Warning-Equivalent
134	ADI-M	MGRS	ADI-M	UTM		-31	31DDR0000000000 			400000.000000	2500000.000000		400000.000000	2500000.000000		-31																					Warning-Equivalent
135	ADI-M	MGRS	ADI-M	UTM		-31	31DER0000000000 			500000.000000	2500000.000000		500000.000000	2500000.000000		-31																					Warning-Equivalent
136	ADI-M	MGRS	ADI-M	UTM		-31	31DFR0000000000 			600000.000000	2500000.000000		600000.000000	2500000.000000		-31																					Warning-Equivalent
137	ADI-M	MGRS	ADI-M	UTM		-32	32DMA4445206997 			444452.000000	2506997.000000		444452.000000	2506997.000000		-32																					Warning-Equivalent
138	ADI-M	MGRS	ADI-M	UTM		-32	32DNA4390816655 			543908.000000	2516655.000000		543908.000000	2516655.000000		-32																					Warning-Equivalent
139	ADI-M	MGRS	ADI-M	UTM		-30	30EVF0412223160 			404122.000000	3023160.000000		404122.000291	3023160.000009		-30																					Warning-Equivalent
140	ADI-M	MGRS	ADI-M	UTM		-30	30EWF0354013849 			503540.000000	3013849.000000		503540.000290	3013849.000000		-30																					Warning-Equivalent
141	ADI-M	MGRS	ADI-M	UTM		-30	30EXF0303104531 			603031.000000	3004531.000000		603031.000289	3004530.999991		-30																					Warning-Equivalent
142	ADI-M	MGRS	ADI-M	UTM		-31	31EDA0000000000 			400000.000000	3000000.000000		400000.000000	3000000.000000		-31																					Warning-Equivalent
143	ADI-M	MGRS	ADI-M	UTM		-31	31EEA0000000000 			500000.000000	3000000.000000		500000.000000	3000000.000000		-31																					Warning-Equivalent
144	ADI-M	MGRS	ADI-M	UTM		-31	31EFA0000000000 			600000.000000	3000000.000000		600000.000000	3000000.000000		-31																					Warning-Equivalent
145	ADI-M	MGRS	ADI-M	UTM		-32	32ELF9696904531 			396969.000000	3004531.000000		396969.000000	3004531.000000		-32																					Warning-Equivalent
146	ADI-M	MGRS	ADI-M	UTM		-32	32EMF9646013849 			496460.000000	3013849.000000		496460.000000	3013849.000000		-32																					Warning-Equivalent
147	ADI-M	MGRS	ADI-M	UTM		-32	32ENF9587823160 			595878.000000	3023160.000000		595878.000000	3023160.000000		-32																					Warning-Equivalent
148	ADI-M	MGRS	ADI-M	UTM		-30	30EVL4968920130 			449689.000000	3520130.000000		449689.000334	3520130.000004		-30																					Warning-Equivalent
149	ADI-M	MGRS	ADI-M	UTM		-30	30EWL4914011217 			549140.000000	3511217.000000		549140.000334	3511216.999996		-30																					Warning-Equivalent
150	ADI-M	MGRS	ADI-M	UTM		-30	30EXL4867702296 			648677.000000	3502296.000000		648677.000333	3502295.999987		-30																					Warning-Equivalent
151	ADI-M	MGRS	ADI-M	UTM		-31	31EDF0000000000 			400000.000000	3500000.000000		400000.000000	3500000.000000		-31																					Warning-Equivalent
152	ADI-M	MGRS	ADI-M	UTM		-31	31EEF0000000000 			500000.000000	3500000.000000		500000.000000	3500000.000000		-31																					Warning-Equivalent
153	ADI-M	MGRS	ADI-M	UTM		-31	31EFF0000000000 			600000.000000	3500000.000000		600000.000000	3500000.000000		-31																					Warning-Equivalent
154	ADI-M	MGRS	ADI-M	UTM		-32	32ELL5132302296 			351323.000000	3502296.000000		351323.000000	3502296.000000		-32																					Warning-Equivalent
155	ADI-M	MGRS	ADI-M	UTM		-32	32EML5086011217 			450860.000000	3511217.000000		450860.000000	3511217.000000		-32																					Warning-Equivalent
156	ADI-M	MGRS	ADI-M	UTM		-32	32ENL5031120130 			550311.000000	3520130.000000		550311.000000	3520130.000000		-32																					Warning-Equivalent
157	ADI-M	MGRS	ADI-M	UTM		-30	30FVR9312417262 			493124.000000	4017262.000000		493124.000376	4017262.000001		-30																					Warning-Equivalent
158	ADI-M	MGRS	ADI-M	UTM		-30	30FWR9261708801 			592617.000000	4008801.000000		592617.000375	4008800.999992		-30																					Warning-Equivalent
159	ADI-M	MGRS	ADI-M	UTM		-30	30FXR9220600331 			692206.000000	4000331.000000		692206.000374	4000330.999984		-30																					Warning-Equivalent
160	ADI-M	MGRS	ADI-M	UTM		-31	31FDL0000000000 			400000.000000	4000000.000000		400000.000000	4000000.000000		-31																					Warning-Equivalent
161	ADI-M	MGRS	ADI-M	UTM		-31	31FEL0000000000 			500000.000000	4000000.000000		500000.000000	4000000.000000		-31																					Warning-Equivalent
162	ADI-M	MGRS	ADI-M	UTM		-31	31FFL0000000000 			600000.000000	4000000.000000		600000.000000	4000000.000000		-31																					Warning-Equivalent
163	ADI-M	MGRS	ADI-M	UTM		-32	32FLR0779400331 			307794.000000	4000331.000000		307794.000000	4000331.000000		-32																					Warning-Equivalent
164	ADI-M	MGRS	ADI-M	UTM		-32	32FMR0738308801 			407383.000000	4008801.000000		407383.000000	4008801.000000		-32																					Warning-Equivalent
165	ADI-M	MGRS	ADI-M	UTM		-32	32FNR0687617262 			506876.000000	4017262.000000		506876.000000	4017262.000000		-32																					Warning-Equivalent
166	ADI-M	MGRS	ADI-M	UTM		-30	30FWA3416414592 			534164.000000	4514592.000000		534164.000415	4514591.999997		-30																					Warning-Equivalent
167	ADI-M	MGRS	ADI-M	UTM		-30	30FXA3370506636 			633705.000000	4506636.000000		633705.000414	4506635.999990		-30																					Warning-Equivalent
168	ADI-M	MGRS	ADI-M	UTM		-31	31FCR0000000000 			300000.000000	4500000.000000		300000.000000	4500000.000000		-31																					Warning-Equivalent
169	ADI-M	MGRS	ADI-M	UTM		-31	31FDR0000000000 			400000.000000	4500000.000000		400000.000000	4500000.000000		-31																					Warning-Equivalent
170	ADI-M	MGRS	ADI-M	UTM		-31	31FER0000000000 			500000.000000	4500000.000000		500000.000000	4500000.000000		-31																					Warning-Equivalent
171	ADI-M	MGRS	ADI-M	UTM		-31	31FFR0000000000 			600000.000000	4500000.000000		600000.000000	4500000.000000		-31																					Warning-Equivalent
172	ADI-M	MGRS	ADI-M	UTM		-31	31FGR0000000000 			700000.000000	4500000.000000		700000.000000	4500000.000000		-31																					Warning-Equivalent
173	ADI-M	MGRS	ADI-M	UTM		-32	32FLA6629506636 			366295.000000	4506636.000000		366295.000000	4506636.000000		-32																					Warning-Equivalent
174	ADI-M	MGRS	ADI-M	UTM		-32	32FMA6583614592 			465836.000000	4514592.000000		465836.000000	4514592.000000		-32																					Warning-Equivalent
175	ADI-M	MGRS	ADI-M	UTM		-30	30GWF7255712149 			572557.000000	5012149.000000		572557.000451	5012148.999995		-30																					Warning-Equivalent
176	ADI-M	MGRS	ADI-M	UTM		-30	30GXF7215004746 			672150.000000	5004746.000000		672150.000451	5004745.999988		-30																					Warning-Equivalent
177	ADI-M	MGRS	ADI-M	UTM		-31	31GCA0000000000 			300000.000000	5000000.000000		300000.000000	5000000.000000		-31																					Warning-Equivalent
178	ADI-M	MGRS	ADI-M	UTM		-31	31GDA0000000000 			400000.000000	5000000.000000		400000.000000	5000000.000000		-31																					Warning-Equivalent
179	ADI-M	MGRS	ADI-M	UTM		-31	31GEA0000000000 			500000.000000	5000000.000000		500000.000000	5000000.000000		-31																					Warning-Equivalent
