TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
15	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	-100000.000000	4446880.200000	0.000000	-4416637.730000	4446880.200730	0.000000	-4416637.730747																						Successful-Equivalent
16	WGE	Geocentric	WGE	Geodetic			4446880.200000	0.000000	-4416637.730000	-45.000000	0.000000	-100000.000000	-45.000000	0.000000	-100000.001045																						Successful-Equivalent
17	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	0.000000	4517590.880000	0.000000	-4487348.410000	4517590.878849	0.000000	-4487348.408866																						Successful-Equivalent
18	WGE	Geocentric	WGE	Geodetic			4517590.880000	0.000000	-4487348.410000	-45.000000	0.000000	0.000000	-45.000000	0.000000	0.001616																						Successful-Equivalent
19	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	100000.000000	4588301.560000	0.000000	-4558059.090000	4588301.556968	0.000000	-4558059.086985																						Successful-Equivalent
20	WGE	Geocentric	WGE	Geodetic			4588301.560000	0.000000	-4558059.090000	-45.000000	0.000000	100000.000000	-45.000000	0.000000	100000.004276																						Successful-Equivalent
21	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	200000.000000	4659012.240000	0.000000	-4628769.770000	4659012.235086	0.000000	-4628769.765103																						Successful-Equivalent
22	WGE	Geocentric	WGE	Geodetic			4659012.240000	0.000000	-4628769.770000	-45.000000	0.000000	200000.000000	-45.000000	0.000000	200000.006937																						Successful-Equivalent
23	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	300000.000000	4729722.910000	0.000000	-4699480.440000	4729722.913205	0.000000	-4699480.443222																						Successful-Equivalent
24	WGE	Geocentric	WGE	Geodetic			4729722.910000	0.000000	-4699480.440000	-45.000000	0.000000	300000.000000	-45.000000	0.000000	299999.995456																						Successful-Equivalent
25	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	400000.000000	4800433.590000	0.000000	-4770191.120000	4800433.591324	0.000000	-4770191.121341																						Successful-Equivalent
26	WGE	Geocentric	WGE	Geodetic			4800433.590000	0.000000	-4770191.120000	-45.000000	0.000000	400000.000000	-45.000000	0.000000	399999.998116																						Successful-Equivalent
27	WGE	Geodetic	WGE	Geocentric			-45.000000	0.000000	500000.000000	4871144.270000	0.000000	-4840901.800000	4871144.269442	0.000000	-4840901.799459																						Successful-Equivalent
28	WGE	Geocentric	WGE	Geodetic			4871144.270000	0.000000	-4840901.800000	-45.000000	0.000000	500000.000000	-45.000000	0.000000	500000.000777																						Successful-Equivalent
29	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	-100000.000000	3144419.150000	3144419.150000	-4416637.730000	3144419.145061	3144419.145061	-4416637.730747																						Successful-Equivalent
30	WGE	Geocentric	WGE	Geodetic			3144419.150000	3144419.150000	-4416637.730000	-45.000000	45.000000	-100000.000000	-45.000000	45.000000	-99999.995589																						Successful-Equivalent
31	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	0.000000	3194419.150000	3194419.150000	-4487348.410000	3194419.145061	3194419.145061	-4487348.408866																						Successful-Equivalent
32	WGE	Geocentric	WGE	Geodetic			3194419.150000	3194419.150000	-4487348.410000	-45.000000	45.000000	0.000000	-45.000000	45.000000	0.005741																						Successful-Equivalent
33	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	100000.000000	3244419.150000	3244419.150000	-4558059.090000	3244419.145061	3244419.145061	-4558059.086985																						Successful-Equivalent
34	WGE	Geocentric	WGE	Geodetic			3244419.150000	3244419.150000	-4558059.090000	-45.000000	45.000000	100000.000000	-45.000000	45.000000	100000.007072																						Successful-Equivalent
35	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	200000.000000	3294419.150000	3294419.150000	-4628769.770000	3294419.145061	3294419.145061	-4628769.765103																						Successful-Equivalent
36	WGE	Geocentric	WGE	Geodetic			3294419.150000	3294419.150000	-4628769.770000	-45.000000	45.000000	200000.000000	-45.000000	45.000000	200000.008402																						Successful-Equivalent
37	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	300000.000000	3344419.150000	3344419.150000	-4699480.440000	3344419.145061	3344419.145061	-4699480.443222																						Successful-Equivalent
38	WGE	Geocentric	WGE	Geodetic			3344419.150000	3344419.150000	-4699480.440000	-45.000000	45.000000	300000.000000	-45.000000	45.000000	300000.002661																						Successful-Equivalent
39	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	400000.000000	3394419.150000	3394419.150000	-4770191.120000	3394419.145061	3394419.145061	-4770191.121341																						Successful-Equivalent
40	WGE	Geocentric	WGE	Geodetic			3394419.150000	3394419.150000	-4770191.120000	-45.000000	45.000000	400000.000000	-45.000000	45.000000	400000.003992																						Successful-Equivalent
41	WGE	Geodetic	WGE	Geocentric			-45.000000	45.000000	500000.000000	3444419.150000	3444419.150000	-4840901.800000	3444419.145061	3444419.145061	-4840901.799459																						Successful-Equivalent
42	WGE	Geocentric	WGE	Geodetic			3444419.150000	3444419.150000	-4840901.800000	-45.000000	45.000000	500000.000000	-45.000000	45.000000	500000.005322																						Successful-Equivalent
43	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	-100000.000000	0.000000	4446880.200000	-4416637.730000	0.000000	4446880.200730	-4416637.730747																						Successful-Equivalent
44	WGE	Geocentric	WGE	Geodetic			0.000000	4446880.200000	-4416637.730000	-45.000000	90.000000	-100000.000000	-45.000000	90.000000	-100000.001045																						Successful-Equivalent
45	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	0.000000	0.000000	4517590.880000	-4487348.410000	0.000000	4517590.878849	-4487348.408866																						Successful-Equivalent
46	WGE	Geocentric	WGE	Geodetic			0.000000	4517590.880000	-4487348.410000	-45.000000	90.000000	0.000000	-45.000000	90.000000	0.001616																						Successful-Equivalent
47	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	100000.000000	0.000000	4588301.560000	-4558059.090000	0.000000	4588301.556968	-4558059.086985																						Successful-Equivalent
48	WGE	Geocentric	WGE	Geodetic			0.000000	4588301.560000	-4558059.090000	-45.000000	90.000000	100000.000000	-45.000000	90.000000	100000.004276																						Successful-Equivalent
49	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	200000.000000	0.000000	4659012.240000	-4628769.770000	0.000000	4659012.235086	-4628769.765103																						Successful-Equivalent
50	WGE	Geocentric	WGE	Geodetic			0.000000	4659012.240000	-4628769.770000	-45.000000	90.000000	200000.000000	-45.000000	90.000000	200000.006937																						Successful-Equivalent
51	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	300000.000000	0.000000	4729722.910000	-4699480.440000	0.000000	4729722.913205	-4699480.443222																						Successful-Equivalent
52	WGE	Geocentric	WGE	Geodetic			0.000000	4729722.910000	-4699480.440000	-45.000000	90.000000	300000.000000	-45.000000	90.000000	299999.995456																						Successful-Equivalent
53	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	400000.000000	0.000000	4800433.590000	-4770191.120000	0.000000	4800433.591324	-4770191.121341																						Successful-Equivalent
54	WGE	Geocentric	WGE	Geodetic			0.000000	4800433.590000	-4770191.120000	-45.000000	90.000000	400000.000000	-45.000000	90.000000	399999.998116																						Successful-Equivalent
55	WGE	Geodetic	WGE	Geocentric			-45.000000	90.000000	500000.000000	0.000000	4871144.270000	-4840901.800000	0.000000	4871144.269442	-4840901.799459																						Successful-Equivalent
56	WGE	Geocentric	WGE	Geodetic			0.000000	4871144.270000	-4840901.800000	-45.000000	90.000000	500000.000000	-45.000000	90.000000	500000.000777																						Successful-Equivalent
57	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	-100000.000000	-3144419.150000	3144419.150000	-4416637.730000	-3144419.145061	3144419.145061	-4416637.730747																						Successful-Equivalent
58	WGE	Geocentric	WGE	Geodetic			-3144419.150000	3144419.150000	-4416637.730000	-45.000000	135.000000	-100000.000000	-45.000000	135.000000	-99999.995589																						Successful-Equivalent
59	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	0.000000	-3194419.150000	3194419.150000	-4487348.410000	-3194419.145061	3194419.145061	-4487348.408866																						Successful-Equivalent
60	WGE	Geocentric	WGE	Geodetic			-3194419.150000	3194419.150000	-4487348.410000	-45.000000	135.000000	0.000000	-45.000000	135.000000	0.005741																						Successful-Equivalent
61	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	100000.000000	-3244419.150000	3244419.150000	-4558059.090000	-3244419.145061	3244419.145061	-4558059.086985																						Successful-Equivalent
62	WGE	Geocentric	WGE	Geodetic			-3244419.150000	3244419.150000	-4558059.090000	-45.000000	135.000000	100000.000000	-45.000000	135.000000	100000.007072																						Successful-Equivalent
63	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	200000.000000	-3294419.150000	3294419.150000	-4628769.770000	-3294419.145061	3294419.145061	-4628769.765103																						Successful-Equivalent
64	WGE	Geocentric	WGE	Geodetic			-3294419.150000	3294419.150000	-4628769.770000	-45.000000	135.000000	200000.000000	-45.000000	135.000000	200000.008402																						Successful-Equivalent
65	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	300000.000000	-3344419.150000	3344419.150000	-4699480.440000	-3344419.145061	3344419.145061	-4699480.443222																						Successful-Equivalent
66	WGE	Geocentric	WGE	Geodetic			-3344419.150000	3344419.150000	-4699480.440000	-45.000000	135.000000	300000.000000	-45.000000	135.000000	300000.002661																						Successful-Equivalent
67	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	400000.000000	-3394419.150000	3394419.150000	-4770191.120000	-3394419.145061	3394419.145061	-4770191.121341																						Successful-Equivalent
68	WGE	Geocentric	WGE	Geodetic			-3394419.150000	3394419.150000	-4770191.120000	-45.000000	135.000000	400000.000000	-45.000000	135.000000	400000.003992																						Successful-Equivalent
69	WGE	Geodetic	WGE	Geocentric			-45.000000	135.000000	500000.000000	-3444419.150000	3444419.150000	-4840901.800000	-3444419.145061	3444419.145061	-4840901.799459																						Successful-Equivalent
70	WGE	Geocentric	WGE	Geodetic			-3444419.150000	3444419.150000	-4840901.800000	-45.000000	135.000000	500000.000000	-45.000000	135.000000	500000.005322																						Successful-Equivalent
71	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	-100000.000000	-4446880.200000	0.000000	-4416637.730000	-4446880.200730	0.000000	-4416637.730747																						Successful-Equivalent
72	WGE	Geocentric	WGE	Geodetic			-4446880.200000	0.000000	-4416637.730000	-45.000000	180.000000	-100000.000000	-45.000000	180.000000	-100000.001045																						Successful-Equivalent
73	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	0.000000	-4517590.880000	0.000000	-4487348.410000	-4517590.878849	0.000000	-4487348.408866																						Successful-Equivalent
74	WGE	Geocentric	WGE	Geodetic			-4517590.880000	0.000000	-4487348.410000	-45.000000	180.000000	0.000000	-45.000000	180.000000	0.001616																						Successful-Equivalent
75	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	100000.000000	-4588301.560000	0.000000	-4558059.090000	-4588301.556968	0.000000	-4558059.086985																						Successful-Equivalent
76	WGE	Geocentric	WGE	Geodetic			-4588301.560000	0.000000	-4558059.090000	-45.000000	180.000000	100000.000000	-45.000000	180.000000	100000.004276																						Successful-Equivalent
77	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	200000.000000	-4659012.240000	0.000000	-4628769.770000	-4659012.235086	0.000000	-4628769.765103																						Successful-Equivalent
78	WGE	Geocentric	WGE	Geodetic			-4659012.240000	0.000000	-4628769.770000	-45.000000	180.000000	200000.000000	-45.000000	180.000000	200000.006937																						Successful-Equivalent
79	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	300000.000000	-4729722.910000	0.000000	-4699480.440000	-4729722.913205	0.000000	-4699480.443222																						Successful-Equivalent
80	WGE	Geocentric	WGE	Geodetic			-4729722.910000	0.000000	-4699480.440000	-45.000000	180.000000	300000.000000	-45.000000	180.000000	299999.995456																						Successful-Equivalent
81	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	400000.000000	-4800433.590000	0.000000	-4770191.120000	-4800433.591324	0.000000	-4770191.121341																						Successful-Equivalent
82	WGE	Geocentric	WGE	Geodetic			-4800433.590000	0.000000	-4770191.120000	-45.000000	180.000000	400000.000000	-45.000000	180.000000	399999.998116																						Successful-Equivalent
83	WGE	Geodetic	WGE	Geocentric			-45.000000	180.000000	500000.000000	-4871144.270000	0.000000	-4840901.800000	-4871144.269442	0.000000	-4840901.799459																						Successful-Equivalent
84	WGE	Geocentric	WGE	Geodetic			-4871144.270000	0.000000	-4840901.800000	-45.000000	180.000000	500000.000000	-45.000000	180.000000	500000.000777																						Successful-Equivalent
85	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	-100000.000000	-3144419.150000	-3144419.150000	-4416637.730000	-3144419.145061	-3144419.145061	-4416637.730747																						Successful-Equivalent
86	WGE	Geocentric	WGE	Geodetic			-3144419.150000	-3144419.150000	-4416637.730000	-45.000000	225.000000	-100000.000000	-45.000000	-135.000000	-99999.995589																						Successful-Equivalent
87	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	0.000000	-3194419.150000	-3194419.150000	-4487348.410000	-3194419.145061	-3194419.145061	-4487348.408866																						Successful-Equivalent
88	WGE	Geocentric	WGE	Geodetic			-3194419.150000	-3194419.150000	-4487348.410000	-45.000000	225.000000	0.000000	-45.000000	-135.000000	0.005741																						Successful-Equivalent
89	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	100000.000000	-3244419.150000	-3244419.150000	-4558059.090000	-3244419.145061	-3244419.145061	-4558059.086985																						Successful-Equivalent
90	WGE	Geocentric	WGE	Geodetic			-3244419.150000	-3244419.150000	-4558059.090000	-45.000000	225.000000	100000.000000	-45.000000	-135.000000	100000.007072																						Successful-Equivalent
91	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	200000.000000	-3294419.150000	-3294419.150000	-4628769.770000	-3294419.145061	-3294419.145061	-4628769.765103																						Successful-Equivalent
92	WGE	Geocentric	WGE	Geodetic			-3294419.150000	-3294419.150000	-4628769.770000	-45.000000	225.000000	200000.000000	-45.000000	-135.000000	200000.008402																						Successful-Equivalent
93	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	300000.000000	-3344419.150000	-3344419.150000	-4699480.440000	-3344419.145061	-3344419.145061	-4699480.443222																						Successful-Equivalent
94	WGE	Geocentric	WGE	Geodetic			-3344419.150000	-3344419.150000	-4699480.440000	-45.000000	225.000000	300000.000000	-45.000000	-135.000000	300000.002661																						Successful-Equivalent
95	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	400000.000000	-3394419.150000	-3394419.150000	-4770191.120000	-3394419.145061	-3394419.145061	-4770191.121341																						Successful-Equivalent
96	WGE	Geocentric	WGE	Geodetic			-3394419.150000	-3394419.150000	-4770191.120000	-45.000000	225.000000	400000.000000	-45.000000	-135.000000	400000.003992																						Successful-Equivalent
97	WGE	Geodetic	WGE	Geocentric			-45.000000	225.000000	500000.000000	-3444419.150000	-3444419.150000	-4840901.800000	-3444419.145061	-3444419.145061	-4840901.799459																						Successful-Equivalent
98	WGE	Geocentric	WGE	Geodetic			-3444419.150000	-3444419.150000	-4840901.800000	-45.000000	225.000000	500000.000000	-45.000000	-135.000000	500000.005322																						Successful-Equivalent
99	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	-100000.000000	0.000000	-4446880.200000	-4416637.730000	0.000000	-4446880.200730	-4416637.730747																						Successful-Equivalent
100	WGE	Geocentric	WGE	Geodetic			0.000000	-4446880.200000	-4416637.730000	-45.000000	270.000000	-100000.000000	-45.000000	-90.000000	-100000.001045																						Successful-Equivalent
101	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	0.000000	0.000000	-4517590.880000	-4487348.410000	0.000000	-4517590.878849	-4487348.408866																						Successful-Equivalent
102	WGE	Geocentric	WGE	Geodetic			0.000000	-4517590.880000	-4487348.410000	-45.000000	270.000000	0.000000	-45.000000	-90.000000	0.001616																						Successful-Equivalent
103	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	100000.000000	0.000000	-4588301.560000	-4558059.090000	0.000000	-4588301.556968	-4558059.086985																						Successful-Equivalent
104	WGE	Geocentric	WGE	Geodetic			0.000000	-4588301.560000	-4558059.090000	-45.000000	270.000000	100000.000000	-45.000000	-90.000000	100000.004276																						Successful-Equivalent
105	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	200000.000000	0.000000	-4659012.240000	-4628769.770000	0.000000	-4659012.235086	-4628769.765103																						Successful-Equivalent
106	WGE	Geocentric	WGE	Geodetic			0.000000	-4659012.240000	-4628769.770000	-45.000000	270.000000	200000.000000	-45.000000	-90.000000	200000.006937																						Successful-Equivalent
107	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	300000.000000	0.000000	-4729722.910000	-4699480.440000	0.000000	-4729722.913205	-4699480.443222																						Successful-Equivalent
108	WGE	Geocentric	WGE	Geodetic			0.000000	-4729722.910000	-4699480.440000	-45.000000	270.000000	300000.000000	-45.000000	-90.000000	299999.995456																						Successful-Equivalent
109	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	400000.000000	0.000000	-4800433.590000	-4770191.120000	0.000000	-4800433.591324	-4770191.121341																						Successful-Equivalent
110	WGE	Geocentric	WGE	Geodetic			0.000000	-4800433.590000	-4770191.120000	-45.000000	270.000000	400000.000000	-45.000000	-90.000000	399999.998116																						Successful-Equivalent
111	WGE	Geodetic	WGE	Geocentric			-45.000000	270.000000	500000.000000	0.000000	-4871144.270000	-4840901.800000	0.000000	-4871144.269442	-4840901.799459																						Successful-Equivalent
112	WGE	Geocentric	WGE	Geodetic			0.000000	-4871144.270000	-4840901.800000	-45.000000	270.000000	500000.000000	-45.000000	-90.000000	500000.000777																						Successful-Equivalent
113	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	-100000.000000	3144419.150000	-3144419.150000	-4416637.730000	3144419.145061	-3144419.145061	-4416637.730747																						Successful-Equivalent
114	WGE	Geocentric	WGE	Geodetic			3144419.150000	-3144419.150000	-4416637.730000	-45.000000	315.000000	-100000.000000	-45.000000	-45.000000	-99999.995589																						Successful-Equivalent
115	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	0.000000	3194419.150000	-3194419.150000	-4487348.410000	3194419.145061	-3194419.145061	-4487348.408866																						Successful-Equivalent
116	WGE	Geocentric	WGE	Geodetic			3194419.150000	-3194419.150000	-4487348.410000	-45.000000	315.000000	0.000000	-45.000000	-45.000000	0.005741																						Successful-Equivalent
117	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	100000.000000	3244419.150000	-3244419.150000	-4558059.090000	3244419.145061	-3244419.145061	-4558059.086985																						Successful-Equivalent
118	WGE	Geocentric	WGE	Geodetic			3244419.150000	-3244419.150000	-4558059.090000	-45.000000	315.000000	100000.000000	-45.000000	-45.000000	100000.007072																						Successful-Equivalent
119	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	200000.000000	3294419.150000	-3294419.150000	-4628769.770000	3294419.145061	-3294419.145061	-4628769.765103																						Successful-Equivalent
120	WGE	Geocentric	WGE	Geodetic			3294419.150000	-3294419.150000	-4628769.770000	-45.000000	315.000000	200000.000000	-45.000000	-45.000000	200000.008402																						Successful-Equivalent
121	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	300000.000000	3344419.150000	-3344419.150000	-4699480.440000	3344419.145061	-3344419.145061	-4699480.443222																						Successful-Equivalent
122	WGE	Geocentric	WGE	Geodetic			3344419.150000	-3344419.150000	-4699480.440000	-45.000000	315.000000	300000.000000	-45.000000	-45.000000	300000.002661																						Successful-Equivalent
123	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	400000.000000	3394419.150000	-3394419.150000	-4770191.120000	3394419.145061	-3394419.145061	-4770191.121341																						Successful-Equivalent
124	WGE	Geocentric	WGE	Geodetic			3394419.150000	-3394419.150000	-4770191.120000	-45.000000	315.000000	400000.000000	-45.000000	-45.000000	400000.003992																						Successful-Equivalent
125	WGE	Geodetic	WGE	Geocentric			-45.000000	315.000000	500000.000000	3444419.150000	-3444419.150000	-4840901.800000	3444419.145061	-3444419.145061	-4840901.799459																						Successful-Equivalent
126	WGE	Geocentric	WGE	Geodetic			3444419.150000	-3444419.150000	-4840901.800000	-45.000000	315.000000	500000.000000	-45.000000	-45.000000	500000.005322																						Successful-Equivalent
127	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	-100000.000000	6278137.000000	0.000000	0.000000	6278137.000000	0.000000	0.000000																						Successful-Equivalent
128	WGE	Geocentric	WGE	Geodetic			6278137.000000	0.000000	0.000000	0.000000	0.000000	-100000.000000	0.000000	0.000000	-100000.000000																						Successful-Equivalent
129	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	0.000000	6378137.000000	0.000000	0.000000	6378137.000000	0.000000	0.000000																						Successful-Equivalent
130	WGE	Geocentric	WGE	Geodetic			6378137.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000																						Successful-Equivalent
131	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	100000.000000	6478137.000000	0.000000	0.000000	6478137.000000	0.000000	0.000000																						Successful-Equivalent
132	WGE	Geocentric	WGE	Geodetic			6478137.000000	0.000000	0.000000	0.000000	0.000000	100000.000000	0.000000	0.000000	100000.000000																						Successful-Equivalent
133	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	200000.000000	6578137.000000	0.000000	0.000000	6578137.000000	0.000000	0.000000																						Successful-Equivalent
134	WGE	Geocentric	WGE	Geodetic			6578137.000000	0.000000	0.000000	0.000000	0.000000	200000.000000	0.000000	0.000000	200000.000000																						Successful-Equivalent
135	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	300000.000000	6678137.000000	0.000000	0.000000	6678137.000000	0.000000	0.000000																						Successful-Equivalent
136	WGE	Geocentric	WGE	Geodetic			6678137.000000	0.000000	0.000000	0.000000	0.000000	300000.000000	0.000000	0.000000	300000.000000																						Successful-Equivalent
137	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	400000.000000	6778137.000000	0.000000	0.000000	6778137.000000	0.000000	0.000000																						Successful-Equivalent
138	WGE	Geocentric	WGE	Geodetic			6778137.000000	0.000000	0.000000	0.000000	0.000000	400000.000000	0.000000	0.000000	400000.000000																						Successful-Equivalent
139	WGE	Geodetic	WGE	Geocentric			0.000000	0.000000	500000.000000	6878137.000000	0.000000	0.000000	6878137.000000	0.000000	0.000000																						Successful-Equivalent
140	WGE	Geocentric	WGE	Geodetic			6878137.000000	0.000000	0.000000	0.000000	0.000000	500000.000000	0.000000	0.000000	500000.000000																						Successful-Equivalent
141	WGE	Geodetic	WGE	Geocentric			0.000000	45.000000	-100000.000000	4439313.250000	4439313.250000	0.000000	4439313.245918	4439313.245918	0.000000																						Successful-Equivalent
142	WGE	Geocentric	WGE	Geodetic			4439313.250000	4439313.250000	0.000000	0.000000	45.000000	-100000.000000	0.000000	45.000000	-99999.994227																						Successful-Equivalent
143	WGE	Geodetic	WGE	Geocentric			0.000000	45.000000	0.000000	4510023.920000	4510023.920000	0.000000	4510023.924037	4510023.924037	0.000000																						Successful-Equivalent
144	WGE	Geocentric	WGE	Geodetic			4510023.920000	4510023.920000	0.000000	0.000000	45.000000	0.000000	0.000000	45.000000	-0.005709																						Successful-Equivalent
145	WGE	Geodetic	WGE	Geocentric			0.000000	45.000000	100000.000000	4580734.600000	4580734.600000	0.000000	4580734.602155	4580734.602155	0.000000																						Successful-Equivalent
146	WGE	Geocentric	WGE	Geodetic			4580734.600000	4580734.600000	0.000000	0.000000	45.000000	100000.000000	0.000000	45.000000	99999.996952																						Successful-Equivalent
147	WGE	Geodetic	WGE	Geocentric			0.000000	45.000000	200000.000000	4651445.280000	4651445.280000	0.000000	4651445.280274	4651445.280274	0.000000																						Successful-Equivalent
148	WGE	Geocentric	WGE	Geodetic			4651445.280000	4651445.280000	0.000000	0.000000	45.000000	200000.000000	0.000000	45.000000	199999.999612																						Successful-Equivalent
