TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
15	CAC	Eckert IV	CAC	MGRS			1194733.950000	-6064685.790000		18FWV0000061588			18FVV9999961588						-90.000000		0.000000	0.000000															Warning-Different
16	ADI-M	Eckert VI	ADI-M	MGRS			0.000000	0.000000		31NAL6601600000			31NAL6601500000						0.000000		0.000000	0.000000															Warning-Equivalent
17	NAR-A	Equidistant Cylindrical	NAR-A	MGRS			1095057.493000	0.000000		01NAA6602100000			01NAA6602100000						170.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
18	WGC	Mollweide	WGC	MGRS			-94095.830000	9000932.780000		ZAG5362185632			ZAG5362085632						96.000000		0.000000	0.000000															Successful-Equivalent
19	WGE	Sinusoidal	WGE	MGRS			0.000000	10001965.730000		ZAH0000000000			ZAH0000000000						96.000000		0.000000	0.000000															Successful-Equivalent
20	WGE	Albers Equal Area	WGE	UTM		-43	-1885428.390000	-1535969.290000		500000.000000	6126958.000000		500000.000000	6126956.931316		-43	-29.500000	-45.500000	96.000000	-23.000000	0.000000	0.000000															Successful-Different
21	CAC	Lambert Conformal Conic	CAC	UTM		18	1894410.900000	1564649.480000		500000.000000	3872845.000000		500000.002472	3872845.501352		18	33.000000	45.000000	-96.000000	23.000000	0.000000	0.000000															Successful-Equivalent
22	ADI-M	Lambert Conformal Conic	ADI-M	UTM		-30	-55869.180000	553512.776000		778271.000000	9944687.000000		778270.684852	9944687.059046		-30	-5.500000	-5.500000	0.000000	-5.500000	0.000000	0.000000															Warning-Equivalent
23	NAR-A	Mercator	NAR-A	UTM		1	-19735085.530000	0.000000		166021.000000	0.000000		166021.446037	0.000000		1			0.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
24	EUR-7	Polar Stereographic	EUR-7	UTM		-56	-1540033.600000	-560526.400000		413358.000000	1673968.000000		413358.392716	1673967.302599		-56			-100.000000	-71.000000	0.000000	0.000000															Successful-Equivalent
25	WGC	Polyconic	WGC	UPS		N	-20013.540000	4964881.900000		2053621.000000	1985632.000000		2053620.690359	1985632.377745		N			96.000000	45.000000	0.000000	0.000000															Successful-Equivalent
26	CAC	Transverse Mercator	CAC	UTM		18	127106.500000	4484124.400000		627106.000000	4484124.000000		627106.500486	4484124.400008		18	0.999600		-75.000000	0.000000	0.000000	0.000000															Warning-Equivalent
27	CAC	Stereographic	CAC	UPS		S	109252.730000	-4646925.330000		2000000.000000	1444516.000000		2000000.032545	1444515.800245		S			170.000000	-45.000000	0.000000	0.000000															Warning-Equivalent
28	CAC	Azimuthal Equidistant	CAC	UPS		N	-6439.690000	4948474.970000		2055515.000000	2000000.000000		2055515.106768	2000000.020530		N			96.000000	45.000000	0.000000	0.000000															Warning-Equivalent
29	CAC	Gnomonic	CAC	UTM		17	943973.740000	-1606531.700000		547982.000000	3374115.000000		547981.515863	3374115.836741		17			-90.000000	45.000000	0.000000	0.000000															Successful-Equivalent
30	CAC	Orthographic	CAC	UTM		1	-1102102.179000	-6250332.170000		167282.000000	553389.000000		167282.500220	553389.498786		1			-170.000000	90.000000	0.000000	0.000000															Warning-Equivalent
31	CAC	Miller Cylindrical	CAC	UTM		-43	-2779871.860000	-3437907.260000		500000.000000	6681396.000000		500000.088637	6681394.793659		-43			100.000000		0.000000	0.000000															Warning-Different
32	CAC	Van der Grinten	CAC	UPS		S	550037.520000	-14239017.220000		2000000.000000	1444516.000000		2000000.010974	1444515.837345		S			170.000000		0.000000	0.000000															Warning-Equivalent
33	CAC	Oblique Mercator	CAC	UTM		18	6269400.300000	916375.300000		584358.000000	4516825.000000		584358.146071	4516825.042176		18	0.999600			40.000000	4000000.000000	500000.000000	-122.300000	47.500000	-80.200000	25.700000											Warning-Equivalent
34	NAR-A	Bonne	NAR-A	UTM		1	1113029.500000	1089236.620000		166021.000000	0.000000		166021.441115	0.000000		1			170.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
35	WGE	Cylindrical Equal Area	WGE	UTM		-43	-2152973.250000	-3951467.020000		500000.000000	6126958.000000		500000.002283	6126956.934369		-43			96.000000	-23.000000	0.000000	0.000000															Successful-Different
36	CAC	Eckert IV	CAC	UTM		-18	1194733.950000	-6064685.790000		500000.000000	4461588.000000		499999.996067	4461588.222158		-18			-90.000000		0.000000	0.000000															Warning-Equivalent
37	ADI-M	Eckert VI	ADI-M	UTM		31	0.000000	0.000000		166016.000000	0.000000		166015.553926	0.000000		31			0.000000		0.000000	0.000000															Warning-Equivalent
38	NAR-A	Equidistant Cylindrical	NAR-A	UTM		1	1095057.490000	0.000000		166021.000000	0.000000		166021.440194	0.000000		1			170.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
39	WGC	Mollweide	WGC	UPS		N	-94095.830000	9000932.780000		2053621.000000	1985632.000000		2053620.670732	1985632.379419		N			96.000000		0.000000	0.000000															Successful-Equivalent
40	WGE	Sinusoidal	WGE	UPS		N	0.000000	10001965.730000		2000000.000000	2000000.000000		2000000.000000	2000000.000000		N			0.000000		0.000000	0.000000															Successful-Equivalent
41	WGE	Albers Equal Area	WGE	GEOREF			-1885428.390000	-1535969.290000		TDAL0000000000			TDAL0000000000				-29.500000	-45.500000	96.000000	-23.000000	0.000000	0.000000															Successful-Equivalent
42	CAC	Lambert Conformal Conic	CAC	GEOREF			1894410.900000	1564649.480000		HJAF0000000000			HJAF0000000000				33.000000	45.000000	-96.000000	23.000000	0.000000	0.000000															Successful-Equivalent
43	ADI-M	Lambert Conformal Conic	ADI-M	GEOREF			-55869.180000	553512.776000		MFQQ3000030000			MFQQ3000030000				-5.500000	-5.500000	0.000000	-5.500000	0.000000	0.000000															Warning-Equivalent
44	NAR-A	Mercator	NAR-A	GEOREF			19735085.530000	0.000000		ZGQA5999900000			ZGQA5999900000						0.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
45	EUR-7	Polar Stereographic	EUR-7	GEOREF			-1540033.600000	-560526.400000		YBAA0000000000			YBAA0000000000						-100.000000	-71.000000	0.000000	0.000000															Successful-Equivalent
46	WGC	Polyconic	WGC	GEOREF			-20013.540000	4964881.900000		TMAQ0000030000			TMAQ0000030000						96.000000	45.000000	0.000000	0.000000															Successful-Equivalent
47	CAC	Transverse Mercator	CAC	GEOREF			127106.500000	4484124.400000		HJBL3000030000			HJBL3000030000				0.999600		-75.000000	0.000000	0.000000	0.000000															Warning-Equivalent
48	CAC	Stereographic	CAC	GEOREF			109252.730000	-4646925.330000		ZAQF5999900000			ZAQF5999900000						170.000000	-45.000000	0.000000	0.000000															Warning-Equivalent
49	CAC	Azimuthal Equidistant	CAC	GEOREF			-6439.690000	4948474.970000		UMAQ0000030000			UMAQ0000130000						96.000000	45.000000	0.000000	0.000000															Warning-Equivalent
50	CAC	Gnomonic	CAC	GEOREF			943973.740000	-1606531.700000		GJKA3000030000			GJKA3000030000						-90.000000	45.000000	0.000000	0.000000															Successful-Equivalent
51	CAC	Orthographic	CAC	GEOREF			-1102102.179000	-6250332.170000		AGAF0000000000			AGAF0000000000						-170.000000	90.000000	0.000000	0.000000															Warning-Equivalent
52	CAC	Miller Cylindrical	CAC	GEOREF			-2779871.860000	-3437907.260000		TEAA0000000000			TEAA0000000000						100.000000		0.000000	0.000000															Warning-Equivalent
53	CAC	Van der Grinten	CAC	GEOREF			550037.540000	-14239017.760000		AAAF0000000000			AAAF0000000000						170.000000		0.000000	0.000000															Warning-Equivalent
54	CAC	Oblique Mercator	CAC	GEOREF			6269400.300000	916375.300000		HJBL0000048000			HJBL0000048000				0.999600			40.000000	4000000.000000	500000.000000	-122.300000	47.500000	-80.200000	25.700000											Warning-Equivalent
55	NAR-A	Bonne	NAR-A	GEOREF			1113029.510000	1089236.630000		AGAA0000000000			AGAA0000000000						170.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
56	WGE	Cylindrical Equal Area	WGE	GEOREF			-2152973.250000	-3951467.020000		TDAL0000000000			TDAL0000000000						96.000000	-23.000000	0.000000	0.000000															Successful-Equivalent
57	CAC	Eckert IV	CAC	GEOREF			1194733.950000	-6064685.790000		HCAL0000000000			HCAL0000000000						-90.000000		0.000000	0.000000															Warning-Equivalent
58	ADI-M	Eckert VI	ADI-M	GEOREF			0.000000	0.000000		NGAA0000000000			NGAA0000000000						0.000000		0.000000	0.000000															Warning-Equivalent
59	NAR-A	Equidistant Cylindrical	NAR-A	GEOREF			1095057.493000	0.000000		AGAA0000000000			AGAA0000000000						170.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
60	WGC	Mollweide	WGC	GEOREF			-94095.830000	9000932.780000		TMAQ0000030000			TMAQ0000030000						96.000000		0.000000	0.000000															Successful-Equivalent
61	WGE	Sinusoidal	WGE	GEOREF			0.000000	10001965.730000		UMAQ0000059999			UMAQ0000059999						90.000000		0.000000	0.000000															Successful-Equivalent
62	WGE	UPS	WGE	MGRS	N		1999999.000000	2000000.000000		YZH9999900000			YZH9999900000																								Successful-Equivalent
63	WGE	UPS	WGE	MGRS	S		2000001.000000	2000000.000000		BAN0000100000			BAN0000100000																								Successful-Equivalent
64	WGE	MGRS	WGE	UTM		1	01TBE4390032069			243900.352000	4432069.057000		243899.999999	4432069.000000		1																					Successful-Equivalent
65	CAC	MGRS	CAC	UTM		-1	BAB0000009362			443016.000000	1094751.000000		443016.095223	1094749.889942		-1																					Warning-Different
66	WGE	MGRS	WGE	GEOREF			30NZF3397700000			MGQA5999900000			MGQA5999900000																								Successful-Equivalent
67	WGE	UPS	WGE	GEOREF	S		2000000.000000	2000000.000000		NAAA0000000000			NAAA0000000000																								Successful-Equivalent
68	WGE	UPS	WGE	GEOREF	N		1999999.000000	2000000.000000		GMAQ0000059999			GMAQ0000059999																								Successful-Equivalent
69	WGE	UTM	WGE	GEOREF	30		833978.556800	0.000000		NGAA0000000000			NGAA0000000000																								Successful-Equivalent
70	WGE	UPS	WGE	UTM	N	31	2000000.000000	1355534.000000		466167.717800	9351302.705000		466167.735999	9351303.052188		31																					Successful-Equivalent
71	WGE	UPS	WGE	UTM	S	-60	2000000.000000	909413.000000		556981.213900	1094620.642000		556981.239319	1094621.134960		-60																					Successful-Equivalent
72	WGE	Lambert Conformal Conic	WGE	Lambert Conformal Conic			0.000000	5268240.130000		0.000000	5395427.571000		0.000000	5395427.570887			50.500000	50.500000	96.000000	50.500000	0.000000	0.000000					50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					Successful-Equivalent
73	NAR-A	Mercator	NAR-A	Lambert Conformal Conic			788468.350900	-14115743.960000		139338.160800	-4239869.004000		139338.160832	-4239869.004352					170.000000	-45.000000	0.000000	0.000000					-50.500000	-50.500000	170.000000	-50.500000	0.000000	0.000000					Warning-Equivalent
74	NAR-A	Polar Stereographic	NAR-A	Mercator			82849.623590	469863.564000		788468.350900	-14115743.960000		788468.350993	-14115743.961103					170.000000	-45.000000	0.000000	0.000000							170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
75	NAR-A	Transverse Mercator	NAR-A	Polar Stereographic			96820.412460	-4465221.116000		82849.623590	469863.564000		82849.615076	469863.565180			0.999600		170.000000	-45.000000	0.000000	0.000000							170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
76	WGE	Cylindrical Equal Area	WGE	Cassini			-964862.800000	4707084.170000		-852135.550000	1157624.520000		-852135.549325	1157624.517038					100.000000	30.000000	0.000000	0.000000							100.000000	30.000000	0.000000	0.000000					Warning-Equivalent
77	WGE	Sinusoidal	WGE	Cylindrical Equal Area			-853938.570000	4429529.030000		-964862.800000	4707084.170000		-964862.802920	4707084.170943					100.000000		0.000000	0.000000							100.000000	30.000000	0.000000	0.000000					Successful-Equivalent
78	WGE	Transverse Cylindrical Equal Area	WGE	Sinusoidal			-849602.690000	1157435.520000		-853938.570000	4429529.030000		-853938.567570	4429529.031293			1.000000		100.000000	30.000000	0.000000	0.000000							100.000000		0.000000	0.000000					Successful-Equivalent
79	CAC	Orthographic	CAC	Gnomonic			-553156.010000	1683155.710000		-575871.520000	1752274.970000		-575871.516029	1752274.969280					-170.000000	45.000000	0.000000	0.000000							-170.000000	45.000000	0.000000	0.000000					Warning-Equivalent
80	CAC	Van der Grinten	CAC	Miller Cylindrical			-2699039.950000	-3444813.100000		-2779871.860000	-3437907.260000		-2779871.845665	-3437907.257914					100.000000		0.000000	0.000000							100.000000		0.000000	0.000000					Warning-Equivalent
81	CAC	Eckert IV	CAC	Van der Grinten			1825355.440000	4433604.130000		2240172.930000	4061627.810000		2240172.934526	4061627.819354					-96.000000		0.000000	0.000000							-96.000000		0.000000	0.000000					Successful-Equivalent
82	CAC	Eckert VI	CAC	Eckert IV			1765590.920000	4354471.030000		1825355.440000	4433604.130000		1825355.434316	4433604.120883					-96.000000		0.000000	0.000000							-96.000000		0.000000	0.000000					Successful-Equivalent
83	CAC	Equidistant Cylindrical	CAC	Eckert VI			2149463.930000	3891820.750000		1765590.920000	4354471.030000		1765590.922310	4354471.038002					-96.000000	23.000000	0.000000	0.000000							-96.000000		0.000000	0.000000					Successful-Equivalent
84	CAC	Mollweide	CAC	Equidistant Cylindrical			1857654.450000	4218495.060000		2149463.930000	3891820.750000		2149463.933761	3891820.751454					-96.000000		0.000000	0.000000							-96.000000	23.000000	0.000000	0.000000					Successful-Equivalent
85	WGE	Lambert Conformal Conic	WGC	Albers Equal Area			0.000000	5395427.571000		-896119.217000	6064188.303000		-896119.217072	6064188.302650			50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					Successful-Equivalent
86	WGE	Lambert Conformal Conic	WGC	Lambert Conformal Conic			0.000000	5268240.130000		0.000000	5395425.800000		0.000000	5395425.798201			50.500000	50.500000	96.000000	50.500000	0.000000	0.000000					50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					Successful-Equivalent
87	WGC	Mercator	CAZ	Lambert Conformal Conic			-558000.000000	-6461697.000000		-300709.570000	-1718553.410000		-300709.677312	-1718553.432663					180.000000	-60.000000	0.000000	0.000000					-60.000000	-60.000000	180.000000	-60.000000	0.000000	0.000000					Successful-Equivalent
88	WGE	Polar Stereographic	DID	Mercator			82849.623590	469863.564000		788601.020000	-14114177.550000		788601.000479	-14114177.106923					170.000000	-45.000000	0.000000	0.000000							170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
89	WGE	Transverse Mercator	CAZ	Polar Stereographic			96820.412460	-4465221.116000		82724.650000	469790.140000		82724.643782	469790.173461			0.999600		170.000000	-45.000000	0.000000	0.000000							170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
90	NAR-C	Cylindrical Equal Area	NAS-B	Cassini			964862.800000	4707084.170000		852166.150000	1157594.580000		852166.119425	1157594.581158					-100.000000	30.000000	0.000000	0.000000							-100.000000	30.000000	0.000000	0.000000					Warning-Equivalent
91	WGE	Sinusoidal	NAS-C	Cylindrical Equal Area			853938.570000	4429529.030000		964891.340000	4706833.080000		964891.314627	4706833.118938					-100.000000		0.000000	0.000000							-100.000000	30.000000	0.000000	0.000000					Successful-Equivalent
92	INF-A	Transverse Cylindrical Equal Area	INH-A	Sinusoidal			-849251.210000	1157407.280000		-853589.820000	4429248.910000		-853590.689067	4429250.626060			1.000000		100.000000	30.000000	0.000000	0.000000							100.000000		0.000000	0.000000					Warning-Different
93	NAS-W	Orthographic	NAS-V	Gnomonic			-553156.010000	1683155.710000		-575927.710000	1752263.600000		-575927.693930	1752263.674452					-170.000000	45.000000	0.000000	0.000000							-170.000000	45.000000	0.000000	0.000000					Warning-Equivalent
94	REU	Van der Grinten	IST	Miller Cylindrical			-2699137.590000	-3444937.720000		-2779998.540000	-3439302.340000		-2779998.433704	-3439302.192625					100.000000		0.000000	0.000000							100.000000		0.000000	0.000000					Warning-Equivalent
95	BER	Eckert IV	CAC	Van der Grinten			1825355.440000	4433604.130000		2240103.960000	4061785.390000		2240104.103819	4061785.527964					-96.000000		0.000000	0.000000							-96.000000		0.000000	0.000000					Warning-Equivalent
96	CAC	Eckert VI	NAS-A	Eckert IV			1765590.920000	4354471.030000		1825359.810000	4433598.880000		1825359.779288	4433598.929647					-96.000000		0.000000	0.000000							-96.000000		0.000000	0.000000					Successful-Equivalent
97	EUR-G	Equidistant Cylindrical	OGB-A	Eckert VI			-7.860000	6115939.550000		10.150000	6635371.840000		10.146468	6635371.865949					0.000000	45.000000	0.000000	0.000000							0.000000		0.000000	0.000000					Successful-Equivalent
98	AUA	Mollweide	AUG	Equidistant Cylindrical			-1326902.850000	-4218516.740000		-1179406.480000	-3891841.970000		-1179407.588752	-3891841.450798					145.000000		0.000000	0.000000							145.000000	-45.000000	0.000000	0.000000					Successful-Different
99	WGE	UPS	WGC	MGRS	N		1999999.000000	2000000.000000		YZH9999900000			YZH9999800000																								Successful-Equivalent
100	WGE	MGRS	NAS-W	UTM		1	01TBE4390032069			244103.000000	4432004.000000		244102.372592	4432004.618920		1																					Warning-Equivalent
101	WGE	MGRS	ADI-F	GEOREF			30NZF3397700000			NFAQ0000059886			NFAQ0000059886																								Warning-Equivalent
102	WGE	UPS	WGC	GEOREF	N		1999999.000000	2000000.000000		FMQQ5999159999			FMQQ5999159999																								Successful-Equivalent
103	WGE	UTM	MPO	GEOREF	30		833978.556800	0.000000		NFAQ0007059977			NFAQ0007059977																								Warning-Equivalent
104	WGE	UPS	CAZ	UTM	S	-60	2000000.000000	909413.000000		556847.000000	1094190.000000		556846.534242	1094189.814997		-60																					Successful-Equivalent
105	NAS-V	MGRS	NAS-W	UTM		1	01TBQ4405031975			244103.000000	4432004.000000		244103.041857	4432004.372813		1																					Warning-Equivalent
106	MIN-B	UTM	MPO	GEOREF	-31		166109.000000	9999878.000000		NFAQ0007059977			NFAQ0007059977																								Warning-Equivalent
107	DID	UPS	CAZ	UTM	S	-60	1999988.000000	909172.000000		556847.000000	1094190.000000		556846.515975	1094189.709402		-60																					Warning-Equivalent
108	NAS-A	Lambert Conformal Conic	CAC	MGRS			1894410.900000	1564649.480000		18SVP9999672850			18SVP9999572850				33.000000	45.000000	-96.000000	23.000000	0.000000	0.000000															Successful-Equivalent
109	NAR-H	Mercator	OHA-M	UTM		60	-19735085.530000	0.000000		833696.000000	180.000000		833695.921217	180.164605		60			0.000000	-10.000000	0.000000	0.000000															Warning-Equivalent
110	CAZ	Polar Stereographic	DID	UTM		-56	-1540033.600000	-560526.400000		413650.000000	1674638.000000		413650.182170	1674636.741402		-56			-100.000000	-71.000000	0.000000	0.000000															Warning-Different
111	WGE	Geodetic	WGC	Albers Equal Area			90.000000	90.000000		-95913.330000	4356030.620000		-95913.330124	4356030.618678													50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					Successful-Equivalent
112	WGE	Geodetic	WGC	Lambert Conformal Conic			90.000000	90.000000		0.000000	5395425.800000		0.000000	5395425.798201													50.500000	65.500000	96.000000	45.000000	0.000000	0.000000					Successful-Equivalent
113	WGC	Geodetic	CAZ	Lambert Conformal Conic			-75.000000	170.000000		-300709.570000	-1718553.410000		-300709.593701	-1718553.363498													-60.000000	-60.000000	180.000000	-60.000000	0.000000	0.000000					Successful-Equivalent
114	WGE	Geodetic	DID	Mercator			-85.000000	-180.000000		788601.020000	-14114177.550000		788601.000433	-14114177.106996															170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
115	WGE	Geodetic	CAZ	Polar Stereographic			-85.000000	-180.000000		82724.650000	469790.140000		82724.652290	469790.172307															170.000000	-45.000000	0.000000	0.000000					Warning-Equivalent
116	ADI-F	Geodetic	MIN-B	Transverse Mercator			0.000000	0.000000		91.020000	1105400.280000		90.965582	1105400.299305													0.999600		0.000000	-10.000000	0.000000	0.000000					Warning-Equivalent
117	WGE	Geodetic	NAS-A	Bonne			40.000000	-90.000000		852922.110000	1146012.930000		852922.144029	1146012.918936															-100.000000	30.000000	0.000000	0.000000					Successful-Equivalent
118	NAR-C	Geodetic	NAS-B	Cassini			40.000000	-90.000000		852166.150000	1157594.580000		852166.121395	1157594.583539															-100.000000	30.000000	0.000000	0.000000					Warning-Equivalent
119	WGE	Geodetic	NAS-C	Cylindrical Equal Area			40.000000	-90.000000		964891.340000	4706833.080000		964891.314216	4706833.119333															-100.000000	30.000000	0.000000	0.000000					Successful-Equivalent
120	INF-A	Geodetic	INH-A	Sinusoidal			40.001073	90.002541		-853589.820000	4429248.910000		-853590.692604	4429250.629544															100.000000		0.000000	0.000000					Warning-Different
121	NAS-W	Geodetic	NAS-V	Gnomonic			60.000000	180.000000		-575927.710000	1752263.600000		-575927.716404	1752263.744003															-170.000000	45.000000	0.000000	0.000000					Warning-Equivalent
122	HIT	Geodetic	SAN-D	Sinusoidal			-50.000000	-75.000000		1075589.080000	-5540816.690000		1075589.102864	-5540816.628409															-90.000000		0.000000	0.000000					Successful-Equivalent
123	REU	Geodetic	IST	Miller Cylindrical			-30.000000	75.000000		-2779998.540000	-3439302.340000		-2779998.552642	-3439302.326577															100.000000		0.000000	0.000000					Warning-Equivalent
124	BER	Geodetic	CAC	Van der Grinten			35.000000	-75.000000		2240103.960000	4061785.390000		2240104.102284	4061785.523085															-96.000000		0.000000	0.000000					Warning-Equivalent
125	CAC	Geodetic	NAS-A	Eckert IV			35.000000	-75.000000		1825359.810000	4433598.880000		1825359.783866	4433598.934252															-96.000000		0.000000	0.000000					Successful-Equivalent
126	EUR-G	Geodetic	OGB-A	Eckert VI			55.000000	-0.000100		10.150000	6635371.840000		10.143149	6635371.868703															0.000000		0.000000	0.000000					Successful-Equivalent
127	AUA	Geodetic	AUG	Equidistant Cylindrical			-35.000000	130.000000		-1179406.480000	-3891841.970000		-1179407.592587	-3891841.446835															145.000000	-45.000000	0.000000	0.000000					Successful-Different
128	WGE	Geodetic	WGC	MGRS			89.999990	-90.000000		YZH9999900000			YZH9999800000																								Successful-Equivalent
129	WGE	Geodetic	NAS-W	UTM		1	40.000000	-180.000000		244103.000000	4432004.000000		244102.725113	4432004.675801		1																					Warning-Equivalent
130	WGE	Geodetic	ADI-F	GEOREF			0.000000	-0.000010		NFAQ0000059886			NFAQ0000059886																								Warning-Equivalent
131	WGE	Geodetic	WGC	GEOREF			89.999990	-90.000000		FMQQ5999159999			FMQQ5999159999																								Successful-Equivalent
132	WGE	Geodetic	MPO	GEOREF			0.000000	0.000000		NFAQ0007059977			NFAQ0007059977																								Warning-Equivalent
133	WGE	Geodetic	CAZ	UTM		-60	-80.200000	-180.000000		556847.000000	1094190.000000		556846.508825	1094189.322828		-60																					Warning-Equivalent
134	NAS-V	Geodetic	NAS-W	UTM		1	40.001093	-179.998220		244103.000000	4432004.000000		244102.727128	4432004.724276		1																					Warning-Equivalent
135	MIN-B	Geodetic	MPO	GEOREF			-0.001103	0.000836		NFAQ0007059977			NFAQ0007059977																								Warning-Equivalent
136	DID	Geodetic	CAZ	UTM		-60	-80.198535	-179.999369		556847.000000	1094190.000000		556846.508280	1094189.352146		-60																					Warning-Equivalent
