TEST CASE ID	INPUT DATUM(Code)	INPUT PROJECTION	OUTPUT DATUM(Code)	OUTPUT PROJECTION	INPUT ZONE	OUTPUT ZONE	INPUT_COORDS			OUTPUT_COORDS			CALCULATED_OUTPUT_COORDS				INPUT_SYSTEM_PARAMETERS										OUTPUT_SYSTEM_PARAMETERS										RESULTS
16	WGE	Geodetic	AIA	Geodetic			16.999140	-62.002180	378.290000	17.000000	-61.999999	409.990000	17.000000	-61.999999	409.994683																						Successful-Equivalent
17	WGE	Geodetic	ARF-A	Geodetic			-22.647540	24.794000	225.490000	-22.646781	24.794364	210.000000	-22.646781	24.794364	210.004140																						Successful-Equivalent
18	WGE	Geodetic	ARF-H	Geodetic			-3.528190	29.545340	203.470000	-3.525866	29.544700	209.990000	-3.525866	29.544700	209.988294																						Successful-Equivalent
19	WGE	Geodetic	ARF-H	Geodetic			-3.880300	30.115690	205.750000	-3.878008	30.115038	209.990000	-3.878008	30.115038	209.987037																						Successful-Equivalent
20	WGE	Geodetic	ARF-B	Geodetic			-30.216000	27.613330	243.320000	-30.215709	27.613722	210.000000	-30.215709	27.613722	210.001043																						Successful-Equivalent
21	WGE	Geodetic	ARF-B	Geodetic			-29.234300	27.942360	242.530000	-29.233952	27.942739	210.000000	-29.233952	27.942739	210.004335																						Successful-Equivalent
22	WGE	Geodetic	ARF-B	Geodetic			-30.431720	28.148490	243.140000	-30.431439	28.148867	210.000000	-30.431439	28.148867	209.999995																						Successful-Equivalent
23	WGE	Geodetic	ARF-C	Geodetic			-13.209400	34.327320	206.860000	-13.207653	34.327039	209.990000	-13.207653	34.327039	209.990997																						Successful-Equivalent
24	WGE	Geodetic	ARF-C	Geodetic			-14.964160	35.741870	213.320000	-14.962559	35.741546	210.000000	-14.962560	35.741547	209.997346																						Successful-Equivalent
25	WGE	Geodetic	ARF-D	Geodetic			-26.839910	31.484500	233.370000	-26.839382	31.484697	210.000000	-26.839382	31.484697	209.998355																						Successful-Equivalent
26	WGE	Geodetic	ARF-E	Geodetic			-4.924180	27.719510	185.570000	-4.922091	27.718953	209.990000	-4.922091	27.718953	209.987093																						Successful-Equivalent
27	WGE	Geodetic	ARF-F	Geodetic			-14.610710	23.581770	212.340000	-14.609398	23.581854	210.000000	-14.609398	23.581854	209.996676																						Successful-Equivalent
28	WGE	Geodetic	ARF-G	Geodetic			-20.699900	31.119080	222.030000	-20.698961	31.119164	210.000000	-20.698959	31.119158	213.236209																						Successful-Different
29	WGE	Geodetic	ARF-M	Geodetic			-20.000990	24.999800	224.400000	-20.000001	25.000002	210.000000	-20.000001	25.000002	209.999418																						Successful-Equivalent
30	WGE	Geodetic	ARS-M	Geodetic			-0.673920	36.814540	1855.430000	-0.671250	36.813722	1871.460000	-0.671250	36.813722	1871.460065																						Successful-Equivalent
31	WGE	Geodetic	ARS-A	Geodetic			0.028520	38.324070	410.570000	0.031227	38.323210	422.980000	0.031226	38.323210	422.983122																						Successful-Equivalent
32	WGE	Geodetic	ARS-B	Geodetic			-5.002310	35.000740	189.960000	-5.000004	35.000005	209.990000	-5.000004	35.000005	209.990299																						Successful-Equivalent
33	WGE	Geodetic	ASC	Geodetic			-6.045020	-14.326710	785.160000	-6.045455	-14.327188	764.600000	-6.045455	-14.327188	764.601464																						Successful-Equivalent
34	WGE	Geodetic	ATF	Geodetic			24.799830	141.232280	429.640000	24.802435	141.233756	368.760000	24.802435	141.233756	368.758127																						Successful-Equivalent
35	WGE	Geodetic	SHB	Geodetic			-14.061700	-5.711820	814.200000	-14.056938	-5.716592	810.520000	-14.056938	-5.716592	810.519455																						Successful-Equivalent
36	WGE	Geodetic	TRN	Geodetic			-23.872020	-166.281630	523.950000	-23.869576	-166.283002	229.230000	-23.869576	-166.283002	229.225922																						Warning-Equivalent
37	WGE	Geodetic	ASQ	Geodetic			24.285510	153.983040	274.790000	24.285538	153.981505	244.620000	24.285538	153.981505	244.615278																						Successful-Equivalent
38	WGE	Geodetic	AUA	Geodetic			-30.000070	148.025630	491.780000	-30.001625	148.024478	467.230000	-30.001635	148.024470	475.242101																						Successful-Different
39	WGE	Geodetic	AUA	Geodetic			-35.082110	147.097880	872.560000	-35.083650	147.096646	864.780000	-35.083654	147.096639	872.863122																						Successful-Different
40	WGE	Geodetic	AUG	Geodetic			-29.462470	133.174230	436.940000	-29.463896	133.172884	438.020000	-29.463896	133.172884	438.019642																						Successful-Equivalent
41	WGE	Geodetic	PHA	Geodetic			11.532140	42.762130	194.560000	11.531827	42.762507	210.000000	11.531857	42.762512	208.496098																						Successful-Equivalent
42	WGE	Geodetic	IBE	Geodetic			-16.261840	168.357180	498.370000	-16.266299	168.349895	416.260000	-16.266299	168.349895	416.257744																						Successful-Equivalent
43	WGE	Geodetic	BER	Geodetic			32.355220	-64.655820	157.800000	32.353822	-64.656088	186.980000	32.353822	-64.656088	186.975953																						Successful-Equivalent
44	WGE	Geodetic	BID	Geodetic			11.859060	-14.236890	237.700000	11.858725	-14.238750	210.000000	11.858725	-14.238750	209.997799																						Successful-Equivalent
45	WGE	Geodetic	BOO	Geodetic			5.464320	-73.731190	2825.790000	5.467160	-73.734616	2810.790000	5.467160	-73.734616	2810.785203																						Successful-Equivalent
46	WGE	Geodetic	BUR	Geodetic			-1.000680	101.004500	232.110000	-1.000340	101.002252	246.120000	-1.000340	101.002252	246.116328																						Warning-Equivalent
47	WGE	Geodetic	CAZ	Geodetic			-88.999800	-90.106360	2054.440000	-89.001022	-90.053159	2131.490000	-89.001022	-90.053159	2131.485030																						Warning-Equivalent
48	WGE	Geodetic	CAZ	Geodetic			-80.805860	-140.566120	161.960000	-80.807895	-140.568001	209.990000	-80.807895	-140.568001	209.987250																						Warning-Equivalent
49	WGE	Geodetic	CAI	Geodetic			-30.056300	-65.106590	866.690000	-30.056877	-65.105792	844.330000	-30.056877	-65.105792	844.325210																						Successful-Equivalent
50	WGE	Geodetic	CAI	Geodetic			-27.589620	-61.940540	405.860000	-27.590223	-61.939865	384.160000	-27.590223	-61.939865	384.156350																						Successful-Equivalent
51	WGE	Geodetic	CAO	Geodetic			-1.210330	-171.662280	238.480000	-1.206926	-171.665371	230.310000	-1.206926	-171.665371	230.311664																						Successful-Equivalent
52	WGE	Geodetic	CAP	Geodetic			-32.168660	23.545560	236.700000	-32.168463	23.546034	210.000000	-32.168463	23.546034	210.003951																						Successful-Equivalent
53	WGE	Geodetic	CAC	Geodetic			25.266280	-76.309840	178.690000	25.265890	-76.310176	208.360000	25.265890	-76.310175	208.361379																						Successful-Equivalent
54	WGE	Geodetic	CAC	Geodetic			28.227810	-80.605700	163.150000	28.227520	-80.605931	192.770000	28.227520	-80.605931	192.770670																						Successful-Equivalent
55	WGE	Geodetic	CGE	Geodetic			32.624560	9.906170	235.800000	32.622891	9.905625	209.990000	32.622891	9.905625	209.990770																						Successful-Equivalent
56	WGE	Geodetic	CHI	Geodetic			-42.208530	-176.822750	253.570000	-42.209058	-176.823327	247.510000	-42.209058	-176.823327	247.513230																						Successful-Equivalent
57	WGE	Geodetic	CHU	Geodetic			-26.627300	-55.828800	363.770000	-26.626655	-55.828978	354.730000	-26.626655	-55.828978	354.728595																						Successful-Equivalent
58	WGE	Geodetic	CHU	Geodetic			-22.040080	-60.586820	398.220000	-22.039511	-60.586779	395.070000	-22.039511	-60.586779	395.069387																						Successful-Equivalent
59	WGE	Geodetic	EST	Geodetic			58.000270	24.999630	541.990000	57.999999	25.000004	522.190000	57.999999	25.000004	522.186294																						Successful-Equivalent
60	WGE	Geodetic	COA	Geodetic			-1.701960	-51.825470	198.680000	-1.701884	-51.824970	210.000000	-1.701884	-51.824970	210.001113																						Successful-Equivalent
61	WGE	Geodetic	COA	Geodetic			4.389760	-57.465240	204.960000	4.389763	-57.464509	210.000000	4.389763	-57.464509	209.998674																						Successful-Equivalent
62	WGE	Geodetic	DAL	Geodetic			12.080530	-16.050230	244.830000	12.080553	-16.050346	210.000000	12.080553	-16.050346	209.997862																						Successful-Equivalent
63	WGE	Geodetic	DID	Geodetic			-60.727030	-60.045760	242.950000	-60.730001	-60.049998	209.970000	-60.730001	-60.049998	209.969261																						Warning-Equivalent
64	WGE	Geodetic	BAT	Geodetic			-1.648270	99.836660	433.020000	-1.647975	99.834367	436.280000	-1.647975	99.834367	436.281108																						Successful-Equivalent
65	WGE	Geodetic	BAT	Geodetic			-5.429970	95.547830	536.340000	-5.430018	95.545038	559.810000	-5.430018	95.545038	559.807961																						Successful-Equivalent
66	WGE	Geodetic	GIZ	Geodetic			-7.905450	156.825260	389.220000	-7.898580	156.824422	323.510000	-7.898579	156.824422	323.514654																						Successful-Equivalent
67	WGE	Geodetic	EAS	Geodetic			-26.822430	-109.425450	430.310000	-26.823136	-109.426960	434.290000	-26.823136	-109.426960	434.289826																						Successful-Equivalent
68	WGE	Geodetic	EUR-G	Geodetic			49.502460	-2.519760	335.830000	49.503414	-2.518384	281.890000	49.503414	-2.518384	281.894760																						Successful-Equivalent
69	WGE	Geodetic	EUR-E	Geodetic			35.077560	33.263390	233.930000	35.078629	33.263691	209.990000	35.078629	33.263691	209.994640																						Successful-Equivalent
70	WGE	Geodetic	EUR-F	Geodetic			26.813200	28.997820	222.240000	26.814385	28.998215	209.990000	26.814385	28.998215	209.992953																						Successful-Equivalent
71	WGE	Geodetic	EUR-K	Geodetic			51.273530	-0.773920	370.910000	51.274413	-0.772528	322.050000	51.274413	-0.772528	322.046240																						Successful-Equivalent
72	WGE	Geodetic	EUR-C	Geodetic			60.260840	25.000380	228.940000	60.261155	25.001271	209.990000	60.261154	25.001271	209.990161																						Successful-Equivalent
73	WGE	Geodetic	EUR-M	Geodetic			48.103340	11.438150	250.460000	48.104183	11.439208	209.990000	48.104183	11.439208	209.993957																						Successful-Equivalent
74	WGE	Geodetic	EUR-A	Geodetic			54.940770	9.568830	243.170000	54.941414	9.570081	209.990000	54.941414	9.570081	209.993442																						Successful-Equivalent
75	WGE	Geodetic	EUR-B	Geodetic			34.965460	25.685590	260.780000	34.966589	25.686129	210.000000	34.966589	25.686129	209.999010																						Successful-Equivalent
76	WGE	Geodetic	EUR-H	Geodetic			36.759700	45.942730	189.020000	36.760722	45.942816	210.000000	36.760722	45.942816	209.999208																						Successful-Equivalent
77	WGE	Geodetic	EUR-D	Geodetic			41.142570	-8.447710	291.830000	41.143799	-8.446302	209.990000	41.143799	-8.446302	209.991270																						Successful-Equivalent
78	WGE	Geodetic	EUR-I	Geodetic			39.180370	9.159090	349.230000	39.181375	9.160088	297.380000	39.181375	9.160088	297.375134																						Successful-Equivalent
79	WGE	Geodetic	EUR-J	Geodetic			37.408500	14.916980	318.000000	37.409623	14.917658	275.110000	37.409623	14.917658	275.105115																						Successful-Equivalent
80	WGE	Geodetic	EUR-T	Geodetic			34.998800	9.999380	258.530000	35.000004	9.999998	221.990000	35.000004	9.999998	221.989904																						Successful-Equivalent
81	WGE	Geodetic	EUR-S	Geodetic			31.998880	36.999760	1068.030000	32.000000	37.000000	1041.200000	32.000000	37.000000	1041.199919																						Successful-Equivalent
82	WGE	Geodetic	EUR-C	Geodetic			70.983340	25.891120	639.870000	70.983182	25.892425	622.980000	70.983182	25.892425	622.975657																						Successful-Equivalent
83	WGE	Geodetic	EUS	Geodetic			57.737810	11.902500	239.390000	57.738330	11.903812	210.000000	57.738330	11.903812	209.995699																						Successful-Equivalent
84	WGE	Geodetic	FOT	Geodetic			17.300680	-62.999140	548.600000	17.300005	-62.999999	586.300000	17.300004	-62.999999	586.297548																						Successful-Equivalent
85	WGE	Geodetic	GAA	Geodetic			5.000580	73.000300	120.120000	5.000000	72.999999	210.000000	5.000000	72.999999	209.996272																						Successful-Equivalent
86	WGE	Geodetic	GEO	Geodetic			-45.939320	170.246240	507.080000	-45.940890	170.246144	513.530000	-45.940890	170.246144	513.534466																						Successful-Equivalent
87	WGE	Geodetic	GRA	Geodetic			37.999880	-27.998880	268.900000	38.000004	-28.000003	209.990000	38.000004	-28.000003	209.994149																						Successful-Equivalent
88	WGE	Geodetic	GUA	Geodetic			13.616150	144.856830	465.500000	13.614726	144.854424	407.540000	13.614726	144.854424	407.539308																						Successful-Equivalent
89	WGE	Geodetic	GSE	Geodetic			-2.998650	116.001130	353.860000	-2.999332	116.000569	305.310000	-2.999332	116.000569	305.312156																						Successful-Equivalent
90	WGE	Geodetic	DOB	Geodetic			-8.578950	160.052750	340.160000	-8.572063	160.051746	283.890000	-8.572063	160.051746	283.893184																						Successful-Equivalent
91	WGE	Geodetic	HEN	Geodetic			31.589350	65.449120	205.820000	31.587601	65.446901	209.980000	31.587601	65.446901	209.981403																						Successful-Equivalent
92	WGE	Geodetic	HER	Geodetic			43.000200	18.994920	786.260000	42.999996	18.999996	744.570000	42.999996	18.999996	744.568974																						Successful-Equivalent
93	WGE	Geodetic	HJO	Geodetic			63.412390	-17.838980	273.670000	63.412722	-17.839409	210.000000	63.412708	-17.839428	207.452211																						Successful-Different
94	WGE	Geodetic	HKD	Geodetic			22.198200	114.222880	366.690000	22.199731	114.220422	369.660000	22.199731	114.220422	369.662421																						Successful-Equivalent
95	WGE	Geodetic	HTN	Geodetic			25.021370	121.643750	648.710000	25.023153	121.635524	620.560000	25.023153	121.635524	620.555359																						Successful-Equivalent
96	WGE	Geodetic	IND-B	Geodetic			23.132630	89.189850	101.780000	23.131914	89.192503	163.140000	23.131914	89.192503	163.135857																						Successful-Equivalent
97	WGE	Geodetic	IND-I	Geodetic			31.595730	74.831430	229.990000	31.596001	74.832401	209.990000	31.596001	74.832401	209.991375																						Successful-Equivalent
98	WGE	Geodetic	IND-I	Geodetic			27.758330	85.341120	204.020000	27.758098	85.343496	209.990000	27.758098	85.343496	209.985893																						Successful-Equivalent
99	WGE	Geodetic	INF-A	Geodetic			13.755840	100.560330	178.000000	13.754103	100.563697	209.970000	13.754103	100.563697	209.973061																						Successful-Equivalent
100	WGE	Geodetic	ING-B	Geodetic			8.725580	106.626340	238.800000	8.723140	106.630304	227.930000	8.723140	106.630304	227.928909																						Successful-Equivalent
101	WGE	Geodetic	ING-A	Geodetic			20.952120	105.777160	227.570000	20.950905	105.781295	209.960000	20.950905	105.781295	209.962224																						Successful-Equivalent
102	WGE	Geodetic	IDN	Geodetic			1.382040	124.878050	234.540000	1.381995	124.877796	210.000000	1.381995	124.877796	210.001894																						Successful-Equivalent
103	WGE	Geodetic	IDN	Geodetic			-1.321750	132.855850	238.210000	-1.321797	132.855600	210.000000	-1.321797	132.855600	209.999441																						Successful-Equivalent
104	WGE	Geodetic	IRL	Geodetic			53.342990	-6.269770	262.330000	53.342754	-6.268779	209.990000	53.342754	-6.268779	209.988678																						Successful-Equivalent
105	WGE	Geodetic	ISG	Geodetic			-53.981240	-37.335550	334.620000	-53.975336	-37.329653	315.970000	-53.975336	-37.329652	315.972200																						Successful-Equivalent
106	WGE	Geodetic	IST	Geodetic			-6.650690	72.469470	64.740000	-6.648454	72.472449	138.210000	-6.648454	72.472449	138.214540																						Successful-Equivalent
107	WGE	Geodetic	JOH	Geodetic			16.735620	-169.522720	261.980000	16.737376	-169.523771	240.920000	16.737376	-169.523771	240.919348																						Successful-Equivalent
108	WGE	Geodetic	KAN	Geodetic			7.205620	79.965490	73.470000	7.205296	79.963384	168.380000	7.205296	79.963384	168.383099																						Successful-Equivalent
109	WGE	Geodetic	KEG	Geodetic			-48.647370	70.253170	321.040000	-48.647940	70.255879	282.680000	-48.647940	70.255879	282.681665																						Successful-Equivalent
110	WGE	Geodetic	KEA	Geodetic			1.203160	104.098430	205.110000	1.203203	104.100197	210.000000	1.203203	104.100197	209.997619																						Successful-Equivalent
111	WGE	Geodetic	KUS	Geodetic			5.319990	163.012590	407.570000	5.330178	163.029627	360.740000	5.330178	163.029626	360.738437																						Successful-Equivalent
112	WGE	Geodetic	LCF	Geodetic			19.690940	-79.881590	190.000000	19.690701	-79.882192	205.990000	19.690701	-79.882192	205.985310																						Successful-Equivalent
113	WGE	Geodetic	LEH	Geodetic			9.397210	-1.529000	243.300000	9.394785	-1.529232	209.980000	9.394785	-1.529232	209.984389																						Successful-Equivalent
114	WGE	Geodetic	LIB	Geodetic			9.499620	-6.709620	234.410000	9.499721	-6.709886	210.000000	9.499721	-6.709886	209.999753																						Successful-Equivalent
115	WGE	Geodetic	LUZ-B	Geodetic			16.580760	120.305870	321.530000	16.582553	120.304421	293.040000	16.582553	120.304421	293.035735																						Warning-Equivalent
116	WGE	Geodetic	LUZ-A	Geodetic			18.032540	120.552220	353.330000	18.034244	120.550769	321.210000	18.034244	120.550769	321.212821																						Successful-Equivalent
117	WGE	Geodetic	MPO	Geodetic			0.241680	12.827430	221.300000	0.241323	12.828421	210.000000	0.241323	12.828421	209.998327																						Successful-Equivalent
118	WGE	Geodetic	MIK	Geodetic			-3.691600	55.736940	221.990000	-3.690703	55.738360	261.070000	-3.690703	55.738360	261.071076																						Successful-Equivalent
119	WGE	Geodetic	MAS	Geodetic			15.327240	38.894740	2538.300000	15.328207	38.895541	2532.760000	15.328207	38.895541	2532.756610																						Successful-Equivalent
120	WGE	Geodetic	MER	Geodetic			33.938020	-2.786280	259.460000	33.940704	-2.787874	209.990000	33.940704	-2.787874	209.986125																						Successful-Equivalent
121	WGE	Geodetic	MER	Geodetic			28.368050	-11.181630	529.270000	28.370318	-11.183152	471.660000	28.370318	-11.183152	471.660748																						Successful-Equivalent
122	WGE	Geodetic	MID	Geodetic			28.229830	-177.368280	238.940000	28.216884	-177.369297	228.280000	28.226611	-177.369293	228.719847																						Successful-Equivalent
123	WGE	Geodetic	MIN-A	Geodetic			7.193040	13.676290	233.290000	7.192680	13.676856	210.000000	7.192680	13.676856	209.996642																						Successful-Equivalent
124	WGE	Geodetic	MIN-B	Geodetic			6.682510	7.280430	229.280000	6.682034	7.281159	210.000000	6.682034	7.281159	210.000082																						Successful-Equivalent
125	WGE	Geodetic	ASM	Geodetic			16.702040	-61.996980	172.890000	16.700004	-62.000001	209.980000	16.700004	-62.000001	209.978758																						Successful-Equivalent
126	WGE	Geodetic	NAH-A	Geodetic			25.684410	48.122580	168.680000	25.682792	48.121732	209.990000	25.682792	48.121732	209.994840																						Warning-Equivalent
127	WGE	Geodetic	NAH-C	Geodetic			24.850910	46.060790	182.570000	24.848240	46.060377	209.990000	24.848240	46.060377	209.989847																						Successful-Equivalent
128	WGE	Geodetic	NAH-B	Geodetic			24.248570	49.792350	164.620000	24.246754	49.791469	209.990000	24.246754	49.791469	209.989740																						Successful-Equivalent
129	WGE	Geodetic	NAP	Geodetic			11.200510	-60.650610	463.500000	11.198778	-60.652213	509.340000	11.198778	-60.652213	509.335975																						Successful-Equivalent
130	WGE	Geodetic	NAS-C	Geodetic			37.500050	-100.000400	374.650000	37.500004	-99.999997	410.000000	37.500004	-99.999997	409.995235																						Successful-Equivalent
131	WGE	Geodetic	NAS-Q	Geodetic			25.000390	-77.999720	231.180000	24.999997	-77.999998	266.200000	24.999998	-77.999998	266.204111																						Successful-Equivalent
132	WGE	Geodetic	NAS-R	Geodetic			24.000260	-74.399620	284.320000	23.999998	-74.400000	310.000000	23.999998	-74.399999	309.996082																						Successful-Equivalent
133	WGE	Geodetic	NAS-D	Geodetic			64.977740	-147.500800	534.820000	64.978172	-147.498332	533.690000	64.978171	-147.498332	533.690049																						Successful-Equivalent
134	WGE	Geodetic	NAS-D	Geodetic			52.714120	174.108770	324.660000	52.715381	174.110749	257.420000	52.715381	174.110749	257.421785																						Warning-Equivalent
135	WGE	Geodetic	NAS-V	Geodetic			52.598830	-175.002240	274.070000	52.600001	-175.000003	243.090000	52.600001	-175.000003	243.090699																						Successful-Equivalent
136	WGE	Geodetic	NAS-W	Geodetic			52.498390	174.997010	222.750000	52.499995	175.000005	209.980000	52.499995	175.000005	209.982974																						Successful-Equivalent
137	WGE	Geodetic	NAS-F	Geodetic			53.160360	-128.696150	199.060000	53.160523	-128.694554	204.580000	53.160523	-128.694554	204.584879																						Successful-Equivalent
138	WGE	Geodetic	NAS-E	Geodetic			84.173030	-30.387330	220.980000	84.172503	-30.398903	209.990000	84.172503	-30.398903	209.987443																						Warning-Equivalent
139	WGE	Geodetic	NAS-H	Geodetic			58.759390	-93.990430	169.320000	58.759233	-93.990086	197.260000	58.759233	-93.990086	197.264506																						Successful-Equivalent
140	WGE	Geodetic	NAS-G	Geodetic			45.430810	-66.812450	532.500000	45.430752	-66.812997	557.580000	45.430753	-66.812997	557.580218																						Successful-Equivalent
141	WGE	Geodetic	NAS-I	Geodetic			62.812050	-92.087940	167.180000	62.811749	-92.087905	191.330000	62.811749	-92.087905	191.330039																						Successful-Equivalent
142	WGE	Geodetic	NAS-J	Geodetic			69.476850	-140.919470	651.370000	69.476995	-140.916601	649.860000	69.476995	-140.916601	649.857326																						Successful-Equivalent
143	WGE	Geodetic	NAS-P	Geodetic			19.915350	-75.208510	194.630000	19.914744	-75.208828	220.220000	19.914744	-75.208829	220.221246																						Successful-Equivalent
144	WGE	Geodetic	NAS-B	Geodetic			48.061360	-98.766370	608.880000	48.061393	-98.765939	644.960000	48.061393	-98.765939	644.959097																						Successful-Equivalent
145	WGE	Geodetic	NAS-A	Geodetic			43.736470	-84.807450	418.230000	43.736442	-84.807520	455.030000	43.736442	-84.807520	455.029229																						Successful-Equivalent
146	WGE	Geodetic	NAS-T	Geodetic			23.000470	-79.999830	373.800000	22.999999	-80.000001	410.300000	22.999999	-80.000001	410.298016																						Successful-Equivalent
147	WGE	Geodetic	NAS-U	Geodetic			76.501590	-68.531600	434.980000	76.501264	-68.533593	424.700000	76.501264	-68.533593	424.698372																						Successful-Equivalent
148	WGE	Geodetic	NAS-O	Geodetic			9.302580	-79.930510	271.390000	9.301291	-79.930709	297.150000	9.301291	-79.930709	297.151009																						Successful-Equivalent
149	WGE	Geodetic	NAS-N	Geodetic			15.396010	-90.580930	2414.010000	15.395118	-90.580918	2430.330000	15.395118	-90.580918	2430.329987																						Successful-Equivalent
150	WGE	Geodetic	NAS-L	Geodetic			23.922070	-104.995190	2799.950000	23.921643	-104.994746	2804.460000	23.921643	-104.994746	2804.463257																						Successful-Equivalent
151	WGE	Geodetic	NAR-D	Geodetic			30.159800	-111.147590	914.460000	30.159800	-111.147590	914.460000	30.159800	-111.147590	914.460026																						Successful-Equivalent
152	WGE	Geodetic	NAR-A	Geodetic			65.000000	-150.000000	1210.200000	65.000000	-150.000000	1210.200000	65.000000	-150.000000	1210.200086																						Successful-Equivalent
153	WGE	Geodetic	NAR-E	Geodetic			52.000010	-180.000000	224.680000	52.000002	-180.000000	220.300000	52.000002	-180.000000	220.296699																						Successful-Equivalent
154	WGE	Geodetic	NAR-B	Geodetic			55.000000	-85.000000	210.000000	55.000000	-85.000000	210.000000	55.000000	-85.000000	210.000070																						Successful-Equivalent
155	WGE	Geodetic	NAR-H	Geodetic			20.000000	-156.000000	208.420000	20.000004	-155.999995	210.000000	20.000004	-155.999995	210.002692																						Successful-Equivalent
156	WGE	Geodetic	NAR-C	Geodetic			25.496890	-80.385480	186.140000	25.496890	-80.385480	186.140000	25.496890	-80.385480	186.140019																						Successful-Equivalent
157	WGE	Geodetic	NSD	Geodetic			27.246030	-6.282470	235.670000	27.245384	-6.281331	210.000000	27.245384	-6.281331	210.001008																						Successful-Equivalent
158	WGE	Geodetic	FLO	Geodetic			39.677550	-31.115180	476.470000	39.676207	-31.110934	423.750000	39.676207	-31.110934	423.749991																						Successful-Equivalent
159	WGE	Geodetic	OEG	Geodetic			24.189360	32.745080	222.680000	24.189263	32.743477	209.990000	24.189263	32.743477	209.994337																						Successful-Equivalent
160	WGE	Geodetic	OHA-A	Geodetic			18.958290	-155.679000	249.390000	18.961270	-155.681762	232.510000	18.961270	-155.681762	232.507978																						Successful-Equivalent
161	WGE	Geodetic	OHA-B	Geodetic			22.023270	-159.779310	257.670000	22.026397	-159.782096	232.350000	22.026396	-159.782096	232.348585																						Successful-Equivalent
162	WGE	Geodetic	OHA-C	Geodetic			20.704090	-156.253390	3306.240000	20.707294	-156.256188	3280.080000	20.707294	-156.256188	3280.078065																						Successful-Equivalent
163	WGE	Geodetic	OHA-M	Geodetic			18.996940	-154.997300	356.940000	18.999997	-154.999998	309.970000	18.999997	-154.999998	309.967528																						Successful-Equivalent
